,city,region_name,province,Electricity_count,Kerosene (Gaas)_count,Liquified Petroleum Gas (LPG)_count,Oil (vegetable animal and others)_count,Solar panel_count,Solar lamp_count,Others_count,None_count,Not Reported_count,year
3735,MAYANTOC,REGION III (Central Luzon),TARLAC,6974.0,477.0,67.0,4.0,4.0,15.0,27.0,3.0,,2015
3744,MONCADA,REGION III (Central Luzon),TARLAC,12982.0,754.0,9.0,4.0,5.0,6.0,27.0,6.0,,2015
3753,PANIQUI,REGION III (Central Luzon),TARLAC,21717.0,592.0,18.0,5.0,10.0,5.0,37.0,28.0,,2015
3762,PURA,REGION III (Central Luzon),TARLAC,5311.0,226.0,,,,4.0,25.0,36.0,,2015
3771,RAMOS,REGION III (Central Luzon),TARLAC,4591.0,175.0,,,1.0,1.0,8.0,9.0,,2015
3780,SAN CLEMENTE,REGION III (Central Luzon),TARLAC,2913.0,111.0,1.0,,,3.0,3.0,,,2015
3789,SAN MANUEL,REGION III (Central Luzon),TARLAC,5414.0,276.0,1.0,1.0,2.0,6.0,2.0,4.0,,2015
3798,SANTA IGNACIA,REGION III (Central Luzon),TARLAC,10896.0,575.0,3.0,2.0,3.0,3.0,8.0,29.0,,2015
3807,CITY OF TARLAC (Capital),REGION III (Central Luzon),TARLAC,73775.0,1242.0,55.0,64.0,25.0,63.0,176.0,146.0,,2015
3816,VICTORIA,REGION III (Central Luzon),TARLAC,14521.0,599.0,4.0,2.0,2.0,16.0,24.0,24.0,,2015
3825,SAN JOSE,REGION III (Central Luzon),TARLAC,7374.0,810.0,4.0,1.0,160.0,45.0,20.0,3.0,,2015
3834,BOTOLAN,REGION III (Central Luzon),ZAMBALES (excluding Olongapo City),11094.0,2504.0,1.0,2.0,15.0,14.0,24.0,14.0,,2015
3843,CABANGAN,REGION III (Central Luzon),ZAMBALES (excluding Olongapo City),5334.0,603.0,3.0,,,8.0,15.0,26.0,,2015
3852,CANDELARIA,REGION III (Central Luzon),ZAMBALES (excluding Olongapo City),5880.0,129.0,21.0,2.0,1.0,16.0,12.0,,,2015
3861,CASTILLEJOS,REGION III (Central Luzon),ZAMBALES (excluding Olongapo City),16468.0,710.0,10.0,1.0,7.0,21.0,8.0,5.0,,2015
3870,IBA (Capital),REGION III (Central Luzon),ZAMBALES (excluding Olongapo City),11336.0,545.0,1.0,,3.0,2.0,16.0,6.0,,2015
3879,MASINLOC,REGION III (Central Luzon),ZAMBALES (excluding Olongapo City),10159.0,556.0,18.0,2.0,74.0,23.0,53.0,9.0,,2015
3888,PALAUIG,REGION III (Central Luzon),ZAMBALES (excluding Olongapo City),7347.0,427.0,2.0,,6.0,3.0,72.0,4.0,,2015
3897,SAN ANTONIO,REGION III (Central Luzon),ZAMBALES (excluding Olongapo City),8302.0,364.0,1.0,1.0,6.0,15.0,16.0,4.0,,2015
3906,SAN FELIPE,REGION III (Central Luzon),ZAMBALES (excluding Olongapo City),5146.0,541.0,7.0,,3.0,11.0,14.0,3.0,,2015
3915,SAN MARCELINO,REGION III (Central Luzon),ZAMBALES (excluding Olongapo City),7147.0,848.0,1.0,1.0,15.0,46.0,29.0,11.0,,2015
3924,SAN NARCISO,REGION III (Central Luzon),ZAMBALES (excluding Olongapo City),6806.0,328.0,1.0,3.0,4.0,2.0,15.0,2.0,,2015
3933,SANTA CRUZ,REGION III (Central Luzon),ZAMBALES (excluding Olongapo City),13028.0,656.0,2.0,,79.0,39.0,54.0,7.0,,2015
3942,SUBIC,REGION III (Central Luzon),ZAMBALES (excluding Olongapo City),22806.0,1815.0,11.0,7.0,9.0,22.0,302.0,42.0,,2015
3951,OLONGAPO CITY,REGION III (Central Luzon),ZAMBALES (excluding Olongapo City),54858.0,1380.0,57.0,7.0,28.0,17.0,103.0,32.0,,2015
3960,AGONCILLO,REGION IV-A (CALABARZON),BATANGAS,7687.0,82.0,2.0,,1.0,1.0,15.0,38.0,,2015
3969,ALITAGTAG,REGION IV-A (CALABARZON),BATANGAS,5432.0,81.0,6.0,,1.0,2.0,14.0,20.0,,2015
3978,BALAYAN,REGION IV-A (CALABARZON),BATANGAS,21083.0,639.0,127.0,3.0,3.0,7.0,79.0,60.0,,2015
3987,BALETE,REGION IV-A (CALABARZON),BATANGAS,4445.0,116.0,1.0,,1.0,135.0,29.0,5.0,,2015
3996,BATANGAS CITY (Capital),REGION IV-A (CALABARZON),BATANGAS,75282.0,1451.0,169.0,13.0,522.0,140.0,361.0,52.0,,2015
4005,BAUAN,REGION IV-A (CALABARZON),BATANGAS,20413.0,185.0,2.0,,7.0,7.0,50.0,30.0,,2015
4014,CALACA,REGION IV-A (CALABARZON),BATANGAS,17892.0,468.0,11.0,2.0,1.0,18.0,23.0,44.0,,2015
4023,CALATAGAN,REGION IV-A (CALABARZON),BATANGAS,13169.0,442.0,3.0,2.0,1.0,40.0,27.0,33.0,,2015
4032,CUENCA,REGION IV-A (CALABARZON),BATANGAS,7096.0,88.0,,,,5.0,10.0,14.0,,2015
4041,IBAAN,REGION IV-A (CALABARZON),BATANGAS,12168.0,109.0,,1.0,,5.0,15.0,9.0,,2015
4050,LAUREL,REGION IV-A (CALABARZON),BATANGAS,8330.0,147.0,1.0,5.0,1.0,2.0,7.0,70.0,,2015
4059,LEMERY,REGION IV-A (CALABARZON),BATANGAS,19633.0,342.0,23.0,1.0,1.0,5.0,115.0,21.0,,2015
4068,LIAN,REGION IV-A (CALABARZON),BATANGAS,12525.0,338.0,2.0,2.0,3.0,5.0,46.0,35.0,,2015
4077,LIPA CITY,REGION IV-A (CALABARZON),BATANGAS,72985.0,312.0,69.0,3.0,6.0,20.0,174.0,38.0,,2015
4086,LOBO,REGION IV-A (CALABARZON),BATANGAS,8870.0,142.0,17.0,2.0,2.0,1.0,11.0,7.0,,2015
4095,MABINI,REGION IV-A (CALABARZON),BATANGAS,9843.0,76.0,1.0,2.0,2.0,,12.0,18.0,,2015
4104,MALVAR,REGION IV-A (CALABARZON),BATANGAS,13626.0,67.0,5.0,2.0,,1.0,54.0,6.0,,2015
4113,MATAASNAKAHOY,REGION IV-A (CALABARZON),BATANGAS,6862.0,28.0,4.0,,,,7.0,,,2015
4122,NASUGBU,REGION IV-A (CALABARZON),BATANGAS,28742.0,1196.0,511.0,3.0,5.0,27.0,71.0,196.0,,2015
4131,PADRE GARCIA,REGION IV-A (CALABARZON),BATANGAS,10756.0,41.0,120.0,7.0,,2.0,163.0,20.0,,2015
4140,ROSARIO,REGION IV-A (CALABARZON),BATANGAS,26512.0,305.0,7.0,4.0,4.0,8.0,37.0,29.0,,2015
4149,SAN JOSE,REGION IV-A (CALABARZON),BATANGAS,18323.0,65.0,43.0,1.0,4.0,3.0,8.0,11.0,,2015
4158,SAN JUAN,REGION IV-A (CALABARZON),BATANGAS,23265.0,536.0,55.0,,4.0,2.0,18.0,31.0,,2015
4167,SAN LUIS,REGION IV-A (CALABARZON),BATANGAS,7221.0,107.0,,2.0,,1.0,3.0,34.0,,2015
4176,SAN NICOLAS,REGION IV-A (CALABARZON),BATANGAS,3996.0,384.0,4.0,1.0,21.0,41.0,12.0,26.0,,2015
4185,SAN PASCUAL,REGION IV-A (CALABARZON),BATANGAS,14991.0,156.0,11.0,3.0,8.0,,30.0,13.0,,2015
4194,SANTA TERESITA,REGION IV-A (CALABARZON),BATANGAS,4252.0,47.0,2.0,,,,4.0,4.0,,2015
4203,SANTO TOMAS,REGION IV-A (CALABARZON),BATANGAS,41411.0,900.0,106.0,10.0,14.0,35.0,78.0,75.0,,2015
4212,TAAL,REGION IV-A (CALABARZON),BATANGAS,11536.0,157.0,402.0,2.0,1.0,9.0,173.0,13.0,,2015
4221,TALISAY,REGION IV-A (CALABARZON),BATANGAS,8896.0,290.0,6.0,3.0,10.0,153.0,437.0,30.0,,2015
4230,CITY OF TANAUAN,REGION IV-A (CALABARZON),BATANGAS,37850.0,249.0,17.0,5.0,3.0,7.0,42.0,66.0,,2015
4239,TAYSAN,REGION IV-A (CALABARZON),BATANGAS,8416.0,81.0,3.0,1.0,,2.0,3.0,6.0,,2015
4248,TINGLOY,REGION IV-A (CALABARZON),BATANGAS,3981.0,193.0,,,20.0,117.0,3.0,1.0,,2015
4257,TUY,REGION IV-A (CALABARZON),BATANGAS,9709.0,272.0,26.0,2.0,1.0,,25.0,38.0,,2015
4266,ALFONSO,REGION IV-A (CALABARZON),CAVITE,11600.0,134.0,5.0,1.0,2.0,1.0,44.0,33.0,,2015
4275,AMADEO,REGION IV-A (CALABARZON),CAVITE,8559.0,155.0,2.0,1.0,13.0,16.0,29.0,36.0,,2015
4284,BACOOR CITY,REGION IV-A (CALABARZON),CAVITE,144974.0,2431.0,988.0,18.0,43.0,135.0,360.0,211.0,,2015
4293,CARMONA,REGION IV-A (CALABARZON),CAVITE,23620.0,676.0,38.0,1.0,6.0,12.0,31.0,43.0,,2015
4302,CAVITE CITY,REGION IV-A (CALABARZON),CAVITE,25046.0,443.0,159.0,1.0,8.0,29.0,150.0,161.0,,2015
4311,CITY OF DASMARIÑAS,REGION IV-A (CALABARZON),CAVITE,144307.0,2362.0,311.0,29.0,131.0,71.0,350.0,238.0,,2015
4320,GENERAL EMILIO AGUINALDO,REGION IV-A (CALABARZON),CAVITE,4300.0,103.0,1.0,,,6.0,4.0,,,2015
4329,CITY OF GENERAL TRIAS,REGION IV-A (CALABARZON),CAVITE,78503.0,856.0,142.0,35.0,279.0,55.0,176.0,96.0,,2015
4338,IMUS CITY,REGION IV-A (CALABARZON),CAVITE,94868.0,763.0,1320.0,23.0,5.0,33.0,162.0,199.0,,2015
4347,INDANG,REGION IV-A (CALABARZON),CAVITE,14462.0,340.0,4.0,5.0,41.0,39.0,121.0,4.0,,2015
4356,KAWIT,REGION IV-A (CALABARZON),CAVITE,20412.0,399.0,85.0,2.0,3.0,5.0,83.0,29.0,,2015
4365,MAGALLANES,REGION IV-A (CALABARZON),CAVITE,4376.0,335.0,,1.0,31.0,6.0,21.0,7.0,,2015
4374,MARAGONDON,REGION IV-A (CALABARZON),CAVITE,7582.0,485.0,1.0,5.0,28.0,33.0,204.0,1.0,,2015
4383,MENDEZ (MENDEZ-NUÑEZ),REGION IV-A (CALABARZON),CAVITE,7017.0,112.0,11.0,2.0,5.0,2.0,27.0,3.0,,2015
4392,NAIC,REGION IV-A (CALABARZON),CAVITE,24791.0,777.0,39.0,19.0,51.0,67.0,341.0,46.0,,2015
4401,NOVELETA,REGION IV-A (CALABARZON),CAVITE,11506.0,110.0,1.0,,2.0,,17.0,12.0,,2015
4410,ROSARIO,REGION IV-A (CALABARZON),CAVITE,28466.0,467.0,21.0,5.0,31.0,28.0,278.0,20.0,,2015
4419,SILANG,REGION IV-A (CALABARZON),CAVITE,56793.0,1008.0,45.0,5.0,9.0,37.0,161.0,138.0,,2015
4428,TAGAYTAY CITY,REGION IV-A (CALABARZON),CAVITE,15705.0,248.0,29.0,3.0,19.0,25.0,48.0,18.0,,2015
4437,TANZA,REGION IV-A (CALABARZON),CAVITE,51903.0,1133.0,863.0,10.0,93.0,124.0,269.0,51.0,,2015
4446,TERNATE,REGION IV-A (CALABARZON),CAVITE,5297.0,315.0,6.0,7.0,26.0,15.0,7.0,,,2015
4455,TRECE MARTIRES CITY (Capital),REGION IV-A (CALABARZON),CAVITE,31825.0,513.0,32.0,9.0,23.0,51.0,2639.0,90.0,11.0,2015
4464,GEN. MARIANO ALVAREZ,REGION IV-A (CALABARZON),CAVITE,33286.0,1044.0,23.0,9.0,20.0,34.0,287.0,70.0,,2015
4473,ALAMINOS,REGION IV-A (CALABARZON),LAGUNA,10516.0,489.0,62.0,,11.0,9.0,63.0,4.0,,2015
4482,BAY,REGION IV-A (CALABARZON),LAGUNA,14750.0,266.0,7.0,3.0,5.0,13.0,84.0,21.0,,2015
4491,CITY OF BIÑAN,REGION IV-A (CALABARZON),LAGUNA,84870.0,990.0,402.0,10.0,94.0,104.0,194.0,88.0,,2015
4500,CABUYAO CITY,REGION IV-A (CALABARZON),LAGUNA,80090.0,692.0,388.0,12.0,129.0,64.0,168.0,30.0,,2015
4509,CITY OF CALAMBA,REGION IV-A (CALABARZON),LAGUNA,119146.0,1517.0,193.0,21.0,459.0,257.0,1189.0,289.0,,2015
4518,CALAUAN,REGION IV-A (CALABARZON),LAGUNA,16462.0,725.0,17.0,6.0,53.0,94.0,299.0,13.0,,2015
4527,CAVINTI,REGION IV-A (CALABARZON),LAGUNA,5025.0,317.0,4.0,1.0,1.0,6.0,5.0,,,2015
4536,FAMY,REGION IV-A (CALABARZON),LAGUNA,3647.0,421.0,1.0,9.0,1.0,2.0,36.0,,,2015
4545,KALAYAAN,REGION IV-A (CALABARZON),LAGUNA,4421.0,574.0,,,,36.0,111.0,5.0,,2015
4554,LILIW,REGION IV-A (CALABARZON),LAGUNA,8749.0,468.0,1.0,,,5.0,83.0,3.0,,2015
4563,LOS BAÑOS,REGION IV-A (CALABARZON),LAGUNA,28357.0,397.0,15.0,5.0,129.0,32.0,67.0,18.0,,2015
4572,LUISIANA,REGION IV-A (CALABARZON),LAGUNA,4730.0,82.0,,,5.0,14.0,12.0,4.0,,2015
4581,LUMBAN,REGION IV-A (CALABARZON),LAGUNA,6951.0,265.0,2.0,1.0,4.0,5.0,93.0,29.0,,2015
4590,MABITAC,REGION IV-A (CALABARZON),LAGUNA,4300.0,214.0,1.0,1.0,1.0,5.0,43.0,10.0,,2015
4599,MAGDALENA,REGION IV-A (CALABARZON),LAGUNA,5309.0,450.0,,,1.0,25.0,44.0,21.0,,2015
4608,MAJAYJAY,REGION IV-A (CALABARZON),LAGUNA,6229.0,279.0,3.0,,4.0,19.0,69.0,21.0,,2015
4617,NAGCARLAN,REGION IV-A (CALABARZON),LAGUNA,15129.0,362.0,16.0,6.0,15.0,21.0,133.0,10.0,,2015
4626,PAETE,REGION IV-A (CALABARZON),LAGUNA,5247.0,269.0,,1.0,2.0,1.0,77.0,5.0,,2015
4635,PAGSANJAN,REGION IV-A (CALABARZON),LAGUNA,9215.0,401.0,1.0,1.0,8.0,8.0,105.0,8.0,,2015
4644,PAKIL,REGION IV-A (CALABARZON),LAGUNA,4387.0,149.0,6.0,1.0,12.0,11.0,6.0,25.0,,2015
4653,PANGIL,REGION IV-A (CALABARZON),LAGUNA,5096.0,342.0,,,2.0,8.0,42.0,2.0,,2015
4662,PILA,REGION IV-A (CALABARZON),LAGUNA,11059.0,302.0,1.0,,4.0,16.0,52.0,13.0,,2015
4671,SAN PABLO CITY,REGION IV-A (CALABARZON),RIZAL,60371.0,1236.0,23.0,11.0,37.0,43.0,515.0,53.0,,2015
4680,CITY OF SAN PEDRO,REGION IV-A (CALABARZON),RIZAL,72079.0,604.0,75.0,13.0,17.0,33.0,165.0,44.0,,2015
4689,SANTA CRUZ (Capital),REGION IV-A (CALABARZON),RIZAL,27141.0,498.0,8.0,3.0,11.0,48.0,223.0,50.0,,2015
4698,SANTA MARIA,REGION IV-A (CALABARZON),RIZAL,6885.0,363.0,1.0,,2.0,10.0,13.0,34.0,,2015
4707,CITY OF SANTA ROSA,REGION IV-A (CALABARZON),RIZAL,100061.0,632.0,484.0,12.0,11.0,30.0,109.0,46.0,,2015
4716,SINILOAN,REGION IV-A (CALABARZON),RIZAL,7981.0,395.0,4.0,5.0,19.0,4.0,66.0,15.0,,2015
4725,VICTORIA,REGION IV-A (CALABARZON),RIZAL,10560.0,188.0,9.0,5.0,4.0,8.0,44.0,4.0,,2015
4734,AGDANGAN,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),2733.0,256.0,,,33.0,135.0,10.0,4.0,,2015
4743,ALABAT,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),3074.0,319.0,1.0,,16.0,115.0,21.0,20.0,,2015
4752,ATIMONAN,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),12611.0,1787.0,80.0,13.0,82.0,280.0,121.0,27.0,,2015
4761,BUENAVISTA,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),4806.0,1452.0,28.0,,41.0,423.0,11.0,4.0,,2015
4770,BURDEOS,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),2254.0,711.0,3.0,,2316.0,322.0,41.0,5.0,,2015
4779,CALAUAG,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),14099.0,2370.0,9.0,2.0,69.0,229.0,66.0,37.0,,2015
4788,CANDELARIA,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),27746.0,222.0,17.0,7.0,7.0,13.0,19.0,24.0,,2015
4797,CATANAUAN,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),13362.0,1705.0,15.0,3.0,21.0,190.0,21.0,17.0,,2015
4806,DOLORES,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),6357.0,103.0,3.0,2.0,,6.0,33.0,6.0,,2015
4815,GENERAL LUNA,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),4923.0,648.0,,1.0,17.0,60.0,3.0,28.0,,2015
4824,GENERAL NAKAR,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),4717.0,1182.0,5.0,,93.0,167.0,276.0,11.0,,2015
4833,GUINAYANGAN,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),8596.0,1550.0,2.0,2.0,16.0,109.0,26.0,3.0,,2015
4842,GUMACA,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),16248.0,1842.0,13.0,3.0,31.0,170.0,117.0,21.0,,2015
4851,INFANTA,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),15341.0,854.0,16.0,1.0,37.0,89.0,96.0,15.0,,2015
4860,JOMALIG,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),717.0,400.0,1.0,,202.0,199.0,13.0,,,2015
4869,LOPEZ,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),15556.0,4407.0,22.0,7.0,203.0,525.0,130.0,13.0,,2015
4878,LUCBAN,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),11453.0,325.0,4.0,7.0,34.0,73.0,53.0,20.0,,2015
4887,MACALELON,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),4811.0,934.0,5.0,,30.0,120.0,19.0,12.0,,2015
4896,MAUBAN,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),11898.0,1938.0,15.0,2.0,168.0,571.0,752.0,37.0,,2015
4905,MULANAY,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),9120.0,1692.0,13.0,1.0,179.0,636.0,65.0,12.0,,2015
4914,PADRE BURGOS,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),4325.0,507.0,,,120.0,181.0,48.0,1.0,,2015
4923,PAGBILAO,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),15834.0,1020.0,4.0,1.0,35.0,292.0,78.0,20.0,,2015
4932,PANUKULAN,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),1937.0,289.0,1.0,,554.0,64.0,45.0,1.0,,2015
4941,PATNANUNGAN,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),1200.0,423.0,4.0,1.0,1329.0,277.0,6.0,47.0,,2015
4950,PEREZ,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),2283.0,353.0,1.0,,2.0,68.0,36.0,33.0,,2015
4959,PITOGO,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),4680.0,451.0,16.0,14.0,7.0,33.0,13.0,8.0,,2015
4968,PLARIDEL,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),2085.0,253.0,,,9.0,21.0,9.0,3.0,,2015
4977,POLILLO,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),5433.0,937.0,4.0,3.0,105.0,210.0,272.0,1.0,,2015
4986,QUEZON,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),3153.0,406.0,3.0,3.0,5.0,99.0,7.0,5.0,,2015
4995,REAL,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),7081.0,680.0,4.0,28.0,12.0,89.0,115.0,6.0,,2015
5004,SAMPALOC,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),2782.0,116.0,17.0,1.0,27.0,37.0,53.0,2.0,,2015
5013,SAN ANDRES,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),5259.0,1895.0,9.0,2.0,268.0,1281.0,23.0,8.0,,2015
5022,SAN ANTONIO,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),7300.0,76.0,,1.0,1.0,,5.0,,,2015
5031,SAN FRANCISCO (AURORA),REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),8827.0,4032.0,48.0,,108.0,833.0,42.0,13.0,,2015
5040,SAN NARCISO,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),6632.0,2644.0,87.0,25.0,321.0,932.0,55.0,4.0,,2015
5049,SARIAYA,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),33987.0,462.0,23.0,7.0,3.0,51.0,30.0,29.0,,2015
5058,TAGKAWAYAN,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),10213.0,1293.0,4.0,2.0,16.0,104.0,8.0,5.0,,2015
5067,CITY OF TAYABAS,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),21903.0,1372.0,35.0,3.0,125.0,241.0,137.0,21.0,,2015
5076,TIAONG,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),21861.0,399.0,17.0,6.0,,11.0,53.0,19.0,,2015
5085,UNISAN,REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),5207.0,895.0,3.0,,23.0,126.0,18.0,18.0,,2015
5094,LUCENA CITY (Capital),REGION IV-A (CALABARZON),QUEZON (excluding Lucena City),57359.0,1839.0,21.0,7.0,79.0,293.0,180.0,58.0,,2015
5103,ANGONO,REGION IV-A (CALABARZON),RIZAL,24840.0,327.0,9.0,3.0,19.0,9.0,80.0,38.0,,2015
5112,CITY OF ANTIPOLO,REGION IV-A (CALABARZON),RIZAL,165089.0,3489.0,162.0,27.0,522.0,475.0,506.0,226.0,,2015
5121,BARAS,REGION IV-A (CALABARZON),RIZAL,14706.0,598.0,21.0,4.0,48.0,35.0,1267.0,27.0,,2015
5130,BINANGONAN,REGION IV-A (CALABARZON),RIZAL,68097.0,1171.0,169.0,23.0,17.0,32.0,153.0,124.0,,2015
5139,CAINTA,REGION IV-A (CALABARZON),RIZAL,70129.0,400.0,516.0,8.0,35.0,33.0,304.0,38.0,,2015
5148,CARDONA,REGION IV-A (CALABARZON),RIZAL,11718.0,322.0,3.0,1.0,8.0,6.0,35.0,21.0,,2015
5157,JALA-JALA,REGION IV-A (CALABARZON),RIZAL,6732.0,129.0,1.0,,2.0,11.0,23.0,21.0,,2015
5166,RODRIGUEZ (MONTALBAN),REGION IV-A (CALABARZON),RIZAL,76752.0,3262.0,150.0,26.0,935.0,638.0,534.0,51.0,,2015
5175,MORONG,REGION IV-A (CALABARZON),RIZAL,12476.0,525.0,1.0,1.0,69.0,23.0,73.0,12.0,,2015
5184,PILILLA,REGION IV-A (CALABARZON),RIZAL,13334.0,667.0,199.0,16.0,82.0,71.0,294.0,71.0,,2015
5193,SAN MATEO,REGION IV-A (CALABARZON),RIZAL,53999.0,1572.0,111.0,11.0,150.0,144.0,356.0,36.0,,2015
5202,TANAY,REGION IV-A (CALABARZON),RIZAL,20814.0,2318.0,7.0,11.0,892.0,414.0,1208.0,172.0,,2015
5211,TAYTAY,REGION IV-A (CALABARZON),RIZAL,72364.0,904.0,96.0,4.0,36.0,51.0,328.0,52.0,,2015
5220,TERESA,REGION IV-A (CALABARZON),RIZAL,13033.0,288.0,2.0,1.0,47.0,22.0,19.0,45.0,,2015
5229,BOAC (Capital),REGION IV-B (MIMAROPA),MARINDUQUE,11066.0,1373.0,11.0,,70.0,104.0,36.0,19.0,,2015
5238,BUENAVISTA,REGION IV-B (MIMAROPA),MARINDUQUE,4404.0,840.0,,,33.0,26.0,9.0,,,2015
5247,GASAN,REGION IV-B (MIMAROPA),MARINDUQUE,6924.0,957.0,4.0,2.0,103.0,53.0,25.0,2.0,,2015
5256,MOGPOG,REGION IV-B (MIMAROPA),MARINDUQUE,7219.0,885.0,4.0,,43.0,73.0,13.0,4.0,,2015
5265,SANTA CRUZ,REGION IV-B (MIMAROPA),MARINDUQUE,11495.0,1411.0,2.0,,99.0,248.0,61.0,24.0,,2015
5274,TORRIJOS,REGION IV-B (MIMAROPA),MARINDUQUE,5571.0,1000.0,1.0,1.0,96.0,174.0,21.0,2.0,,2015
5283,ABRA DE ILOG,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,4773.0,1333.0,30.0,18.0,20.0,550.0,578.0,27.0,,2015
5292,CALINTAAN,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,4553.0,1495.0,13.0,1.0,118.0,134.0,95.0,42.0,,2015
5301,LOOC,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,2029.0,212.0,,,26.0,113.0,40.0,1.0,,2015
5310,LUBANG,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,4673.0,85.0,,,2.0,6.0,7.0,4.0,,2015
5319,MAGSAYSAY,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,5055.0,2090.0,16.0,,261.0,304.0,90.0,3.0,,2015
5328,MAMBURAO (Capital),REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,8534.0,991.0,4.0,3.0,37.0,224.0,164.0,68.0,,2015
5337,PALUAN,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,2250.0,820.0,1.0,,16.0,265.0,242.0,9.0,,2015
5346,RIZAL,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,6292.0,1675.0,2.0,1.0,115.0,209.0,172.0,2.0,,2015
5355,SABLAYAN,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,13940.0,3447.0,35.0,2.0,71.0,594.0,133.0,336.0,,2015
5364,SAN JOSE,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,26330.0,4240.0,158.0,3.0,706.0,1598.0,131.0,42.0,,2015
5373,SANTA CRUZ,REGION IV-B (MIMAROPA),OCCIDENTAL MINDORO,6684.0,1448.0,6.0,1.0,64.0,526.0,201.0,120.0,5.0,2015
5382,BACO,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,6866.0,1249.0,,1.0,23.0,23.0,70.0,94.0,,2015
5391,BANSUD,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,7820.0,1152.0,37.0,1.0,61.0,113.0,25.0,41.0,,2015
5400,BONGABONG,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,13893.0,2036.0,30.0,131.0,23.0,235.0,403.0,2.0,,2015
5409,BULALACAO (SAN PEDRO),REGION IV-B (MIMAROPA),ORIENTAL MINDORO,4939.0,3127.0,17.0,,29.0,276.0,27.0,127.0,,2015
5418,CITY OF CALAPAN (Capital),REGION IV-B (MIMAROPA),ORIENTAL MINDORO,29033.0,1084.0,16.0,4.0,37.0,93.0,449.0,18.0,,2015
5427,GLORIA,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,8897.0,1263.0,2.0,1.0,31.0,116.0,51.0,5.0,,2015
5436,MANSALAY,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,7093.0,3669.0,6.0,26.0,89.0,314.0,86.0,3.0,,2015
5445,NAUJAN,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,20709.0,2270.0,19.0,2.0,46.0,119.0,106.0,77.0,,2015
5454,PINAMALAYAN,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,17418.0,1867.0,41.0,1.0,43.0,98.0,46.0,37.0,,2015
5463,POLA,REGION IV-B (MIMAROPA),ORIENTAL MINDORO,6841.0,1104.0,,1.0,43.0,147.0,21.0,35.0,,2015
