,city_munic,economic_ind,disaster_ind,industry_ind,healthcare_ind,poverty_ind,cluster_id,population,hospital,doctor,nurse,midwife,dentist,nutritioni,pharmacist,occupation,medical_techs,physical_techs,radiology,x-ray_techs
844,Malalag,-0.7511537026377547,-0.41038570402241836,-0.6842142515605398,-5.607179586981037,0.005255968250229345,1,"40,022",0,80,170,2,0,0,0,0,5,0,1,0
845,Malangas,1.736979170819547,0.512070273102634,0.7166930380200068,-13.693266845996527,-0.028823031691509828,2,"32,022",0,30,60,11,1,0,3,0,1,0,0,0
846,Malapatan,-0.22776964815779366,-0.3031268183494745,-0.7341038699261924,-6.634010480046199,0.1282506769846706,1,"80,741",0,10,20,8,1,0,0,0,0,0,0,0
847,Malasiqui,1.5715910955164247,-0.42635087283511164,-0.1653286073990859,52.31211733914207,0.1038964980087098,0,"130,275",2,190,500,36,8,0,18,0,5,0,1,0
848,Malay,-0.9380041206769091,-0.13495982376320617,-0.9814133863602632,-12.565558025995125,0.14380330407423844,1,"60,077",1,150,360,14,1,2,4,0,5,0,1,1
849,Malaybalay,-0.8560258169844427,-1.1911692954945787,-0.3358612333283006,31.69001022632635,-0.10109605780954677,0,"174,625",4,790,1820,54,6,5,5,0,20,0,5,1
850,Malibcong,-0.6952693272503851,1.1324389843485034,-0.08512482722491364,-11.728879247132559,-0.3680977821052927,1,"3,428",0,10,50,6,0,0,0,0,0,0,0,0
851,Malilipot,1.801255632039658,-0.16318174194898755,0.1713549143490521,-11.551235469539995,0.47146660397609197,2,"37,785",0,10,30,9,0,0,0,0,1,0,0,0
852,Malimono,-0.8034913122762841,-0.6352538398333014,-0.6801051678110209,-15.682349569549094,0.036834050715512025,1,"18,054",0,10,40,3,0,0,0,0,0,0,0,0
853,Malinao (AK),-0.6822111107662716,-0.11419825005951076,-0.6039423673989439,-5.6296737398420795,-0.027736651401529228,1,"24,517",0,0,0,0,0,0,0,0,0,0,0,0
854,Malinao (AY),1.7339979509800696,-0.37511964763926503,0.17069934701190909,-5.6322518482763995,0.4723437305377995,2,"45,301",0,30,140,10,1,0,0,0,1,0,0,0
855,Malita,-0.23469136967222184,-0.2149477755389255,-0.7808033427975684,9.358680070324404,0.3977553222456677,1,"117,746",2,150,370,6,1,1,3,0,5,0,2,2
856,Malitbog (BK),0.6595180112976353,-0.40879737532123395,-0.33279432084207766,-3.6762019772339207,0.035456377087122876,1,"24,453",0,10,10,8,1,0,0,0,1,0,0,0
857,Malitbog (SL),1.7586392485302111,0.4662710562074868,0.8995297626503305,-3.6768492001808415,-0.5061242614892678,2,"23,256",0,10,10,7,0,0,0,0,0,0,0,0
858,Mallig,-0.7530083927730493,-0.4097931036173472,0.10407896502111491,-2.7065137720113115,0.17107316550929497,1,"34,912",0,10,80,9,1,0,0,0,1,0,0,0
859,Malolos,0.2899180521943985,-0.35034143139111346,-0.7471845135046131,22.451364025186216,-0.40072588863873343,1,"261,189",13,1360,2710,40,13,10,17,0,38,1,14,5
860,Malungon,-0.7770820849159547,-0.5227449191567747,-0.44002625980132404,11.24540477450708,0.13484364400220666,1,"105,465",0,40,60,29,1,0,1,0,2,0,0,1
861,Maluso,1.4887512807825884,-0.6707835819075605,-0.2942107717685043,-17.638347500686677,-0.5238495686074999,1,"45,730",0,0,0,0,0,0,0,0,0,0,0,0
862,Malvar,-0.7722047361574371,0.6990347905624708,-0.7209623829236108,-5.756348085917869,0.1650878140971574,1,"56,270",1,50,90,6,0,0,0,0,3,0,0,0
863,Mamasapano,-0.638429382566717,0.11848915923157534,-0.4828219915515548,-14.651435871502283,0.5666224302803041,1,"27,807",0,0,0,0,0,0,0,0,0,0,0,0
864,Mambajao,-1.0689321868375927,-0.5823089315378102,-0.7567740753804795,-5.714363658784388,-0.2016269195075736,1,"41,094",1,180,660,16,2,2,3,0,4,1,0,0
865,Mamburao,1.6319998390526609,0.02804693388150344,-0.19573218646380466,-13.679407016433013,-0.21276123311925346,2,"42,975",1,160,280,4,3,4,2,0,0,3,0,0
866,Mambusao,0.9553925913514976,0.5107600060024898,0.08837814958538207,2.302203112721665,-0.2695477182327245,2,"40,690",1,50,260,13,0,1,2,3,1,0,0,0
867,Manabo,-0.6690563520606211,0.16653364006015836,-0.39946348213294514,-11.728908756812213,-0.36839282043366284,1,"10,761",0,10,10,5,0,0,0,0,1,0,0,0
868,Manaoag,-0.7393502942019505,-0.4495080009491628,-0.21720033179928935,-4.6975016879765255,0.10177066033834738,1,"76,045",1,130,180,14,6,1,9,0,1,0,0,1
869,Manapla,1.1208931305520706,-0.01356504495211049,-0.3176904151931983,-3.727836523428459,0.3778668826452241,1,"56,217",0,10,10,14,1,0,0,0,1,1,0,0
870,Manay,-0.847322966933752,-0.1923317056758766,-0.3857462732654934,-3.7400881700688355,-0.12169185678659873,1,"39,572",0,40,90,15,1,0,1,0,3,0,2,0
871,Mandaluyong,-0.6969390868101417,-1.0715778063085755,-0.5294450902430529,-19.533216549112765,0.3017444533200193,1,"425,758",9,3200,3290,70,44,2,23,1,92,12,15,2
872,Mandaon,1.6862195685661125,2.033709808064142,0.8046899209433259,-12.69465571099096,0.03710025303908731,2,"41,262",0,40,10,6,1,0,1,0,1,0,0,0
873,Mandaue,-0.769660505896511,-0.9958618855099652,-0.8221674422904565,6.531980910522517,-0.4766392534525521,1,"402,000",9,530,1790,19,5,3,8,0,20,0,7,1
874,Mangaldan,-0.8316747879995348,-0.44016924346325376,-0.6698466694471994,-0.42365815564606885,0.10828061172178083,1,"113,185",0,70,130,19,14,0,17,0,5,0,0,0
875,Mangatarem,-0.2412200700395482,-0.4720321463089895,-0.2556403104369813,-5.446242980370731,0.10274110377538649,1,"73,241",2,80,510,27,1,1,19,0,6,0,3,1
876,Mangudadatu,1.7228364117769095,0.8351426380850175,-0.5948266025693896,-19.628814945172362,0.5642905315130917,2,"26,203",0,0,0,0,0,0,0,0,0,0,0,0
877,Manila,-1.0469246743401603,-1.315197534635821,-0.9919337408416564,94.83043339367102,0.32293153832247506,0,"184,651",31,29470,25341,949,216,100,212,10,653,61,181,
878,Manito,1.7738775462759746,0.31286975875135015,-0.42155357112603625,-16.618878024513727,0.824435046761273,2,"24,707",0,20,90,4,1,0,0,0,2,0,0,0
879,Manjuyod,1.2214037232670933,0.9831329654735018,-0.5355434951695426,3.1986380290580922,-0.05639343294994891,2,"42,332",0,10,10,13,0,0,0,0,1,0,0,0
880,Mankayan,-0.6746999802584382,-0.17086811081409548,-0.4190650858158076,-7.708003548039757,-0.26337961980816654,1,"35,953",1,70,250,18,1,1,1,0,2,0,1,0
881,Manolo Fortich,-0.88322664346405,-0.05354025456391291,-0.8789633890512917,1.289157636099711,0.04286978729812384,1,"100,210",2,170,400,25,1,0,0,0,1,1,1,2
882,Mansalay,1.2340178667553394,1.3191104853226547,-0.0693705159104614,-3.768690817858,-0.273845671852449,2,"54,533",0,40,170,9,1,0,2,0,0,1,0,0
883,Manticao,-0.20065601821236395,-0.06903497766449357,-0.4758679580257021,-8.700851013290299,-0.02624279510993257,1,"32,977",1,160,250,12,0,0,1,0,2,0,0,0
884,Manukan,-0.6847751314690652,-0.16671879778890356,-0.23998824981854727,-5.557096176714695,-0.3469754450818319,1,"36,887",0,30,30,13,0,0,2,0,1,0,0,0
885,Mapanas,1.2789724567614114,0.35884632831738394,1.8612581010907396,-13.660332790043945,-0.027385170718382663,2,"14,025",0,10,40,2,0,0,0,0,1,0,0,0
886,Mapandan,1.6762530833390537,-0.40003277576073554,-0.09194200603484584,-5.660246135820447,0.10120289926847544,2,"38,234",1,60,190,13,2,1,3,0,3,0,0,0
887,Mapun,1.8078104537441029,-0.43189387142521546,0.9186718137073644,-7.72612748942817,-0.15084188272639668,2,"30,038",0,20,130,23,0,1,1,0,3,0,0,0
888,Marabut,0.01974862772217029,0.20324587284093404,-0.2908401305686683,-14.655061048350385,0.4559786234148747,1,"16,962",0,0,0,0,0,0,0,0,1,0,0,0
889,Maragondon,0.8965022022426027,-0.2592297876074883,-0.36596463238443466,-9.580578103738063,0.03951577071375291,1,"37,720",1,40,80,0,1,0,1,0,1,0,0,0
890,Maragusan,-0.8021962918601951,-0.3896879240034753,-0.7843917965325142,4.234716407596374,0.20477010190304226,1,"60,842",1,70,290,4,0,1,2,0,4,0,0,0
891,Maramag,-0.8881345574245882,-0.3369148357534119,-0.7066456314607282,-0.5140342523562642,0.04327758164293716,1,"102,089",4,520,840,43,2,1,12,0,7,0,5,0
892,Marantao,-0.34647737061628975,-0.4499370937009135,1.381645883092859,-15.648604473327627,-0.1543594098435414,1,"37,763",0,0,0,0,0,0,0,0,0,0,0,0
893,Marawi,-0.19502369203884626,4.112298240392357,2.536906335023662,23.93703961911917,0.06265212829823646,2,"207,010",4,880,320,13,4,1,5,0,9,0,0,0
894,Marcos,-0.714784700600969,-0.4181020692466348,-0.08933848560170966,-19.623736092881007,0.22238381081726988,1,"18,010",2,120,150,14,2,2,2,0,4,1,1,0
895,Margosatubig,-0.664863893703173,-0.07381513953532753,-0.02813585832367281,-14.615053618622188,-0.5253248299364374,1,"38,660",1,240,270,13,1,1,3,0,4,0,3,0
896,Maria,-0.8327006453099222,0.21596549093940867,-0.7445583958448856,-13.716914386748822,0.09118292109639452,1,"13,828",0,0,0,0,0,0,0,0,0,0,0,0
897,Maria Aurora,-0.7663859550778961,-0.35405556498275614,-0.09029182718475694,10.165236280325521,0.282362461483251,1,"44,958",0,30,80,9,1,0,0,0,2,0,0,0
898,Maribojoc,-0.8545980010587803,-0.3909387427286691,-0.7030725211355647,-2.6848425207563325,-0.4530088893424387,1,"20,688",0,40,160,7,0,0,1,0,1,0,0,0
899,Marihatag,-0.09744984507376793,-0.16322746757711545,0.7805373693710669,-9.712994073402875,-0.5260479295797079,1,"19,441",0,60,50,7,0,1,1,0,1,0,0,0
900,Marikina,-0.7843078863083859,-0.4219497320782083,-0.8192121887768301,-19.150249679816604,0.3017552109283887,1,"488,637",10,2110,3030,49,5,9,22,1,58,8,28,6
901,Marilao,-0.967452021248791,-0.026978063304076302,-0.7698124979055323,-6.005232785651355,-0.388351987257447,1,"254,453",1,20,10,11,2,0,0,0,1,0,0,0
902,Maripipi,0.1386504565366336,0.23093721292394145,1.2802670160617262,-15.592648511712655,-0.5264546511487708,2,"6,713",0,0,10,5,0,0,0,0,1,0,0,0
903,Mariveles,-0.857820782870027,0.04856409783453334,-0.6938395097858149,-2.347701926894547,0.3581277648217702,1,"149,879",2,70,230,7,2,0,0,0,3,0,0,0
904,Marogong,1.8899207614223525,1.9765665758627982,2.554076496477072,-19.62890535399,-0.15465361496868726,2,"30,118",0,0,0,0,0,0,0,0,0,0,0,0
905,Masantol,-0.66881375297186,-0.42529006402152103,-0.7168132190752022,-13.534753192993591,-0.3640701959022039,1,"57,990",0,20,20,7,1,0,0,0,1,0,0,0
906,Masbate,-0.7527198050172426,-0.8932653261154724,-0.9701905607034261,9.516456974269605,0.08129420038412616,1,"104,522",5,400,400,18,2,0,7,1,11,1,1,4
907,Masinloc,-0.7375986556303862,-0.3680342143213708,-0.5537793323818792,-9.677793358643049,0.4084840159279375,1,"54,529",0,0,10,0,0,0,0,0,0,0,0,0
908,Masiu,-0.7092136962236455,-0.41095575999459305,1.4039345811860555,-17.640561658805307,-0.1545417227434434,1,"33,580",0,0,0,0,0,0,0,0,0,0,0,0
909,Maslog,1.8541200574585104,-0.8665957664555263,0.5241433521057083,-17.699343760453022,0.2217140467177018,2,"5,407",0,0,0,3,0,0,0,0,0,0,0,0
910,Mataasnakahoy,-0.8736086307052757,-0.4084755395740037,-0.38066847714635843,-8.657166829011809,0.005506909661164977,1,"29,187",0,50,100,6,0,0,0,0,2,0,1,0
911,Matag-Ob,1.7107135962553415,0.5266940279322125,0.6666266850216309,-15.589575676329446,-0.025467154253802745,2,"17,522",0,10,10,7,0,0,0,0,0,0,0,0
912,Matalam,-0.2247823253476801,-0.38069670435936404,-0.8862101065514575,13.21647998207266,-0.03451148398125274,1,"79,361",1,0,0,0,0,0,3,0,0,0,0,0
913,Matalom,1.6402680130769518,-0.19859035320972557,0.04240444218443141,-11.700892750879126,-0.026922443739631614,2,"33,121",0,10,50,10,0,0,0,0,1,0,0,0
914,Matanao,-0.7136354859646882,0.06471434885229845,-0.5966166022982697,13.240274244073476,0.0054545486104005695,1,"56,755",2,50,10,0,0,0,2,0,0,0,0,0
915,Matanog,-0.6954955348454521,-0.4600851570392782,-0.7869322780254804,-13.658422097025978,0.5649393374636708,1,"36,034",0,0,0,0,0,0,0,0,0,0,0,0
916,Mati,-0.7192097267858698,-1.1445573158762428,-0.23849695880332744,13.28754737122151,0.1953771273618574,1,"147,547",2,590,940,60,4,5,4,0,13,0,1,0
917,Matnog,1.8512174690905832,1.8451939142138636,1.137559027769803,-10.649493524652373,0.3167282733788071,2,"49,989",0,60,210,13,0,0,0,0,2,0,0,0
918,Matuguinao,1.7526183299966631,0.5024742322417163,0.055043230826853536,-17.642731353237043,0.4530600559322251,2,"8,466",0,0,0,0,0,0,0,0,0,0,0,0
919,Matungao,-0.00568846327248236,-0.4870378139764499,0.8729248833095711,-17.6409755606531,0.2502115669790869,1,"14,756",0,0,0,0,0,0,0,0,0,0,0,0
920,Mauban,-0.8928920109305074,-0.3939577880628681,-0.6826509742032167,15.180298090850606,0.41113645608403454,1,"71,081",1,30,70,0,1,1,1,0,2,0,0,0
921,Mawab,-0.8708125546721184,-0.4894426432039683,-0.641310617371372,-9.642167902502115,-0.2737912691960455,1,"37,065",1,90,110,0,0,0,2,0,1,0,1,0
922,Mayantoc,-0.20456438279668115,-0.42944273558120927,-0.24441657535085268,-14.653087388103165,-0.025595316315818503,1,"32,597",0,10,20,3,1,0,0,0,0,0,0,0
923,Maydolong,1.1632564761567408,0.5740205798615455,0.1137095165857228,-15.65051142221403,-0.4257863805348655,2,"14,743",0,10,20,8,0,0,0,0,0,0,0,0
924,Mayorga,1.3152990529035606,0.7045176638445667,1.7163223451495973,-17.52405695056475,0.4539409602731947,2,"17,161",0,0,10,1,0,0,0,0,1,0,0,0
925,Mayoyao,0.08520845008256438,-0.1789366289049534,0.09345411909658591,6.209652591673506,0.2686083020978447,1,"17,331",0,30,80,11,1,1,1,0,2,0,1,0
926,Medellin,-0.6725070130006184,-0.14614008710842652,-0.5082570779785338,-1.7375995996881464,0.03828080619855272,1,"55,332",1,30,160,1,0,0,0,0,1,0,0,1
927,Medina,-1.0185131357766024,-0.4765806713339842,-0.6303686109005577,-8.654765541460534,-0.024854473860822335,1,"32,907",0,10,0,8,0,0,0,0,0,0,0,0
928,Mendez,-0.3822087618378005,-0.28833862745396976,-0.3286469929175022,-6.573082712352258,0.03832091084904262,1,"34,879",0,0,0,0,0,0,0,0,0,0,0,0
929,Mercedes,-0.18742555687849954,-0.37052677368298426,-0.3532274403754798,-11.545102213459584,0.7813110819367183,1,"50,841",0,70,500,13,1,1,2,0,5,0,4,1
930,Mercedes (ES),2.174099096738935,1.5083935659708692,0.9178185626157855,-11.547778018273835,0.20037026754131468,2,"6,070",0,10,10,2,0,0,0,0,0,0,0,0
931,Merida,1.6722384196093663,-0.3694573209998063,0.48766025699321885,-15.591395002069753,0.44698711441489447,2,"33,152",0,0,0,0,0,0,0,0,0,0,0,0
932,Mexico,-0.3013585744255786,-0.08506532750669894,-0.7005984903420428,16.667803886058906,-0.3615529460879511,1,"173,403",1,30,30,18,0,0,0,0,2,0,0,0
933,Meycauayan,-0.832361198095,-1.2196214539521342,-0.8114605286682078,12.348287160640988,-0.39972775070115524,1,"225,673",7,2060,2630,54,7,4,14,0,45,2,28,1
934,Miag-ao,-0.7619796920835399,-0.35421773326592043,-0.8728915424904337,-2.770064153562278,-0.24301308221006068,1,"68,115",0,20,60,13,1,0,0,0,1,0,0,0
935,Midsalip,1.0999564545924423,-0.31951399250446477,-0.2626828650980291,-13.716268524901722,-0.5219385429910495,1,"33,711",0,10,20,5,0,0,1,0,0,0,0,0
936,Midsayap,-0.9230965627404915,-0.42013383193163967,-0.8741043794783221,33.50073503685902,-0.020929138057412037,0,"151,684",6,300,1020,50,2,3,19,0,17,0,3,2
937,Milagros,1.7145256014719272,1.165327895220964,0.9263724929578271,-0.7318877907919853,0.09252590682958765,2,"57,473",0,20,10,0,0,0,0,0,0,0,0,0
938,Milaor,1.1642934085637715,-0.16541695132892043,0.5477559921749333,-4.763350798559263,0.22137481932371858,2,"31,150",0,20,20,5,1,0,0,0,1,0,0,0
939,Mina,-0.9373264776108182,-0.35169508226485485,-0.7965418475899624,-12.721914670446957,-0.25584826230650903,1,"24,042",0,0,0,0,0,0,0,0,0,0,0,0
940,Minalabac,-0.15162192100718186,0.6799944059911873,0.654601223269889,0.2670452994497988,0.2246502394050602,1,"52,390",0,10,10,15,0,0,0,0,1,0,0,0
941,Minalin,0.5050649996382577,-0.4718290432525157,-0.5276118803997593,-11.666020479336796,-0.3767635988793783,1,"48,380",0,10,10,9,1,0,0,0,1,0,0,0
942,Minglanilla,0.4479991546816502,-0.13171052289832394,-0.12363348197891026,-1.4891911237147877,0.04339743443046674,1,"132,135",0,70,130,7,1,1,1,0,1,0,0,0
943,Mlang,-0.8067137908056315,-0.37680253745980813,-0.7630046123831339,16.506365774780274,-0.02915344860202795,1,"95,070",5,190,350,11,0,1,12,0,4,0,2,0
944,Moalboal,-0.8426027593955132,-0.10966550942095175,-0.19384162280928563,-5.7556337769128305,-0.18799127516700068,1,"31,130",0,0,90,2,0,0,0,0,1,0,0,0
945,Mobo,0.5468466720477572,1.884768597073527,0.9136873107861133,3.1958037114322027,0.036115880444219574,2,"38,813",0,10,10,1,1,0,0,0,1,0,0,0
946,Mogpog,-0.8833362043402462,-0.39803017687213454,-0.4353299781121552,-15.707752720220798,-0.2382221983250466,1,"34,043",0,20,30,6,0,0,5,0,0,1,0,0
947,Moises Padilla,1.6890591146547407,-0.18463755011024768,0.41291474722555455,-5.7572115512885516,-0.028175019244318696,2,"41,386",0,10,10,11,1,0,0,0,1,0,0,0
948,Molave,-0.7603000050847138,-0.3022841506377423,-0.29163566879938635,-11.509158962723198,-0.20283993844914736,1,"53,140",2,450,620,13,1,1,6,0,7,0,3,0
949,Moncada,-0.28499781981528416,-0.19921844445622752,0.2522478617065644,-12.55901489994334,0.48239663663028504,1,"62,819",0,50,50,14,2,0,0,0,1,0,0,0
950,Mondragon,1.730022941572066,-0.246759501545939,0.11193798787189056,-16.523519262202786,-0.027981408041050752,2,"38,726",0,10,0,3,0,0,0,0,1,0,0,0
951,Monkayo,-0.72389389894154,-0.4221149824427521,-0.8038326411968592,2.2639192473657217,0.209694614437305,1,"100,717",0,0,0,0,0,0,0,0,0,0,0,0
952,Monreal,1.3213830281983852,4.148973365081407,2.965056240447786,-9.740507314807173,0.03371046902774063,2,"26,614",0,10,100,10,0,0,0,0,1,0,0,0
953,Montevista,-0.8023326982961387,-0.4246116357916203,-0.393022991820233,-0.7412373545658936,-0.26951580842262757,1,"44,389",1,200,650,18,1,3,8,0,6,0,3,0
954,Morong (BN),-0.2296396222669187,-0.3268262407794223,-0.2708688972991052,-6.491453678851787,0.11850924247543225,1,"35,394",0,20,40,11,1,0,0,0,1,0,0,1
955,Morong (RL),-0.823028724820569,-0.30039033237345164,-0.9575077879898173,-6.490726204846802,0.041121961601483535,1,"71,151",2,170,80,11,0,1,0,0,1,0,0,0
956,Motiong,-0.7378876593653768,-0.4049724934937817,-0.10080311668942293,-17.46509997703281,0.4532902373966899,1,"15,276",0,0,0,0,0,0,0,0,0,0,0,0
957,Mulanay,-0.7760141016925921,-0.4180150261900825,-0.2693536590262356,2.263059957892851,0.4113257300637883,1,"55,576",0,0,0,0,0,0,0,0,0,0,0,0
958,Mulondo,1.6245111773531762,0.8028777042985454,-0.11157481362747566,-19.63066609724581,-0.1546403645735926,2,"19,932",0,0,0,0,0,0,0,0,0,0,0,0
959,Munai,-0.03350023730110687,-0.35270422526593,0.5827371969590793,-17.699310213831936,0.06403543677281577,1,"32,973",0,0,0,0,0,0,0,0,0,0,0,0
960,Muntinlupa,-0.9286305160200916,-1.1821281764387486,-0.8637410831387505,-17.39651468579537,0.31949020223762614,1,"543,445",9,1094,7450,91,58,21,51,1,130,36,60,7
961,Murcia,1.151724805508318,0.3138212779075083,0.00830260538328157,6.237468036197757,0.3780993953702101,2,"88,868",0,10,300,35,0,0,0,0,1,0,0,0
962,Mutia,0.032887680401570044,-0.345296469860045,0.0034013907540167807,-15.65030422036529,-0.02716727062317039,1,"11,726",0,10,20,8,0,0,0,0,0,0,0,0
963,Naawan,-0.8104975529546609,0.024901754689033023,-0.6647248368838555,-11.724621369107867,-0.02756424178101383,1,"21,213",0,10,10,6,0,0,0,0,0,0,0,0
964,Nabas,-0.15946621579998224,0.4702569875948498,0.2971607574343454,-13.719088158236431,-0.025470534158811012,1,"40,632",0,10,90,9,0,0,0,0,0,0,0,0
965,Nabua,1.1450130151715603,-0.16926315431417138,-0.2403119300330849,-5.3379798799292235,0.9035849242852413,1,"83,874",1,100,770,44,4,0,1,0,4,1,1,1
966,Nabunturan,-0.8602575116044417,-0.36256282717638394,-0.6577749479137582,8.400925894303086,0.21166960690973835,1,"82,234",0,160,170,6,2,2,4,0,9,0,0,2
967,Naga (CS),-1.247415629019774,-0.9671466410163597,-1.2631134064281138,7.128914998916947,0.11733634059255683,1,"209,170",7,2940,7020,133,7,15,13,1,49,19,19,5
968,Naga (CU),-0.6622546885547418,-1.241515730213346,-0.4167807037988169,7.302189654162464,-0.16785841162194426,1,"115,750",1,0,470,6,0,2,12,0,18,2,0,0
969,Naga (ZS),0.5219177377427672,0.1618906231902334,0.5812267440893251,-12.640191618476015,-0.02783802007753915,2,"41,743",0,20,30,10,0,0,0,0,1,0,0,0
970,Nagbukel,-0.7457487049499844,-0.4547604534610527,-0.20505618727858713,-15.64929684622689,-0.09564679335045528,1,"5,259",0,10,10,2,0,0,0,0,0,0,0,0
971,Nagcarlan,0.38054504148658413,0.6994272696210498,-0.5052744424596035,-11.688987932209006,0.10278314876647461,1,"63,057",1,50,130,10,2,1,1,0,3,0,0,0
972,Nagtipunan,-0.7883364174098495,-0.32410484015570207,-0.8853527952281303,-7.6878711183214685,-0.19108068477803153,1,"25,399",0,10,90,14,0,0,0,0,1,0,0,0
973,Naguilian (IA),-0.7011367476205496,-0.3757095864154472,0.1686489301144955,29.387852618580503,0.17019384342209537,0,"33,788",1,10,80,11,0,0,0,0,1,0,0,0
974,Naguilian (LU),-0.8640162620729743,-0.400356127765,-0.4819868787795551,29.389083195972976,-0.14601278902185666,0,"54,221",1,50,210,5,0,1,3,0,3,0,1,0
975,Naic,-0.7833766605363613,-0.4244066144203467,-0.9293634842505503,4.646969352203682,0.08888768387256611,1,"160,987",2,390,940,20,2,1,7,0,7,0,2,1
976,Nampicuan,-0.6675372986217623,-0.3747546484023626,0.8833591727048962,-17.638437892600844,-0.2103935808567452,1,"14,471",0,10,10,4,0,0,0,0,0,0,0,0
977,Narra,-0.7521754446553888,-0.19550352920571562,-0.6125032589830486,2.243421120863293,-0.15037148549226234,1,"73,212",0,50,40,19,1,1,7,0,1,1,0,0
978,Narvacan,-0.728258593788728,-0.2211608346315543,-0.40628027714019505,-12.565659613280062,-0.14873084029397612,1,"44,006",1,60,170,18,6,1,9,0,4,0,0,0
979,Nasipit,-0.8436228668219344,0.24307387837862038,-0.2916808776390008,-1.691443498129655,-0.5212641013948323,1,"41,957",0,60,180,21,3,0,1,0,2,0,0,0
980,Nasugbu,1.5757201083326766,0.8237209591854715,-0.2417229474246513,9.581121979346186,0.1730410942730728,2,"134,113",4,100,200,1,1,1,2,0,4,0,1,0
981,Natividad,-0.2859849854162866,-0.19773028776926657,-0.12964328337162148,-1.7172466693689739,-0.5263190044192682,1,"24,299",0,10,10,5,1,1,1,0,1,0,0,0
982,Natonin,-0.0756718965122609,0.9962281256156088,-0.09634831632187019,-7.722580223369344,-0.09165502093195038,1,"10,339",0,20,40,2,0,0,1,0,1,0,0,0
983,Naujan,-0.7807348766402782,-0.35784197507315596,-0.9025877801926563,47.138220400327576,-0.26714823480966676,0,"102,998",0,50,170,29,2,2,5,0,2,1,0,0
984,Naval,-0.6522125511221155,0.28417402815750636,-0.2417561099667472,-10.502645863567306,-0.4187782133014772,1,"58,187",1,200,320,16,1,1,1,0,11,0,0,0
985,Navotas,-0.6407778382392652,-1.1380550048575044,-0.8028483375306779,-18.697282180282972,0.3011051713924461,1,"247,543",1,180,150,47,11,3,0,0,11,0,0,0
986,New Bataan,-0.20788590598829476,-0.31405131159747696,-0.498094605355116,-4.7026759866151675,0.20229189872016434,1,"47,726",0,0,0,0,0,0,0,0,0,0,0,0
987,New Corella,-0.12798511386634495,-0.3397554831894075,-0.5514991841565634,-0.6608102490582098,0.2681282076071643,1,"54,844",0,0,0,0,0,0,0,0,0,0,0,0
988,New Lucena,-0.7846136404432765,-0.2536099882988416,0.00894722050747044,-13.691860975204875,-0.5060553622427842,1,"24,314",0,10,50,10,1,0,0,0,1,0,0,0
989,New Washington,-0.8738833943827022,-0.43360606315555755,-0.48682574936274925,-12.723336628949497,-0.026067209230746843,1,"47,955",0,20,110,9,0,0,0,0,1,0,1,0
990,Norala,-0.8902174088167741,-0.17682246965294282,-0.6506933391719198,-5.629160789759079,0.23185883126023119,1,"46,642",1,80,120,16,2,1,6,0,4,0,0,0
991,Northern Kabuntalan,0.4576465345791508,-0.1692886082059216,2.1105007769041335,-15.652035561266388,0.5638459071443598,2,"26,277",0,0,0,0,0,0,0,0,0,0,0,0
992,Norzagaray,-0.704463594815388,-0.284860759686772,-0.8757475788540169,-10.561178087273706,-0.3986653429032235,1,"136,064",2,120,370,27,2,1,0,0,1,0,0,0
993,Noveleta,-0.3742709248624322,-0.5118907819615844,-0.4352210953864459,-8.469691082775954,0.04617752236850163,1,"45,846",1,230,330,9,1,1,1,0,3,0,0,1
994,Nueva Era,-0.7021631709741585,-0.47114672671773544,-0.37319824208888114,-16.64324370921263,0.22148369910541027,1,"11,968",0,0,10,3,0,0,2,0,0,0,0,0
995,Nueva Valencia,-0.8163718016786435,-0.3384109556964981,-0.5070179535975583,1.2341541525420265,-0.2747164609267343,1,"39,810",0,20,130,19,1,0,0,0,1,0,0,0
996,Numancia,-0.8624688937429563,1.4658155221824034,-0.25082699785691415,-14.712088752435736,-0.02439238590117423,1,"35,693",0,0,0,0,0,0,0,0,0,0,0,0
997,Nunungan,1.8780914946752063,-0.22290532821361161,1.5734074126340434,-19.689508948430607,0.06417824658661384,2,"18,367",0,0,0,2,0,0,0,0,0,0,0,0
998,Oas,1.7088974955705152,-0.15014175312474848,-0.25026495346096184,-10.609797273383341,0.8235195921183498,2,"67,960",2,90,260,15,2,1,1,0,3,0,1,0
999,Obando,-0.09121390666993678,1.5242350739218689,0.3483074315731613,-9.736923796786536,-0.39999056273194433,2,"59,978",0,10,20,11,1,0,0,0,1,0,0,0
1000,Ocampo,1.719194977090398,0.9137916283051248,0.11817742647550433,5.330344832538284,0.7964709628647054,2,"45,934",0,40,190,15,0,1,1,0,2,0,0,0
1001,Odiongan,-0.8636837084531217,-0.3973390943468048,-0.939025480402659,1.3394547334840556,0.10280868524003295,1,"45,367",4,140,250,10,2,1,2,0,2,0,2,0
1002,Old Panamao,2.214962511907802,2.9177257353870187,2.2265951130183037,-13.696617616901252,-0.528714145069128,2,"40,998",0,20,60,6,1,0,1,0,1,0,1,0
1003,Olongapo,-0.678596074006774,-0.9969631762131491,-0.1533544718865404,-6.785243778740618,0.8061941243708652,1,"260,317",8,2490,4110,46,3,7,26,1,89,3,27,7
1004,Olutanga,1.6917075226473082,-0.08777196123822376,0.10849425256080596,-13.63433400030483,-0.027715714334504007,2,"38,438",0,20,60,11,1,1,7,0,1,0,0,0
