,city_munic,economic_ind,disaster_ind,industry_ind,healthcare_ind,poverty_ind,cluster_id,population,hospital,doctor,nurse,midwife,dentist,nutritioni,pharmacist,occupation,medical_techs,physical_techs,radiology,x-ray_techs
159,Bansalan,-0.3613384621155537,-0.41830919098474306,-0.7160727429678749,6.39275248365653,0.012271267289124055,1,"70,440",4,300,640,2,1,2,4,0,6,0,1,3
160,Bansud,1.781554729688021,0.4478369492351729,0.5383426551286391,-7.747376411156824,-0.2720725016212521,2,"40,992",0,10,60,4,0,0,4,0,1,0,0,0
161,Bantay,-0.963584437319349,-0.24229281298866148,0.40512566882160367,7.373636738582859,-0.10010165752595188,1,"35,731",2,70,210,17,1,0,3,0,5,0,0,0
162,Bantayan Island,-0.7971681933431789,0.032193420159087466,-0.5004403874347196,4.34445745662536,0.04104055630123998,1,"79,084",0,0,0,0,0,0,0,0,0,0,0,0
163,Banton,1.8334872962325681,1.800789869398857,1.6850060559311457,-10.734074067787223,0.3128159502741969,2,"5,536",0,10,10,5,0,0,0,0,0,0,0,0
164,Baras (CT),-0.12876331112218303,-0.7046988529112784,-0.6489450685979453,-6.627261952014154,-0.004242161071669655,1,"12,848",0,10,20,0,0,0,0,0,0,0,0,0
165,Baras (RL),-0.9647663296711773,-0.4330539831905601,-0.5662144634823538,-6.626848760312902,0.0426466909412036,1,"87,637",0,70,40,3,0,0,0,0,1,0,0,0
166,Barbaza,1.685855919880731,-0.43950098571828256,-0.021912012151645767,-13.693474397301665,-0.5065632378945681,2,"22,704",0,40,70,8,1,0,1,0,1,0,1,0
167,Barcelona,-0.05119292234140683,-0.12778651043191716,-0.3313927247766456,1.266144766877147,0.40707481610468876,1,"22,722",0,10,10,6,1,0,0,0,1,0,0,0
168,Barili,-0.8117733707719853,0.605401695883484,-0.5793246628475995,-5.665374572964176,0.038169412548171675,1,"80,715",0,20,40,2,1,1,1,0,1,0,0,0
169,Barira,-0.7491494391769892,-0.006868348465794565,-0.13168412939762852,-11.668185025875674,0.5638974364586168,1,"36,143",0,0,0,0,0,0,0,0,0,0,0,0
170,Barlig,-0.6641273820794354,-0.15188296546943428,-0.09289302524741684,-13.691587136167875,-0.05620270078791241,1,"4,819",0,20,60,0,0,1,1,0,1,0,0,0
171,Barobo,-0.6865374171763822,-0.3414027505013117,-0.3693305030928254,-3.6215305401674267,-0.5224019610766315,1,"53,146",0,10,30,11,1,0,0,0,0,0,0,0
172,Barotac Nuevo,-0.690595776054166,0.43250528197152754,-0.5844292146593243,-10.694372479954517,-0.24474908532488582,1,"58,176",1,80,100,8,1,0,4,0,5,0,0,0
173,Barotac Viejo,0.2715685387628564,-0.42818818217709614,0.2463909393826828,3.261989216864428,-0.5037808256941374,1,"48,614",1,100,150,16,1,0,1,2,1,0,0,0
174,Baroy,-0.14512884385393685,-0.2180632178313508,0.033704696167903204,-10.693633533890447,0.06618292072952923,1,"22,600",1,60,170,14,0,0,1,0,2,0,2,0
175,Barugo,-0.8266554825822389,-0.454936565784287,-0.0687465896609285,-13.659853168761225,-0.027629861779303686,1,"32,745",0,10,30,6,0,0,0,0,1,0,0,0
176,Basay,-0.8354418182071333,-0.3682172037673854,-0.11858468937910194,-10.732864013538023,-0.24106114288667688,1,"26,566",0,10,40,11,0,0,0,0,1,0,0,0
177,Basco,0.49690735665638347,1.5097645554980839,-0.4038187527609731,-18.653303368956635,0.5802331914563208,2,"8,579",1,60,420,6,5,1,1,0,2,0,0,0
178,Basey,-0.16169876173158926,-0.28824308865060866,-0.25976801950218464,-11.62399548688746,0.4525581419216534,1,"55,480",1,0,0,0,0,0,0,0,1,0,0,0
179,Basilisa,0.3555904303457583,-0.35781912452004067,0.6633532441640139,-16.704243583678128,0.037973104868046156,1,"36,880",0,0,10,7,0,0,0,0,1,0,0,0
180,Basista,1.5830197269516688,-0.37251178253832884,-0.24575428045999703,-7.688500385470498,0.09984349659925715,2,"37,679",0,0,0,0,0,0,0,0,0,0,0,0
181,Basud (CN),-0.6951218378650376,-0.3735717798915362,0.05822889293062864,-6.694936013632822,0.47168031429015517,1,"41,017",0,10,10,10,0,0,0,0,1,0,0,0
182,Batac,-0.7820022197247776,-0.8407390773634833,-0.6101492160076861,-10.561679748611125,0.11683032511886136,1,"55,484",2,1090,2330,33,3,5,43,0,28,8,10,1
183,Batad,0.30624673219324644,-0.40045873601314724,-0.7253526053454605,-15.70710483027099,-0.260616712342965,1,"22,157",0,0,0,0,0,0,0,0,0,0,0,0
184,Batan,1.6306875588040937,-0.19137622356834963,-0.1335965326020779,-11.726640349806846,-0.02868336068166511,2,"33,484",0,10,110,12,1,0,0,0,1,0,0,0
185,Batangas,-1.0930996127366412,-0.9928132163395612,-0.8505160320166628,62.830954988669475,0.05873163461021054,0,"329,874",5,3680,5070,46,2,10,18,1,58,27,29,5
186,Bataraza,-0.8243187895328647,-0.34647564903913264,-0.1429421471977556,1.273926263405297,-0.1512234009655283,1,"75,468",1,60,100,0,1,0,3,0,0,1,0,0
187,Bato (CS),1.840301816345372,1.0586477126179312,2.4920552297789147,10.684558554134354,0.7942784051005988,2,"52,137",0,30,30,16,1,0,0,0,1,0,0,0
188,Bato (CT),-0.7567820536107449,-0.5923748621067575,-1.0003119362847976,10.68792169673057,-0.01104150656571806,1,"21,279",0,10,90,5,0,0,0,0,1,0,0,0
189,Bato (LE),-0.8655777876625501,-0.4340155635807799,-0.08513325425072615,10.687213822966784,-0.022814327219456036,1,"38,356",0,10,40,8,0,0,0,0,1,0,0,0
190,Batuan (BL),-0.8087079218107056,-0.17907319289289683,-0.4734137806833587,-14.647675390353152,-0.1659181246986346,1,"12,767",0,0,0,0,0,0,0,0,0,0,0,0
191,Batuan (MS),2.0254110141114463,0.3060452329184645,0.7879515078004609,-14.650549357652192,0.4720206605726429,2,"15,086",0,0,40,2,0,0,0,0,0,0,0,0
192,Bauan,-0.8906585605402751,-0.1982239521288249,-0.8663072874944483,4.514205503679279,0.17055541977193842,1,"90,819",3,610,1690,24,1,2,9,0,15,1,0,13
193,Bauang,-0.8945072126286859,-0.4518082120129231,-0.48800788889931807,10.22406672193285,-0.1457495201031376,1,"78,449",0,20,280,19,1,0,0,0,2,0,0,0
194,Bauko,-0.773177804365572,-0.36672782702820456,0.5508591937993352,3.3032402772270335,-0.08525860969371986,1,"32,021",1,200,340,23,3,3,3,0,11,1,4,0
195,Baungon,1.7145733099344622,-0.025324304835065363,-0.410532327471947,-5.7558918066109666,0.035718566860968505,2,"37,111",0,20,40,4,1,0,0,0,2,0,0,0
196,Bautista,-0.7310494778931389,-0.47578062098828294,0.24594556836972614,-14.652000703510481,0.09721012507877491,1,"32,307",0,0,0,0,0,0,0,0,0,0,0,0
197,Bay,-0.18045816930989036,-0.30468950512621157,-0.5406603537030871,-5.677154747727103,-0.34054786830261546,1,"62,143",1,80,240,11,1,1,2,0,3,0,0,0
198,Bayabas,-0.12224883998654675,1.021030310979989,-0.17748405992888286,-15.650316491762155,-0.47323094747780337,1,"8,979",0,10,10,1,1,0,0,0,1,0,0,0
199,Bayambang,-0.8269453951792621,-0.5204674692233084,-0.6501671054801293,5.450334276447976,0.10705186390130358,1,"129,011",2,260,740,8,7,1,26,0,6,0,1,2
200,Bayang,-0.5843917494943515,-0.5619606202734332,1.5593429234532705,-17.698328227853374,-0.15439449613128045,1,"28,023",0,10,30,3,0,0,0,0,0,0,0,0
201,Bayawan,-0.7680292960136044,-1.1945424681991752,0.01588462978110462,18.216193028603485,-0.2109766551794918,1,"117,900",2,140,210,42,2,1,3,0,3,0,0,0
202,Baybay,-0.7349349420991999,-1.1649649894709222,-0.5735772128882201,-0.4427313079174621,0.3512325391334095,1,"109,432",1,1180,2430,36,6,6,14,0,48,0,13,0
203,Bayog,-0.7118630174738829,-0.3149308936004832,1.5890044878697054,-10.674668232633119,-0.5235800682219048,1,"34,519",0,0,0,0,0,0,0,0,0,0,0,0
204,Bayombong,-0.8108433617255484,-0.16584759219715137,-0.6901522290599605,-9.681676968404014,0.32789318506568643,1,"61,512",1,580,700,12,3,4,7,0,12,0,0,0
205,Bayugan,-0.10898029185994189,-1.1893939582898714,-0.4074874304392109,-1.5687453683537573,-0.25810352101601847,1,"103,202",2,100,350,21,2,0,3,0,4,0,0,0
206,Belison,-0.8611010509808358,-0.23592461861660538,-0.12107887006132473,-17.640798585768593,-0.20770944748671194,1,"13,539",0,10,10,4,0,0,0,0,0,0,0,0
207,Benito Soliven,-0.8878514644952468,-0.4374694747557116,-0.49899193259373964,1.2686220457399269,0.1716212815465978,1,"30,190",0,10,20,10,1,0,0,0,1,0,0,0
208,Besao,-0.7340771353824359,-0.12881875602202764,-0.19909184812948255,-6.714233631562948,-0.05565465732733521,1,"7,040",1,40,80,3,1,1,1,0,1,0,1,0
209,Bien Unido,-0.2203745722196856,-0.43424642023419324,0.33137953486262783,-5.698200622891122,-0.45259205317672957,1,"27,115",0,0,0,0,0,0,0,0,0,0,0,0
210,Bilar,-0.30980019651132235,-0.15345840402992855,-0.4718550382252449,-15.647927937751714,-0.45416106986237453,1,"17,590",0,10,130,4,0,0,0,0,0,0,0,0
211,Biliran,1.7056277870386556,-0.14848068951390223,-0.1899447340926179,-17.69924674549807,-0.5255188796648754,2,"17,662",0,0,10,5,0,0,0,0,1,0,0,0
212,Binalbagan,-0.7797939945747961,-0.23619557866744606,-0.28437917203411905,-0.6992188653196479,0.38229333165628576,1,"67,270",0,50,190,37,0,0,0,0,3,0,0,0
213,Binalonan,-0.7495607346522127,-0.37069810416455873,-0.4481891093415026,3.282076806167037,0.0998926057911032,1,"54,555",1,90,170,13,2,0,10,0,4,0,0,0
214,Binan,-1.0505167683735515,-1.2790504136215566,-0.9904324213525633,3.6572722402895037,-0.10881912416489797,1,"333,028",4,250,1630,34,1,2,5,0,11,9,21,0
215,Binangonan,-1.0529672045042398,-0.35997905430883226,-1.0244621833269938,19.807867114604356,0.06358608955495504,1,"313,631",3,150,210,18,2,1,1,0,2,0,1,1
216,Bindoy,-0.6911029645764354,0.24848440632831537,-0.37745890319386355,-5.730718536773683,-0.24659345098487287,1,"39,819",0,80,160,0,1,1,1,0,1,0,0,0
217,Bingawan,-0.9004336515912255,-0.2705920969016024,-0.5486521256435145,-15.707359771639304,-0.2620104334125325,1,"16,164",0,0,0,0,0,0,0,0,0,0,0,0
218,Binidayan,1.7694682043090033,1.0489825660311762,1.1846995764468713,-20.645110963783925,-0.1543974406635237,2,"25,965",1,50,200,4,0,1,1,0,1,0,0,0
219,Binmaley,-0.7078416757065782,-0.25768480504066993,-0.6046594802007096,-2.5303726770246624,0.09974182137497486,1,"86,881",1,130,160,18,3,0,7,0,3,0,0,2
220,Binuangan,-0.08151376445266065,-0.39399512204649917,-0.8244259204325995,-17.696648202799437,0.12909771894972946,1,"8,999",0,10,0,2,0,0,0,0,0,0,0,0
221,Biri,1.8672233275392585,4.445313456089926,0.8938892644118179,-15.68225303126843,-0.02882419498906202,2,"11,767",0,20,70,4,1,1,1,0,2,0,0,0
222,Bislig,-0.7380145946291008,-0.8495196740534626,-0.4267377487514204,14.437734672115255,-0.5251813070575934,1,"99,290",3,230,630,48,5,1,6,0,8,0,4,0
223,Boac,-0.6903108823886854,-0.185707475958607,-0.7434042988724059,-14.606706231473359,-0.029914382331979763,1,"54,730",1,260,300,15,14,3,14,0,0,10,0,0
224,Bobon,1.696258576471366,1.5453762985608526,0.37514507553403675,-16.644718625831946,-0.02699292057446812,2,"28,481",0,10,10,4,0,0,0,0,0,0,0,0
225,Bocaue,-0.29565193505439014,-0.11125849357867285,-0.7409135515993949,-3.2509648677834035,-0.39639639815782984,1,"141,412",4,210,290,24,2,2,3,0,5,1,1,0
226,Bogo,-0.7659138199058818,-1.2789351408008038,-0.6117667993131847,-1.4835979753161113,-0.24045283000888407,1,"88,867",1,50,200,3,1,1,1,0,3,0,0,0
227,Bokod,-0.7185040218488695,-0.43413644082850456,0.23138568508299165,-9.69908830166358,-0.5276193634698478,1,"14,435",1,50,70,13,0,1,1,0,3,0,1,0
228,Bolinao,1.6069826552476338,-0.3923382589904611,-0.41287456286416097,-9.489547805556484,0.10100731022609799,2,"92,494",1,80,460,29,3,0,10,0,5,0,1,0
229,Boliney,0.8606852893464811,1.9371261662731787,0.005732163615598229,-16.704164143351225,-0.37169305597431207,2,"3,573",0,10,10,4,0,0,0,0,0,0,0,0
230,Boljoon,-0.6900893757121809,0.5370958769007411,-0.39347363594206064,-10.732118413167655,-0.024813545337941577,1,"17,525",0,0,0,0,0,0,0,0,0,0,0,0
231,Bombon,1.8392136433755326,0.8478236289219683,2.4779170516422675,-11.612591241295174,0.815015428104036,2,"16,512",0,10,30,6,0,0,0,0,1,0,0,0
232,Bongabon,-0.8186208423158832,-0.36541636938996636,-0.5810385835240282,-14.608920652998309,-0.4015364962681672,1,"66,839",1,60,170,4,1,1,2,0,1,0,0,2
233,Bongabong,-0.2031027565625448,-0.45823766818815037,-0.2427071422207182,15.229863020272093,-0.26906379110164425,1,"72,073",1,80,160,19,0,0,6,0,1,1,0,0
234,Bongao,1.5430985129936952,0.08969177032253291,0.9186999057707049,-16.493203269907056,-0.15064720888239136,2,"116,118",4,140,350,35,3,2,1,0,8,0,1,0
235,Bonifacio,0.8871128952314392,-0.2972901067607055,-0.584420964234315,-13.678644884050554,0.3180980356507581,1,"32,345",1,70,100,11,1,0,3,0,1,0,0,0
236,Bontoc (MP),-0.7434924646411574,-0.32895942148363794,0.04157538991953629,-5.717817621495469,-0.08846554002257931,1,"24,643",1,160,530,34,1,2,4,0,7,1,2,0
237,Bontoc (SL),1.6808871618836811,0.02442645903004767,1.402825272958771,-13.659437223913336,-0.5070106593531782,2,"29,799",0,10,20,6,0,0,0,0,1,0,0,0
238,Borbon,1.8074281397912961,-0.3944516357878594,0.05526566686561657,-1.7189947965920944,-0.1944278637200354,2,"42,200",0,0,0,0,0,0,0,0,0,0,0,0
239,Borongan,-0.5808224998516117,-0.8072180282618949,0.07333532896310477,-4.4283902540827835,-0.5257515609141907,1,"66,419",2,220,400,18,4,2,2,0,13,0,0,0
240,Boston,0.004570886072202802,-0.4695045278083544,0.40741147259064986,-12.724075092382575,-0.4543794123284771,1,"14,380",0,10,10,11,0,0,0,0,1,0,0,0
241,Botolan,-0.6949540330689644,0.03400102488819531,-0.44600753121540976,3.29026220338006,0.4070456657107811,1,"66,739",0,60,90,12,1,0,0,0,3,0,0,0
242,Braulio E. Dujali,-0.8295025554372369,-0.26670717129591665,0.1710826211852613,-15.650694760315393,-0.2777700580239448,1,"35,729",0,0,0,0,0,0,0,0,0,0,0,0
243,Buadiposo-Buntong,0.02385999085440584,0.04092155586929356,0.8196024306579173,-17.64060737006514,-0.15005616540113412,1,"18,046",0,0,0,0,0,0,0,0,0,0,0,0
244,Bubong,0.4810420096273196,-0.486198880024964,-0.23341044792958718,-18.635656530596293,-0.15288908406250998,1,"26,514",0,0,0,0,0,0,0,0,0,0,0,0
245,Bucay,-0.7952181022036563,-0.38749471004460484,-0.6562724340722831,-7.717897701146598,0.12661167314376717,1,"17,115",0,30,60,9,0,0,1,0,1,0,0,0
246,Bucloc,0.38815568898861436,2.653207750410355,0.48418849039255346,-17.699447369868853,-0.37169305597431207,2,"2,501",0,0,30,4,0,0,0,0,0,0,0,0
247,Buenavista (AN),0.5124175598631452,-0.07426932521607824,-0.2692105941560831,49.431507384441325,-0.19340953068026376,0,"68,892",0,10,60,15,1,0,0,0,1,0,0,0
248,Buenavista (BL),-0.741041594909552,-0.4491016084439897,-0.20392342859023574,49.43441962221902,-0.454927647728056,0,"27,261",0,0,0,0,0,0,0,0,0,0,0,0
249,Buenavista (GS),-0.1376469318451455,-0.2934572933220193,-0.6158424835273439,49.43205276951993,0.28469597287323634,0,"50,437",0,40,130,9,0,1,1,0,1,0,0,0
250,Buenavista (ME),0.3740199387399088,-0.5896605914157478,-0.3825291382115987,49.432557191413736,-0.23842327851386255,0,"23,988",0,10,20,5,1,0,2,0,0,0,0,0
251,Buenavista (QN),0.5080216348569787,-0.08397271780532764,-0.10348916024232215,49.43245868307399,-0.024393156077478172,0,"30,160",0,0,0,0,0,0,0,0,0,0,0,0
252,Bugallon,1.6705450880838881,-0.34995459238431664,-0.19385776105478633,-5.576540995406602,0.10037547158048638,2,"74,962",0,50,40,10,2,0,5,0,1,0,0,0
253,Bugasong,-0.38273260317994134,0.1562357933791105,0.20602482896410138,-13.464432370886543,-0.5022184727395219,1,"33,642",1,70,160,17,0,0,0,0,4,0,0,0
254,Buguey,-0.7543111450574864,-0.41378754969898635,0.142388382211272,-14.64969630555085,0.013190976289315703,1,"30,175",0,10,10,6,0,0,0,0,0,0,0,0
255,Buguias,-0.837941660079557,-0.4324890838992865,-0.28308307081877454,-6.686769842716314,-0.5238026550287344,1,"43,627",1,120,350,19,2,2,3,0,4,0,3,0
256,Buhi,1.7463931950605542,-0.2992670499314819,0.3814589802712553,-5.519819509253045,0.9010533895152455,2,"77,143",0,10,20,10,0,0,0,0,1,0,0,0
257,Bula,0.023241021867910473,-0.052005664349767784,-0.23649002740796213,-9.49841554309601,0.9004847787818075,1,"69,430",0,20,20,13,1,0,0,0,1,0,0,0
258,Bulakan,-0.03655390080996677,0.4479282028089198,-0.13014378085061676,-7.557191184677801,-0.4016325467502372,1,"81,232",1,530,550,21,3,3,10,0,10,0,7,0
259,Bulalacao,-0.15189845701484656,-0.4670024293229928,1.509103127544596,-5.732343423147281,-0.3312567285118039,1,"39,107",0,30,60,12,0,0,1,0,0,3,0,0
260,Bulan,1.8025743146449185,0.3848420764567186,0.07374471193705712,-2.6043227666557045,0.40951896756047595,2,"105,190",0,130,240,20,2,1,1,0,11,0,0,0
261,Buldon,-0.7159321787517497,-0.46418843195498083,-0.41759991762103743,-11.610251668623649,0.5667946713764901,1,"39,684",0,0,0,0,0,0,0,0,0,0,0,0
262,Buluan,0.9717296189917215,-0.3912335536783203,-0.3543477688294644,-18.425548880525355,0.5724890645706832,1,"57,406",1,180,570,23,0,1,2,0,5,0,2,1
263,Bulusan,1.68089931198514,-0.1748641302417513,-0.27007573388162587,3.283209711686122,0.4081130095307037,2,"22,884",1,40,130,9,0,0,0,0,1,0,0,0
264,Bunawan,-0.6968559119666299,-0.15920174409974291,-0.5136907527182868,-11.661536515599693,-0.25226796454620587,1,"49,722",2,80,150,12,1,1,2,0,3,0,1,0
265,Burauen,-0.7965121476653326,-0.42200248463946766,-0.7823252463572742,-9.522791148520872,0.4007261372164966,1,"52,511",1,130,200,14,3,1,4,0,5,0,0,1
266,Burdeos,1.719245454730856,0.24787756603076497,0.12538941826333946,-6.752262287296398,-0.029069272304489205,2,"24,644",0,10,90,7,0,0,0,0,0,0,0,0
267,Burgos (IA),-0.6475711424244007,-0.21895830713146125,0.6790794953376975,19.799814229837125,0.17012424899633077,1,"28,603",0,10,110,14,1,0,0,0,1,0,0,0
268,Burgos (IN),-0.7194661073488304,-0.48252354855038615,0.17223530623225897,19.800300751288567,0.22530718368549882,1,"10,978",0,10,10,5,0,0,2,0,0,0,0,0
269,Burgos (IS),-0.6803724531146246,-0.4351778859263606,0.3852479771215566,19.800447821385685,-0.15323224380762854,1,"12,224",0,10,10,4,0,0,0,0,1,0,0,0
270,Burgos (LU),-0.7002927544518547,-0.5281978954470384,0.28804944875534294,19.79997568767712,-0.14254840648101083,1,"8,067",0,10,0,7,1,0,0,0,1,0,0,0
271,Burgos (PS),1.6464086480706872,-0.4289347666253423,-0.06154290453731151,19.799753952861458,0.09847478534829608,2,"23,749",0,10,0,0,2,0,0,0,0,0,0,0
272,Burgos (SN),-0.014935747558226624,-0.476146631456061,0.9540142200625567,19.79808949546626,0.03574764001273386,1,"4,034",0,0,0,0,0,0,0,0,0,0,0,0
273,Buruanga,-0.7052815402001933,-0.39946256702814675,-0.17035289351899413,-15.682983815447757,-0.020590854462269596,1,"19,357",0,10,70,6,0,0,0,0,1,0,0,0
274,Bustos,-0.7408868495008153,-0.18191151318103976,-0.3751891372534976,-8.43462664359488,-0.37156574064268666,1,"77,199",2,480,430,7,1,1,3,0,5,0,3,1
275,Busuanga,1.5975473247302612,0.5534686585845745,1.126142041200207,-7.747448060471819,-0.1534975372634189,2,"22,046",0,0,20,9,0,0,0,0,0,0,0,0
276,Butig,0.0041820773784927235,0.307231170516107,1.1447494089899743,-18.63554971868409,-0.15448212287925236,2,"22,768",0,0,0,0,0,0,0,0,0,0,0,0
277,Butuan,-0.6437312514936306,-0.9414472118223945,-0.31281420740605126,66.02043491812749,-0.43828467501436047,0,"372,910",7,1270,3540,121,10,9,23,0,50,5,19,4
278,Buug,-0.7855601775065241,0.22986900239748778,0.4346608040053183,-13.592534469774366,-0.022841113563542407,1,"38,425",1,160,150,9,0,1,9,0,5,0,2,0
279,Caba,-0.7337822952344062,-0.45467225819235974,-0.17002822679843355,-15.609055373957357,-0.42367028237256593,1,"22,039",1,60,270,5,0,1,3,0,5,0,1,0
280,Cabadbaran,-0.7671068578432403,-1.1298811054231077,-0.8284852889666494,-1.5591592699908845,-0.1918171121333687,1,"80,354",3,90,280,24,1,1,3,0,2,0,1,0
281,Cabagan,-0.8402226550497011,-0.3743932883359487,-0.8480339131294011,-4.711521604586308,0.39658316664262916,1,"53,897",1,90,140,15,2,1,3,0,4,0,0,0
282,Cabanatuan,-0.8385339661065483,0.06323605613036065,-0.21394101003066152,14.028419587601315,-0.09387299770510546,1,"327,325",8,4190,8980,45,7,20,38,0,104,20,48,9
283,Cabangan,-0.23332512281056045,-0.4111216688603392,-0.3809195970635977,-2.7126499622290945,0.40932486482426467,1,"28,118",0,0,60,7,1,0,0,0,0,0,0,0
284,Cabanglasan,-0.7978871657828868,-0.4265158057010476,-0.2003417953402839,-5.6382565777882645,-0.027956056508369027,1,"33,997",0,0,10,9,1,0,0,0,2,0,0,0
285,Cabarroguis,-0.813025416134651,-0.36924795623976703,-0.17207184023936856,-4.488720077296819,-0.517834285258168,1,"33,533",1,190,420,29,3,3,3,0,6,0,1,0
286,Cabatuan (IA),-0.7919856808853508,-0.4354353363293509,-0.6739514636922292,-3.5238900424348865,0.17223674498941158,1,"39,990",2,120,250,12,2,1,1,0,3,0,1,0
287,Cabatuan (IO),-0.8008515090629823,-0.42648711359169206,-0.9655881465767809,-3.5250724251332093,-0.24021702649328686,1,"61,110",1,100,610,7,6,1,3,0,4,0,3,1
288,Cabiao,-0.7824144010315582,-0.32242078228185617,-0.45813962553546794,-7.360436741788827,-0.402769218384736,1,"85,862",1,190,250,1,0,1,2,0,3,0,2,1
289,Cabucgayan,-0.6193635674470999,0.009739916961065853,-0.4153183134906205,-16.645361677552753,-0.5273858723443919,1,"21,542",0,10,10,5,0,0,0,0,1,0,0,0
290,Cabugao,-0.7391154064242932,-0.44310944954627585,-0.576906367420523,-3.6295704511862446,-0.14989169530473478,1,"37,501",2,270,720,15,2,2,9,0,2,0,0,2
291,Cabusao,1.7268199742817225,-0.3136378123002837,0.038355013535035974,-11.689557880107063,0.8153573894295938,2,"18,397",1,150,350,2,1,1,2,0,3,1,3,0
292,Cabuyao,-0.9272043231161801,-1.1410696980168429,-0.8705558659920615,-5.064233319213255,-0.11130319766300678,1,"308,745",3,400,1300,12,0,2,7,0,11,4,4,2
293,Cadiz,-0.7356935448337528,-1.0243305025131804,-0.6197037768914758,4.235357847499761,0.43654124176759035,1,"158,544",1,300,640,27,4,3,5,0,10,0,1,3
294,Cagayan De Oro,-0.9506010717365755,-0.9896955605190937,-0.8010003787698122,14.172332929870269,0.6351265194580782,1,"675,950",12,4250,7970,182,22,17,28,0,76,2,29,4
295,Cagayancillo,2.055720170730432,2.592488294088787,2.2744483172598473,-20.684717628939445,-0.029367145221248756,2,"7,242",0,10,0,1,0,0,0,0,0,0,0,0
296,Cagdianao,-0.8480135772930145,-0.3238775658678298,0.7375315909027066,-16.70392949682338,0.03730283757199291,1,"16,808",0,0,0,4,0,0,0,0,0,0,0,0
297,Cagwait,-0.727275979538005,-0.374368461874281,-0.13840992138737113,-10.67420386052864,-0.5235794791329988,1,"21,747",0,0,10,5,1,0,0,0,1,0,0,0
298,Caibiran,-0.13654481527467818,0.7317923929108098,0.7947569515644411,-14.658748787201425,-0.5250356088717304,2,"24,167",0,10,40,6,1,0,0,0,1,0,0,0
