Region,Region Code,Province,Province Code,Municipality_City,Municipality_City Code,Water Sealed,Closed pit,Open Pit,none
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Baao,PH051701000,8.089,1.269,537,405
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Balatan,PH051702000,2.942,2.025,135,365
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Bato,PH051703000,8.045,730,92,230
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Bombon,PH051704000,2.281,503,181,177
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Buhi,PH051705000,11.419,2.492,662,823
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Bula,PH051706000,9.328,2.334,519,326
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Cabusao,PH051707000,2.774,469,78,415
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Calabanga,PH051708000,12.540,1.161,512,1.305
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Camaligan,PH051709000,4.244,156,25,94
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Canaman,PH051710000,5.513,781,191,39
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Caramoan,PH051711000,5.329,1.113,90,2.202
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Del Gallego,PH051712000,3.563,335,133,688
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Gainza,PH051713000,1.896,30,10,83
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Garchitorena,PH051714000,2.686,626,181,992
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Goa,PH051715000,8.340,1.394,580,1.087
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,City of Iriga,PH051716000,18.735,2.156,573,235
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Lagonoy,PH051717000,7.232,918,253,1.848
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Libmanan,PH051718000,15.180,3.336,1.023,1.062
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Lupi,PH051719000,4.820,755,164,658
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Magarao,PH051720000,4.158,388,81,168
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Milaor,PH051721000,4.961,366,39,118
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Minalabac,PH051722000,7.740,1.040,189,331
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Nabua,PH051723000,12.778,1.944,336,114
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,City of Naga,PH051724000,34.095,643,120,563
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Ocampo,PH051725000,6.261,964,325,1.001
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Pamplona,PH051726000,5.759,420,70,575
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Pasacao,PH051727000,6.607,757,85,967
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Pili (Capital),PH051728000,13.899,1.059,129,762
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Presentacion (Parubcan),PH051729000,2.375,249,15,1.093
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Ragay,PH051730000,7.328,1.170,837,1.918
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Sagñay,PH051731000,4.183,824,217,817
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,San Fernando,PH051732000,5.660,430,134,243
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,San Jose,PH051733000,6.339,663,116,513
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Sipocot,PH051734000,9.154,2.470,500,917
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Siruma,PH051735000,2.226,45,25,1.055
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Tigaon,PH051736000,6.588,988,1.031,1.092
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Tinambac,PH051737000,7.878,1.390,408,2.272
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Bagamanoc,PH052001000,1.756,95,119,279
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Baras,PH052002000,2.018,126,116,292
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Bato,PH052003000,3.826,30,5,320
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Caramoran,PH052004000,3.609,64,119,1.455
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Gigmoto,PH052005000,1.291,132,19,94
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Pandan,PH052006000,2.923,54,10,783
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Panganiban (Payo),PH052007000,1.754,99,5,54
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,San Andres (Calolbon),PH052008000,5.708,129,24,1.348
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,San Miguel,PH052009000,1.871,321,55,464
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Viga,PH052010000,2.934,381,189,396
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Virac (Capital),PH052011000,12.318,247,128,1.201
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Aroroy,PH054101000,6.393,648,1.224,5.935
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Baleno,PH054102000,2.551,565,552,944
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Balud,PH054103000,3.716,352,543,2.472
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Batuan,PH054104000,1.205,101,528,834
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Cataingan,PH054105000,3.656,364,798,5.638
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Cawayan,PH054106000,3.987,375,735,7.920
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Claveria,PH054107000,3.353,211,847,3.582
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Dimasalang,PH054108000,2.116,126,439,2.348
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Esperanza,PH054109000,1.355,41,118,2.385
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Mandaon,PH054110000,4.025,341,275,2.963
Region V (Bicol Region),PH050000000,Masbate,PH054100000,City of Masbate (Capital),PH054111000,11.508,933,747,3.623
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Milagros,PH054112000,4.125,373,923,4.630
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Mobo,PH054113000,3.618,236,215,2.587
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Monreal,PH054114000,1.709,65,67,2.353
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Palanas,PH054115000,2.651,308,464,1.795
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Pio V. Corpuz (Limbuhan),PH054116000,2.260,126,671,2.094
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Placer,PH054117000,3.552,594,882,6.202
Region V (Bicol Region),PH050000000,Masbate,PH054100000,San Fernando,PH054118000,2.360,139,263,1.555
Region V (Bicol Region),PH050000000,Masbate,PH054100000,San Jacinto,PH054119000,3.269,267,442,2.337
Region V (Bicol Region),PH050000000,Masbate,PH054100000,San Pascual,PH054120000,2.496,452,797,4.601
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Uson,PH054121000,4.894,313,417,5.075
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Barcelona,PH056202000,3.494,509,54,529
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Bulan,PH056203000,14.121,1.856,558,2.425
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Bulusan,PH056204000,3.556,265,60,999
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Casiguran,PH056205000,5.021,398,59,773
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Castilla,PH056206000,7.333,803,292,2.223
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Donsol,PH056207000,5.196,1.084,522,2.098
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Gubat,PH056208000,10.148,1.039,387,935
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Irosin,PH056209000,8.658,596,153,910
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Juban,PH056210000,4.796,325,146,643
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Magallanes,PH056211000,5.617,197,204,904
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Matnog,PH056212000,4.712,410,276,1.858
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Pilar,PH056213000,6.904,2.160,987,3.365
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Prieto Diaz,PH056214000,3.652,152,24,391
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Santa Magdalena,PH056215000,2.632,211,59,469
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,City of Sorsogon (Capital),PH056216000,29.763,866,431,1.417
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Altavas,PH060401000,3.378,1.185,475,100
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Balete,PH060402000,3.558,2.064,449,35
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Banga,PH060403000,6.056,1.461,288,31
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Batan,PH060404000,6.000,639,221,61
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Buruanga,PH060405000,2.909,155,74,304
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Ibajay,PH060406000,8.949,616,49,223
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Kalibo (Capital),PH060407000,15.458,876,107,42
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Lezo,PH060408000,2.533,456,70,50
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Libacao,PH060409000,2.454,2.694,857,157
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Madalag,PH060410000,1.979,994,596,29
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Makato,PH060411000,4.139,981,327,95
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Malay,PH060412000,9.430,515,24,194
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Malinao,PH060413000,3.697,1.214,169,10
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Nabas,PH060414000,5.551,665,67,94
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,New Washington,PH060415000,7.315,1.522,176,80
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Numancia,PH060416000,6.091,337,5,25
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Tangalan,PH060417000,3.362,736,126,39
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Anini-Y,PH060601000,3.512,288,143,328
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Barbaza,PH060602000,3.218,561,403,555
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Belison,PH060603000,2.631,46,162,53
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Bugasong,PH060604000,4.956,569,698,530
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Caluya,PH060605000,4.384,124,114,1.933
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Culasi,PH060606000,6.869,718,66,472
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Tobias Fornier (Dao),PH060607000,4.564,1.269,480,195
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Hamtic,PH060608000,7.310,951,586,671
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Laua-An,PH060609000,4.171,286,217,665
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Libertad,PH060610000,2.725,157,15,283
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Pandan,PH060611000,5.787,150,163,645
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Patnongon,PH060612000,5.875,633,267,719
Region VI (Western Visayas),PH060000000,Antique,PH060600000,San Jose (Capital),PH060613000,11.893,365,102,159
Region VI (Western Visayas),PH060000000,Antique,PH060600000,San Remigio,PH060614000,3.358,785,593,1.154
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Sebaste,PH060615000,2.759,407,29,271
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Sibalom,PH060616000,9.799,944,497,591
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Tibiao,PH060617000,4.215,425,66,398
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Valderrama,PH060618000,2.106,1.001,284,402
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Cuartero,PH061901000,3.010,1.800,888,5
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Dao,PH061902000,4.092,1.380,1.399,10
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Dumalag,PH061903000,4.432,1.425,758,24
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Dumarao,PH061904000,4.975,3.632,872,15
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Ivisan,PH061905000,4.979,542,138,36
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Jamindan,PH061906000,4.221,3.076,614,26
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Ma-Ayon,PH061907000,4.421,1.528,1.864,71
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Mambusao,PH061908000,6.184,1.891,552,27
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Panay,PH061909000,6.365,2.184,1.100,45
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Panitan,PH061910000,6.207,1.644,509,52
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Pilar,PH061911000,5.362,2.452,928,487
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Pontevedra,PH061912000,7.091,1.387,808,130
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,President Roxas,PH061913000,5.016,500,568,94
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,City of Roxas (Capital),PH061914000,29.397,2.791,1.005,591
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Sapi-An,PH061915000,3.179,1.584,630,10
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Sigma,PH061916000,4.186,1.523,933,20
Region VI (Western Visayas),PH060000000,Capiz,PH061900000,Tapaz,PH061917000,4.273,4.119,1.846,120
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Ajuy,PH063001000,6.773,1.852,571,529
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Alimodian,PH063002000,6.236,781,413,45
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Anilao,PH063003000,4.013,1.166,556,122
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Badiangan,PH063004000,3.839,923,733,0
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Balasan,PH063005000,4.595,1.425,286,183
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Banate,PH063006000,4.774,726,188,641
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Barotac Nuevo,PH063007000,9.036,1.413,327,241
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Barotac Viejo,PH063008000,6.195,1.473,1.000,233
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Batad,PH063009000,2.654,739,209,496
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Bingawan,PH063010000,1.654,876,374,14
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Cabatuan,PH063012000,9.347,1.481,762,49
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Calinog,PH063013000,5.756,3.851,1.489,28
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Carles,PH063014000,5.958,2.431,1.231,2.547
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Concepcion,PH063015000,5.245,1.267,427,1.161
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Dingle,PH063016000,6.670,1.942,575,75
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Dueñas,PH063017000,4.935,1.858,491,18
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Dumangas,PH063018000,12.067,1.224,712,283
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Estancia,PH063019000,6.369,1.106,372,551
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Guimbal,PH063020000,6.533,124,48,101
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Igbaras,PH063021000,5.663,577,149,177
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,City of Iloilo (Capital),PH063022000,85.311,2.757,1.030,966
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Janiuay,PH063023000,8.386,3.589,929,59
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Lambunao,PH063025000,7.639,3.276,2.685,25
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Leganes,PH063026000,5.384,312,199,212
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Lemery,PH063027000,3.531,1.016,1.383,44
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Leon,PH063028000,7.532,2.020,230,40
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Maasin,PH063029000,4.072,1.730,842,19
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Miagao,PH063030000,12.055,666,136,164
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Mina,PH063031000,3.990,399,134,13
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,New Lucena,PH063032000,4.450,180,65,0
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Oton,PH063034000,16.213,718,220,192
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,City of Passi,PH063035000,10.249,3.762,2.178,59
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Pavia,PH063036000,9.002,317,119,46
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Pototan,PH063037000,12.312,1.690,639,76
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,San Dionisio,PH063038000,5.185,921,507,560
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,San Enrique,PH063039000,4.305,1.831,257,30
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,San Joaquin,PH063040000,8.922,873,360,432
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,San Miguel,PH063041000,5.068,230,64,45
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,San Rafael,PH063042000,1.813,916,282,25
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Santa Barbara,PH063043000,10.999,861,161,33
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Sara,PH063044000,7.523,1.867,1.146,185
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Tigbauan,PH063045000,10.735,778,293,95
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Tubungan,PH063046000,3.951,235,252,176
Region VI (Western Visayas),PH060000000,Iloilo,PH063000000,Zarraga,PH063047000,4.642,298,102,11
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,Buenavista,PH067901000,8.535,956,781,168
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,Jordan (Capital),PH067902000,6.193,329,113,664
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,Nueva Valencia,PH067903000,6.456,734,432,554
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,San Lorenzo,PH067904000,3.393,924,181,713
Region VI (Western Visayas),PH060000000,Guimaras,PH067900000,Sibunag,PH067905000,3.116,475,205,468
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Alburquerque,PH071201000,2.067,35,20,5
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Alicia,PH071202000,4.123,305,98,202
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Anda,PH071203000,3.040,273,20,174
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Antequera,PH071204000,2.952,228,86,25
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Baclayon,PH071205000,3.707,48,27,76
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Balilihan,PH071206000,3.412,364,38,63
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Batuan,PH071207000,1.932,678,34,20
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Bilar,PH071208000,3.095,315,116,42
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Buenavista,PH071209000,3.406,333,242,1.070
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Calape,PH071210000,5.716,525,290,125
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Candijay,PH071211000,5.094,678,70,350
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Carmen,PH071212000,8.510,323,71,169
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Catigbian,PH071213000,4.047,607,91,41
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Clarin,PH071214000,3.472,246,152,536
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Corella,PH071215000,1.674,31,0,10
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Cortes,PH071216000,2.784,341,45,51
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Dagohoy,PH071217000,3.374,186,31,211
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Danao,PH071218000,2.707,370,25,273
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Dauis,PH071219000,7.690,264,70,157
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Dimiao,PH071220000,2.919,218,14,38
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Duero,PH071221000,3.602,20,20,107
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Garcia Hernandez,PH071222000,4.309,241,0,20
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Guindulman,PH071223000,6.253,422,66,105
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Inabanga,PH071224000,6.689,716,285,952
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Jagna,PH071225000,6.675,154,20,70
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Getafe,PH071226000,2.503,1.012,587,1.433
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Lila,PH071227000,1.975,10,0,10
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Loay,PH071228000,3.041,187,41,91
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Loboc,PH071229000,2.970,292,105,13
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Loon,PH071230000,8.199,617,195,401
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Mabini,PH071231000,4.696,888,120,236
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Maribojoc,PH071232000,3.880,238,79,45
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Panglao,PH071233000,5.161,91,40,359
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Pilar,PH071234000,4.973,273,97,90
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Pres. Carlos P. Garcia (Pitogo),PH071235000,2.385,303,527,1.471
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Sagbayan (Borja),PH071236000,3.289,322,226,556
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,San Isidro,PH071237000,1.955,116,43,66
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,San Miguel,PH071238000,4.573,66,41,129
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Sevilla,PH071239000,1.796,355,33,28
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Sierra Bullones,PH071240000,4.524,360,69,106
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Sikatuna,PH071241000,1.279,75,9,33
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,City of Tagbilaran (Capital),PH071242000,19.569,233,30,95
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Talibon,PH071243000,7.679,1.184,846,2.644
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Trinidad,PH071244000,5.033,469,308,269
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Tubigon,PH071245000,7.893,564,366,458
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Ubay,PH071246000,10.764,1.171,549,1.867
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Valencia,PH071247000,4.821,271,37,77
Region VII (Central Visayas),PH070000000,Bohol,PH071200000,Bien Unido,PH071248000,1.962,504,625,1.564
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Alcantara,PH072201000,1.804,310,253,461
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Alcoy,PH072202000,2.266,424,95,281
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Alegria,PH072203000,3.239,746,291,520
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Aloguinsan,PH072204000,2.985,990,511,1.415
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Argao,PH072205000,11.676,1.997,650,758
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Asturias,PH072206000,5.282,283,720,2.860
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Badian,PH072207000,4.020,1.222,514,1.869
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Balamban,PH072208000,10.910,548,1.368,2.933
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Bantayan,PH072209000,7.421,584,663,6.487
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Barili,PH072210000,7.631,1.766,1.207,2.865
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Bogo,PH072211000,9.551,854,2.033,3.685
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Boljoon,PH072212000,2.493,255,296,173
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Borbon,PH072213000,4.499,523,817,996
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Carcar,PH072214000,16.302,1.845,1.011,2.631
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Carmen,PH072215000,6.996,337,187,1.958
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Catmon,PH072216000,4.933,434,250,638
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Cebu (Capital),PH072217000,176.162,4.046,3.402,8.921
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Compostela,PH072218000,7.550,417,191,1.211
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Consolacion,PH072219000,21.149,280,506,1.545
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Cordova,PH072220000,7.496,311,703,1.651
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Daanbantayan,PH072221000,9.748,1.037,1.610,3.424
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Dalaguete,PH072222000,8.199,1.306,1.215,1.855
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Danao City,PH072223000,18.354,1.032,1.085,5.148
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Dumanjug,PH072224000,4.084,1.711,526,3.137
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Ginatilan,PH072225000,1.998,340,225,534
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Lapu-Lapu (Opon),PH072226000,68.631,1.142,3.433,7.018
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Liloan,PH072227000,20.145,351,754,1.571
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Madridejos,PH072228000,3.535,146,457,1.933
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Malabuyoc,PH072229000,2.219,576,342,427
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,City of Mandaue,PH072230000,73.966,921,1.342,1.503
Region VII (Central Visayas),PH070000000,Cebu,PH072200000,Medellin,PH072231000,6.291,734,691,2.456
