psgc,province,municipality-city,2009-poverty-inc,2012-poverty-inc,2015-poverty-inc,2009-cov,2012-cov,2015-cov,2009-conf-int-lowerlimit,2009-conf-int-upper-limit,2012-conf-int-lowerlimit,2012-conf-int-upper-limit,2015-conf-int-lowerlimit,2015-conf-int-upper-limit
82609,Eastern Samar,Guiuan,"42,0","36,5","34,6","8,9","5,6","6,9","35,8","48,1","33,2","39,9","30,7","38,5"
82610,Eastern Samar,Hernani,"48,7","52,7","43,4","9,9","7,1","11,1","40,8","56,7","46,5","58,8","35,5","51,3"
82611,Eastern Samar,Jipapad,"60,6","60,9","49,9","8,6","7,8","11,1","52,0","69,1","53,1","68,7","40,8","59,0"
82612,Eastern Samar,Lawaan,"45,7","33,1","38,7","10,9","9,9","10,2","37,5","53,9","27,7","38,5","32,2","45,2"
82613,Eastern Samar,Llorente,"47,2","47,4","42,8","7,4","5,7","7,2","41,5","52,9","43,0","51,8","37,8","47,9"
82614,Eastern Samar,Maslog,"60,2","60,5","68,3","9,6","9,3","8,6","50,7","69,6","51,2","69,8","58,5","78,0"
82615,Eastern Samar,Maydolong,"49,1","40,1","39,9","8,5","7,1","9,0","42,2","55,9","35,4","44,7","34,0","45,9"
82616,Eastern Samar,Mercedes,"39,6","44,9","35,7","10,3","7,0","12,6","32,9","46,3","39,8","50,1","28,2","43,1"
82617,Eastern Samar,Oras,"51,1","53,5","45,6","7,9","4,6","7,9","44,5","57,7","49,5","57,6","39,7","51,5"
82618,Eastern Samar,Quinapondan,"51,9","50,9","43,5","8,2","5,5","8,0","44,9","58,8","46,3","55,5","37,8","49,3"
82619,Eastern Samar,Salcedo,"45,8","43,9","40,1","8,5","5,9","8,0","39,4","52,2","39,7","48,2","34,8","45,4"
82620,Eastern Samar,San Julian,"45,2","43,5","41,9","9,8","8,2","9,5","37,9","52,4","37,6","49,4","35,4","48,5"
82621,Eastern Samar,San Policarpo,"46,4","52,4","48,6","10,0","6,3","10,5","38,8","54,0","47,0","57,9","40,1","57,0"
82622,Eastern Samar,Sulat,"42,0","36,5","38,9","11,1","8,7","10,1","34,4","49,6","31,3","41,7","32,5","45,4"
82623,Eastern Samar,Taft,"42,2","39,4","41,9","9,2","7,3","7,4","35,8","48,5","34,6","44,1","36,8","47,0"
83701,Leyte,Abuyog,"35,4","35,9","36,1","5,5","6,2","7,7","32,1","38,6","32,3","39,6","31,5","40,6"
83702,Leyte,Alangalang,"34,9","41,5","33,9","7,1","5,2","8,0","30,8","39,0","38,0","45,0","29,4","38,3"
83703,Leyte,Albuera,"33,6","38,9","33,9","10,7","9,1","13,6","27,7","39,5","33,1","44,7","26,4","41,5"
83705,Leyte,Babatngon,"38,6","44,1","37,3","8,0","6,3","10,8","33,5","43,7","39,6","48,6","30,6","43,9"
83706,Leyte,Barugo,"36,6","37,4","39,3","7,6","6,8","7,3","32,0","41,2","33,2","41,6","34,6","44,1"
83707,Leyte,Bato,"36,4","40,0","38,6","7,5","6,5","9,6","31,9","40,9","35,7","44,3","32,5","44,7"
83708,Leyte,Baybay City,"31,0","27,7","30,8","5,4","7,4","7,8","28,3","33,7","24,3","31,1","26,8","34,7"
83710,Leyte,Burauen,"33,3","36,7","35,9","5,6","5,2","5,8","30,2","36,4","33,6","39,8","32,5","39,4"
83713,Leyte,Calubian,"36,2","46,2","40,5","6,7","4,9","7,0","32,2","40,2","42,5","49,9","35,8","45,1"
83714,Leyte,Capoocan,"39,8","44,4","42,5","9,0","7,7","9,0","33,9","45,6","38,8","50,0","36,2","48,8"
83715,Leyte,Carigara,"32,1","34,7","31,2","6,9","6,5","8,2","28,5","35,8","31,0","38,5","27,0","35,4"
83717,Leyte,Dagami,"35,0","46,2","39,0","5,8","5,1","7,4","31,7","38,3","42,3","50,0","34,2","43,7"
83718,Leyte,Dulag,"33,6","33,6","31,5","6,9","6,6","8,6","29,7","37,4","29,9","37,2","27,0","35,9"
83719,Leyte,Hilongos,"30,6","37,4","33,9","6,9","6,6","7,6","27,2","34,1","33,4","41,5","29,6","38,1"
83720,Leyte,Hindang,"32,1","32,5","28,1","9,8","9,2","12,4","26,9","37,2","27,6","37,4","22,4","33,9"
83721,Leyte,Inopacan,"30,7","32,8","35,4","10,8","8,8","10,1","25,3","36,2","28,0","37,5","29,5","41,2"
83722,Leyte,Isabel,"23,7","23,9","23,4","10,1","9,7","12,8","19,7","27,6","20,1","27,7","18,5","28,4"
83723,Leyte,Jaro,"37,4","45,0","41,5","6,9","5,7","6,6","33,1","41,6","40,7","49,2","37,0","46,0"
83724,Leyte,Javier (Bugho),"36,7","41,3","36,9","7,4","6,3","9,1","32,2","41,1","37,1","45,6","31,3","42,4"
83725,Leyte,Julita,"33,3","36,8","33,2","8,6","7,6","9,9","28,6","38,1","32,2","41,4","27,8","38,7"
83726,Leyte,Kananga,"40,6","40,2","34,6","9,4","7,5","10,4","34,4","46,9","35,3","45,2","28,6","40,5"
83728,Leyte,La Paz,"35,8","45,4","39,3","7,5","5,5","8,2","31,4","40,3","41,3","49,5","34,0","44,6"
83729,Leyte,Leyte,"46,7","53,6","47,1","7,4","5,6","7,8","41,0","52,4","48,7","58,5","41,1","53,1"
83730,Leyte,MacArthur,"36,6","42,5","36,3","8,1","6,5","8,3","31,7","41,5","37,9","47,1","31,4","41,3"
83731,Leyte,Mahaplag,"41,2","39,7","37,9","8,6","7,3","9,4","35,3","47,0","34,9","44,5","32,0","43,7"
83733,Leyte,Matag-ob,"35,7","49,6","35,5","9,4","7,1","12,4","30,1","41,2","43,8","55,3","28,2","42,7"
83734,Leyte,Matalom,"34,7","41,3","35,6","7,6","6,7","7,8","30,3","39,0","36,7","45,8","31,0","40,1"
83735,Leyte,Mayorga,"36,4","31,5","33,6","8,4","11,2","12,6","31,3","41,4","25,7","37,3","26,7","40,6"
83736,Leyte,Merida,"32,0","38,7","31,5","10,0","8,1","11,9","26,7","37,2","33,6","43,8","25,3","37,7"
83738,Leyte,Ormoc City,"28,3","25,7","29,4","6,5","6,9","7,6","25,3","31,4","22,8","28,6","25,7","33,0"
83739,Leyte,Palo,"24,6","17,9","22,4","7,4","9,8","11,3","21,6","27,6","15,0","20,8","18,3","26,6"
83740,Leyte,Palompon,"30,3","27,7","28,8","6,5","5,9","8,8","27,1","33,5","25,0","30,4","24,7","32,9"
83741,Leyte,Pastrana,"35,9","49,5","40,7","8,0","6,9","9,2","31,2","40,6","43,8","55,2","34,5","46,9"
83742,Leyte,San Isidro,"41,2","47,1","41,9","8,6","7,4","9,6","35,4","47,1","41,3","52,9","35,3","48,6"
83743,Leyte,San Miguel,"35,9","46,4","41,1","9,0","7,4","8,9","30,6","41,2","40,8","52,0","35,1","47,0"
83744,Leyte,Santa Fe,"31,4","43,9","33,6","12,3","6,8","11,6","25,0","37,7","39,0","48,8","27,2","40,0"
83745,Leyte,Tabango,"40,8","46,3","42,6","10,7","8,3","11,1","33,6","47,9","40,0","52,6","34,8","50,4"
83746,Leyte,Tabontabon,"36,8","45,4","37,4","9,2","7,8","11,4","31,2","42,4","39,6","51,3","30,3","44,4"
83747,Leyte,Tacloban City,"20,5","9,8","21,5","7,1","16,1","9,5","18,0","22,9","7,2","12,3","18,1","24,8"
83748,Leyte,Tanauan,"27,0","28,9","28,5","8,5","6,8","9,1","23,2","30,7","25,7","32,1","24,2","32,7"
83749,Leyte,Tolosa,"24,4","20,7","28,2","11,4","15,4","15,0","19,9","29,0","15,4","25,9","21,3","35,2"
83750,Leyte,Tunga,"23,1","22,8","28,0","15,3","15,5","14,4","17,3","28,8","17,0","28,6","21,4","34,6"
83751,Leyte,Villaba,"35,4","44,8","33,9","6,9","5,9","9,1","31,4","39,4","40,4","49,1","28,9","39,0"
84801,Northern Samar,Allen,"31,5","35,1","33,4","8,3","7,1","11,1","27,2","35,8","31,0","39,2","27,3","39,5"
84802,Northern Samar,Biri,"50,7","55,4","49,0","9,1","9,9","11,3","43,1","58,3","46,4","64,4","39,8","58,1"
84803,Northern Samar,Bobon,"45,9","40,1","41,7","7,1","7,8","8,5","40,6","51,3","35,0","45,3","35,9","47,5"
84804,Northern Samar,Capul,"41,6","45,2","51,2","11,1","8,2","11,3","34,0","49,2","39,2","51,3","41,6","60,7"
84805,Northern Samar,Catarman,"43,4","34,8","36,0","5,8","5,8","7,1","39,3","47,5","31,5","38,2","31,8","40,2"
84806,Northern Samar,Catubig,"52,8","54,2","49,3","5,6","4,4","6,6","47,9","57,7","50,3","58,1","44,0","54,7"
84807,Northern Samar,Gamay,"48,7","51,4","44,3","6,9","5,9","9,8","43,2","54,3","46,4","56,4","37,1","51,4"
84808,Northern Samar,Laoang,"47,6","51,7","46,0","5,8","4,6","6,7","43,1","52,2","47,8","55,6","40,9","51,0"
84809,Northern Samar,Lapinig,"51,9","55,4","48,5","8,7","6,9","10,5","44,5","59,3","49,1","61,6","40,2","56,9"
84810,Northern Samar,Las Navas,"57,1","57,5","62,3","5,6","5,5","6,1","51,8","62,3","52,3","62,7","56,0","68,6"
84811,Northern Samar,Lavezares,"45,6","48,6","44,3","7,8","5,8","8,9","39,8","51,5","43,9","53,3","37,8","50,8"
84812,Northern Samar,Mapanas,"58,4","53,3","52,8","8,8","8,3","10,3","49,9","66,8","45,9","60,6","43,9","61,7"
84813,Northern Samar,Mondragon,"52,2","53,6","51,8","6,8","6,5","8,6","46,4","58,1","47,9","59,3","44,5","59,1"
84814,Northern Samar,Palapag,"52,1","51,7","48,2","5,3","5,2","8,2","47,5","56,6","47,3","56,2","41,7","54,6"
84815,Northern Samar,Pambujan,"51,6","55,5","54,1","7,0","5,6","7,4","45,6","57,5","50,4","60,6","47,5","60,7"
84816,Northern Samar,Rosario,"41,6","43,5","45,2","9,4","8,4","12,0","35,1","48,0","37,5","49,4","36,2","54,1"
84817,Northern Samar,San Antonio,"32,5","36,6","43,2","12,6","10,6","11,0","25,7","39,2","30,2","42,9","35,4","51,0"
84818,Northern Samar,San Isidro,"43,6","40,9","38,0","8,9","7,7","11,1","37,2","50,0","35,7","46,1","31,0","44,9"
84819,Northern Samar,San Jose,"46,1","48,1","40,0","7,3","8,1","10,6","40,6","51,6","41,7","54,5","33,1","47,0"
84820,Northern Samar,San Roque,"52,7","51,0","53,4","7,6","6,4","8,4","46,2","59,3","45,7","56,3","46,1","60,8"
84821,Northern Samar,San Vicente,"43,5","45,7","53,2","10,8","9,9","11,1","35,7","51,2","38,3","53,1","43,4","62,9"
84822,Northern Samar,Silvino Lobos,"64,8","71,6","78,5","5,9","4,7","5,1","58,5","71,1","66,0","77,2","71,8","85,1"
84823,Northern Samar,Victoria,"37,7","40,9","42,3","9,8","8,6","11,6","31,6","43,8","35,1","46,6","34,3","50,4"
84824,Northern Samar,Lope De Vega,"58,2","63,3","56,9","8,0","7,1","8,8","50,5","65,9","55,9","70,7","48,7","65,0"
86001,Samar (Western),Almagro,"39,5","48,1","39,8","8,7","6,8","10,3","33,8","45,1","42,7","53,4","33,0","46,5"
86002,Samar (Western),Basey,"39,1","34,8","36,6","6,7","6,4","9,3","34,7","43,4","31,2","38,4","31,0","42,2"
86003,Samar (Western),Calbayog City,"38,7","24,9","35,8","4,9","6,3","6,4","35,6","41,8","22,3","27,4","32,0","39,6"
86004,Samar (Western),Calbiga,"39,0","37,4","37,4","7,6","7,6","9,0","34,2","43,9","32,8","42,1","31,9","42,9"
86005,Samar (Western),Catbalogan City,"33,6","17,9","27,0","7,7","10,9","9,2","29,3","37,9","14,7","21,1","23,0","31,1"
86006,Samar (Western),Daram,"51,2","52,7","50,6","6,0","6,2","8,6","46,1","56,2","47,3","58,1","43,5","57,7"
86007,Samar (Western),Gandara,"43,8","46,4","45,9","5,0","5,3","7,5","40,2","47,4","42,4","50,5","40,2","51,5"
86008,Samar (Western),Hinabangan,"43,8","34,0","39,4","8,1","10,4","10,2","38,0","49,6","28,2","39,9","32,8","46,0"
86009,Samar (Western),Jiabong,"41,7","37,1","44,0","8,8","8,9","9,8","35,6","47,7","31,7","42,6","36,9","51,1"
86010,Samar (Western),Marabut,"44,4","37,2","37,4","7,3","7,6","10,4","39,1","49,7","32,5","41,8","31,0","43,7"
86011,Samar (Western),Matuguinao,"57,5","51,8","60,3","8,1","9,1","7,7","49,8","65,1","44,0","59,5","52,6","67,9"
86012,Samar (Western),Motiong,"45,9","42,0","48,5","8,6","8,6","10,6","39,4","52,4","36,1","48,0","40,0","56,9"
86013,Samar (Western),Pinabacdao,"45,0","47,0","45,5","7,0","7,1","10,6","39,8","50,2","41,5","52,5","37,6","53,4"
86014,Samar (Western),San Jose de Buan,"57,8","43,2","55,7","8,9","13,2","11,8","49,3","66,2","33,8","52,6","44,9","66,5"
86015,Samar (Western),San Sebastian,"43,0","40,8","41,0","8,6","9,3","13,4","36,9","49,0","34,5","47,0","32,0","50,0"
86016,Samar (Western),Santa Margarita,"40,7","33,1","36,4","8,6","9,7","9,3","35,0","46,5","27,9","38,4","30,8","41,9"
86017,Samar (Western),Santa Rita,"41,3","48,2","45,0","7,8","7,0","7,2","35,9","46,6","42,6","53,7","39,6","50,3"
86018,Samar (Western),Santo Niño,"45,3","40,0","46,0","10,4","10,0","9,8","37,5","53,1","33,4","46,6","38,6","53,5"
86019,Samar (Western),Talalora,"47,0","45,4","47,1","10,3","10,0","11,9","39,0","55,0","37,9","52,9","37,9","56,3"
86020,Samar (Western),Tarangnan,"46,3","47,5","43,4","6,9","6,5","9,5","41,0","51,5","42,4","52,6","36,6","50,1"
86021,Samar (Western),Villareal,"42,1","42,8","44,7","6,6","6,3","8,3","37,5","46,6","38,4","47,2","38,6","50,8"
86022,Samar (Western),Paranas (Wright),"42,5","31,8","39,2","6,9","7,4","9,0","37,7","47,4","27,9","35,7","33,4","45,0"
86023,Samar (Western),Zumarraga,"49,9","49,5","49,9","7,7","7,2","11,2","43,6","56,2","43,6","55,4","40,7","59,1"
86024,Samar (Western),Tagapul-an,"42,5","49,5","50,9","9,9","8,0","11,0","35,5","49,4","43,0","56,0","41,7","60,1"
86025,Samar (Western),San Jorge,"42,3","41,1","45,5","6,7","7,0","8,4","37,6","46,9","36,4","45,9","39,2","51,7"
86026,Samar (Western),Pagsanghan,"40,6","38,0","37,3","8,7","9,4","10,7","34,8","46,3","32,1","43,9","30,8","43,9"
86401,Southern Leyte,Anahawan,"29,7","39,1","36,6","12,5","9,4","11,3","23,6","35,8","33,0","45,2","29,8","43,4"
86402,Southern Leyte,Bontoc,"43,2","39,8","41,6","6,3","6,3","6,6","38,7","47,7","35,7","44,0","37,1","46,2"
86403,Southern Leyte,Hinunangan,"37,6","33,8","40,2","7,1","7,0","7,8","33,2","42,0","29,9","37,7","35,0","45,4"
86404,Southern Leyte,Hinundayan,"31,7","36,3","37,1","10,3","8,3","9,5","26,3","37,1","31,3","41,2","31,3","42,9"
86405,Southern Leyte,Libagon,"42,1","40,9","42,2","8,9","7,8","9,2","35,9","48,2","35,7","46,1","35,9","48,6"
86406,Southern Leyte,Liloan,"39,3","42,5","44,4","8,1","7,6","8,2","34,1","44,6","37,2","47,8","38,4","50,4"
86407,Southern Leyte,Maasin City,"31,4","29,4","33,0","6,3","8,2","7,4","28,1","34,6","25,4","33,3","29,0","37,0"
86408,Southern Leyte,Macrohon,"33,6","35,6","37,3","7,8","6,7","9,5","29,3","37,9","31,6","39,5","31,5","43,1"
86409,Southern Leyte,Malitbog,"40,6","45,0","46,2","7,2","4,8","5,8","35,7","45,4","41,5","48,6","41,8","50,5"
86410,Southern Leyte,Padre Burgos,"33,9","30,9","34,6","10,9","12,4","12,2","27,8","40,0","24,6","37,2","27,7","41,6"
86411,Southern Leyte,Pintuyan,"43,2","44,4","41,3","8,1","6,1","10,0","37,4","49,0","39,9","48,9","34,5","48,2"
86412,Southern Leyte,Saint Bernard,"42,7","39,5","40,2","6,9","6,7","9,2","37,9","47,6","35,1","43,9","34,1","46,4"
86413,Southern Leyte,San Francisco,"36,7","40,0","41,4","7,2","7,6","7,6","32,4","41,1","35,0","45,0","36,2","46,6"
86414,Southern Leyte,San Juan (Cabalian),"33,6","35,9","35,2","9,0","7,5","10,9","28,7","38,6","31,5","40,3","28,9","41,5"
86415,Southern Leyte,San Ricardo,"42,5","46,0","43,8","8,0","8,3","9,3","36,9","48,1","39,7","52,3","37,1","50,5"
86416,Southern Leyte,Silago,"38,1","31,1","41,7","11,0","13,1","9,8","31,2","44,9","24,4","37,8","35,0","48,4"
86417,Southern Leyte,Sogod,"36,8","39,1","35,6","7,1","6,2","8,2","32,6","41,1","35,1","43,1","30,8","40,4"
86418,Southern Leyte,Tomas Oppus,"39,7","42,2","39,7","7,0","5,9","8,3","35,2","44,3","38,1","46,3","34,3","45,1"
86419,Southern Leyte,Limasawa,"37,3","48,5","38,3","13,1","10,6","13,5","29,3","45,3","40,1","57,0","29,8","46,8"
87801,Biliran,Almeria,"26,8","25,1","22,2","13,0","12,6","15,4","21,1","32,5","19,9","30,3","16,6","27,9"
87802,Biliran,Biliran,"33,2","32,7","27,7","12,7","10,1","13,8","26,3","40,1","27,2","38,1","21,4","34,0"
87803,Biliran,Cabucgayan,"35,2","38,5","35,3","11,5","9,3","13,6","28,6","41,9","32,7","44,4","27,4","43,2"
87804,Biliran,Caibiran,"38,3","36,3","38,1","10,3","7,9","11,3","31,8","44,8","31,6","41,0","31,1","45,2"
87805,Biliran,Culaba,"35,5","31,7","39,4","9,9","10,5","11,3","29,7","41,3","26,2","37,2","32,1","46,7"
87806,Biliran,Kawayan,"33,5","32,0","35,5","10,4","9,6","11,4","27,8","39,2","26,9","37,0","28,8","42,1"
87807,Biliran,Maripipi,"28,0","41,8","31,4","12,5","8,5","13,5","22,2","33,8","35,9","47,6","24,4","38,4"
87808,Biliran,Naval,"27,8","21,7","27,7","8,6","10,2","11,7","23,8","31,7","18,1","25,4","22,3","33,0"
97201,Zamboanga del Norte,Dapitan City,"40,0","29,0","36,1","11,3","2,4","6,7","32,6","47,5","27,9","30,1","32,2","40,1"
97202,Zamboanga del Norte,Dipolog City,"26,8","11,0","14,5","19,5","2,0","15,8","18,2","35,4","10,6","11,4","10,7","18,3"
97203,Zamboanga del Norte,Katipunan,"57,1","49,9","53,0","7,7","3,0","5,7","49,9","64,3","47,5","52,4","48,0","58,0"
97204,Zamboanga del Norte,La Libertad,"45,0","47,9","49,0","16,7","9,8","9,3","32,6","57,4","40,2","55,6","41,5","56,5"
97205,Zamboanga del Norte,Labason,"48,9","46,7","43,7","12,2","7,6","7,9","39,1","58,7","40,8","52,5","38,0","49,4"
97206,Zamboanga del Norte,Liloy,"51,4","39,1","38,2","10,0","5,9","7,1","43,0","59,8","35,3","42,9","33,7","42,7"
97207,Zamboanga del Norte,Manukan,"68,2","51,7","53,4","7,9","6,4","6,9","59,4","77,1","46,3","57,1","47,4","59,4"
97208,Zamboanga del Norte,Mutia,"57,8","43,8","50,0","11,7","9,0","8,7","46,7","68,9","37,3","50,3","42,8","57,2"
97209,Zamboanga del Norte,Piñan,"55,5","40,2","46,1","9,7","8,1","7,3","46,7","64,4","34,9","45,5","40,5","51,6"
97210,Zamboanga del Norte,Polanco,"47,3","36,8","40,5","10,7","7,7","7,3","39,0","55,7","32,1","41,4","35,7","45,4"
97211,Zamboanga del Norte,Pres. Manuel A. Roxas,"66,3","51,3","57,9","7,1","5,7","5,7","58,5","74,1","46,4","56,1","52,4","63,3"
97212,Zamboanga del Norte,Rizal,"37,3","33,4","36,5","14,5","9,5","7,9","28,4","46,1","28,1","38,6","31,8","41,2"
97213,Zamboanga del Norte,Salug,"60,2","49,5","49,7","8,7","7,3","7,1","51,6","68,8","43,5","55,4","43,9","55,4"
97214,Zamboanga del Norte,Sergio Osmeña Sr.,"65,8","59,9","67,9","8,4","6,0","5,8","56,7","74,9","54,0","65,9","61,4","74,4"
97215,Zamboanga del Norte,Siayan,"79,9","70,5","68,4","5,7","4,7","5,7","72,4","87,3","65,1","76,0","62,0","74,8"
97216,Zamboanga del Norte,Sibuco,"68,2","67,2","67,1","7,7","5,4","6,9","59,6","76,8","61,2","73,2","59,4","74,7"
97217,Zamboanga del Norte,Sibutad,"54,1","40,0","40,8","10,9","9,3","8,5","44,4","63,8","33,9","46,1","35,1","46,5"
97218,Zamboanga del Norte,Sindangan,"56,8","46,9","48,4","7,9","5,1","6,0","49,4","64,2","43,0","50,9","43,6","53,1"
97219,Zamboanga del Norte,Siocon,"63,6","49,2","48,2","9,2","6,3","7,2","54,0","73,2","44,2","54,3","42,5","53,9"
97220,Zamboanga del Norte,Sirawai,"61,7","41,5","54,4","10,1","10,7","10,4","51,4","71,9","34,2","48,8","45,0","63,7"
97221,Zamboanga del Norte,Tampilisan,"45,0","44,2","50,2","12,7","8,1","7,1","35,6","54,4","38,3","50,1","44,4","56,0"
97222,Zamboanga del Norte,Jose Dalman (Ponot),"68,0","62,8","58,7","8,6","5,9","7,8","58,3","77,7","56,7","68,8","51,2","66,3"
97223,Zamboanga del Norte,Gutalac,"70,4","67,4","61,4","6,6","4,6","6,0","62,8","78,0","62,3","72,5","55,3","67,5"
97224,Zamboanga del Norte,Baliguian,"75,3","62,9","55,3","6,5","6,3","6,7","67,3","83,3","56,4","69,4","49,2","61,4"
97225,Zamboanga del Norte,Godod,"71,1","60,8","68,2","9,6","6,6","6,5","59,8","82,3","54,2","67,4","61,0","75,5"
97226,Zamboanga del Norte,Bacungan (Leon T. Postigo),"66,0","54,2","57,8","9,4","7,4","7,2","55,7","76,2","47,6","60,8","51,0","64,6"
97227,Zamboanga del Norte,Kalawit,"65,8","52,9","61,9","10,3","7,7","8,2","54,6","77,0","46,3","59,6","53,6","70,2"
97302,Zamboanga del Sur,Aurora,"31,5","24,9","34,6","12,7","2,7","7,9","24,9","38,1","23,8","26,0","30,1","39,1"
97303,Zamboanga del Sur,Bayog,"43,6","44,5","47,8","14,0","7,2","7,2","33,6","53,6","39,2","49,7","42,1","53,4"
97305,Zamboanga del Sur,Dimataling,"46,8","49,9","48,9","14,5","7,9","8,6","35,6","57,9","43,4","56,4","42,0","55,9"
97306,Zamboanga del Sur,Dinas,"43,1","48,2","46,9","11,6","6,7","7,4","34,8","51,4","42,9","53,5","41,2","52,6"
97307,Zamboanga del Sur,Dumalinao,"38,8","34,4","43,1","13,3","9,4","8,1","30,3","47,2","29,1","39,7","37,4","48,8"
97308,Zamboanga del Sur,Dumingag,"42,8","48,6","48,3","10,7","5,7","6,3","35,3","50,3","44,0","53,2","43,3","53,3"
97311,Zamboanga del Sur,Kumalarang,"45,9","47,6","46,0","14,0","9,6","9,7","35,3","56,5","40,1","55,2","38,6","53,3"
97312,Zamboanga del Sur,Labangan,"33,9","35,3","33,6","13,5","7,1","8,4","26,4","41,5","31,1","39,4","29,0","38,3"
97313,Zamboanga del Sur,Lapuyan,"53,0","58,7","53,1","10,7","6,6","8,4","43,7","62,4","52,3","65,0","45,8","60,4"
97315,Zamboanga del Sur,Mahayag,"35,9","34,0","40,6","13,5","7,5","7,5","27,9","43,9","29,8","38,2","35,6","45,7"
97317,Zamboanga del Sur,Margosatubig,"39,0","30,2","31,1","17,4","13,1","14,3","27,8","50,2","23,7","36,7","23,8","38,4"
97318,Zamboanga del Sur,Midsalip,"52,7","54,9","55,1","12,2","5,8","6,9","42,1","63,2","49,7","60,2","48,9","61,4"
97319,Zamboanga del Sur,Molave,"26,5","22,3","29,3","15,6","11,4","8,8","19,7","33,2","18,2","26,5","25,1","33,5"
97322,Zamboanga del Sur,Pagadian City,"21,0","12,0","20,5","12,9","1,7","9,0","16,5","25,4","11,7","12,3","17,4","23,5"
97323,Zamboanga del Sur,Ramon Magsaysay,"36,6","32,8","37,4","14,1","8,3","7,6","28,1","45,1","28,4","37,3","32,7","42,0"
97324,Zamboanga del Sur,San Miguel,"41,6","46,5","43,0","15,4","7,8","9,7","31,0","52,2","40,6","52,4","36,1","49,9"
97325,Zamboanga del Sur,San Pablo,"47,0","46,9","52,9","12,4","6,6","7,9","37,4","56,6","41,8","52,0","46,0","59,8"
97327,Zamboanga del Sur,Tabina,"47,6","32,3","42,7","16,4","11,3","12,4","34,7","60,4","26,4","38,3","34,0","51,3"
97328,Zamboanga del Sur,Tambulig,"38,0","34,3","39,0","14,0","8,8","8,4","29,2","46,7","29,4","39,3","33,6","44,3"
97330,Zamboanga del Sur,Tukuran,"36,5","31,9","38,8","14,3","8,3","9,9","27,9","45,1","27,6","36,3","32,5","45,1"
97332,Zamboanga del Sur,Zamboanga City,"19,9","12,6","17,3","10,2","11,3","9,0","16,5","23,2","10,2","15,0","14,7","19,8"
97333,Zamboanga del Sur,Lakewood,"48,4","47,9","51,0","16,1","10,5","9,7","35,5","61,2","39,7","56,2","42,8","59,1"
97337,Zamboanga del Sur,Josefina,"40,9","49,5","41,2","18,1","9,0","10,8","28,8","53,1","42,1","56,8","33,8","48,5"
97338,Zamboanga del Sur,Pitogo,"49,8","34,1","43,6","15,8","11,8","11,8","36,8","62,7","27,5","40,6","35,2","52,0"
97340,Zamboanga del Sur,Sominot,"54,5","50,4","49,4","13,1","8,2","8,9","42,7","66,2","43,6","57,2","42,2","56,6"
97341,Zamboanga del Sur,Vincenzo A. Sagun,"46,5","46,2","45,5","13,4","7,9","10,9","36,2","56,8","40,2","52,2","37,4","53,7"
97343,Zamboanga del Sur,Guipos,"36,0","38,8","42,5","16,0","9,6","10,4","26,5","45,4","32,7","44,9","35,2","49,7"
97344,Zamboanga del Sur,Tigbao,"44,5","46,1","44,5","14,2","9,1","10,8","34,1","54,9","39,2","53,0","36,6","52,4"
98301,Zamboanga Sibugay,Alicia,"54,0","60,6","51,3","11,6","3,7","7,3","43,6","64,3","57,0","64,3","45,1","57,5"
98302,Zamboanga Sibugay,Buug,"40,2","30,5","38,9","13,5","3,1","7,8","31,3","49,1","29,0","32,0","33,9","43,9"
98303,Zamboanga Sibugay,Diplahan,"43,9","35,1","36,5","13,2","10,6","10,1","34,4","53,4","28,9","41,2","30,4","42,5"
98304,Zamboanga Sibugay,Imelda,"42,4","28,9","37,8","12,8","12,2","9,8","33,5","51,4","23,1","34,7","31,7","43,9"
98305,Zamboanga Sibugay,Ipil,"32,2","19,7","23,2","11,0","11,9","11,4","26,4","38,1","15,8","23,5","18,9","27,6"
98306,Zamboanga Sibugay,Kabasalan,"36,7","36,9","41,5","10,8","7,2","6,6","30,2","43,3","32,5","41,2","37,0","46,0"
