psgc,province,municipality-city,2009-poverty-inc,2012-poverty-inc,2015-poverty-inc,2009-cov,2012-cov,2015-cov,2009-conf-int-lowerlimit,2009-conf-int-upper-limit,2012-conf-int-lowerlimit,2012-conf-int-upper-limit,2015-conf-int-lowerlimit,2015-conf-int-upper-limit
98308,Zamboanga Sibugay,Malangas,"40,5","31,5","36,4","12,3","9,2","9,0","32,3","48,7","26,8","36,3","31,0","41,7"
98309,Zamboanga Sibugay,Naga,"36,4","27,8","41,6","11,3","11,5","8,2","29,6","43,2","22,5","33,1","36,0","47,2"
98310,Zamboanga Sibugay,Olutanga,"61,7","50,2","49,4","11,0","8,5","8,2","50,5","72,8","43,2","57,2","42,7","56,0"
98311,Zamboanga Sibugay,Payao,"63,3","50,4","57,3","11,1","7,6","8,4","51,7","74,8","44,1","56,7","49,4","65,2"
98312,Zamboanga Sibugay,Roseller Lim,"51,2","50,0","45,5","9,6","7,0","7,2","43,1","59,4","44,2","55,8","40,1","50,8"
98313,Zamboanga Sibugay,Siay,"48,3","37,8","46,2","9,7","7,1","8,4","40,6","56,0","33,4","42,2","39,8","52,6"
98314,Zamboanga Sibugay,Talusan,"66,5","59,6","56,0","11,8","10,3","12,2","53,6","79,4","49,5","69,7","44,8","67,1"
98315,Zamboanga Sibugay,Titay,"45,1","33,2","45,9","10,0","7,9","7,4","37,6","52,6","28,9","37,6","40,3","51,5"
98316,Zamboanga Sibugay,Tungawan,"59,5","56,1","52,2","9,8","6,6","7,9","49,8","69,1","50,0","62,2","45,4","59,0"
101301,Bukidnon,Baungon,"49,1","46,2","49,7","9,7","12,0","8,9","41,3","56,9","37,0","55,3","42,5","57,0"
101302,Bukidnon,Damulog,"52,2","64,0","61,5","9,4","7,6","8,7","44,1","60,2","56,1","72,0","52,7","70,2"
101303,Bukidnon,Dangcagan,"39,9","39,7","43,1","11,9","13,7","12,0","32,0","47,7","30,7","48,6","34,6","51,6"
101304,Bukidnon,Don Carlos,"42,0","37,6","39,0","7,9","9,8","10,3","36,5","47,4","31,5","43,7","32,4","45,6"
101305,Bukidnon,Impasug-ong,"46,1","58,5","58,0","10,1","9,2","11,6","38,5","53,8","49,6","67,4","46,9","69,1"
101306,Bukidnon,Kadingilan,"50,7","56,0","57,5","10,4","8,3","8,1","42,1","59,4","48,4","63,7","49,8","65,2"
101307,Bukidnon,Kalilangan,"51,3","53,0","52,1","9,9","8,7","9,7","42,9","59,7","45,4","60,6","43,8","60,4"
101308,Bukidnon,Kibawe,"46,8","49,0","45,3","6,9","8,2","10,6","41,5","52,0","42,4","55,6","37,4","53,2"
101309,Bukidnon,Kitaotao,"54,8","64,1","65,5","8,3","5,6","7,7","47,3","62,3","58,2","70,0","57,2","73,8"
101310,Bukidnon,Lantapan,"40,8","49,0","48,3","11,3","10,9","10,5","33,2","48,4","40,2","57,8","40,0","56,6"
101311,Bukidnon,Libona,"35,5","37,2","37,4","9,9","14,7","11,2","29,7","41,3","28,2","46,2","30,5","44,3"
101312,Bukidnon,Malaybalay City,"34,6","31,6","36,5","7,8","8,1","9,9","30,2","39,0","27,4","35,8","30,5","42,4"
101313,Bukidnon,Malitbog,"61,4","65,3","65,7","9,1","9,2","8,8","52,2","70,6","55,4","75,2","56,2","75,2"
101314,Bukidnon,Manolo Fortich,"33,5","34,0","35,7","9,9","9,8","8,4","28,1","39,0","28,5","39,4","30,8","40,7"
101315,Bukidnon,Maramag,"33,5","37,3","36,5","11,0","9,8","12,0","27,4","39,5","31,2","43,3","29,3","43,6"
101316,Bukidnon,Pangantucan,"53,2","51,7","49,1","7,1","8,8","9,2","47,0","59,4","44,2","59,2","41,7","56,5"
101317,Bukidnon,Quezon,"52,0","49,2","55,3","7,7","7,6","7,7","45,4","58,6","43,0","55,4","48,3","62,3"
101318,Bukidnon,San Fernando,"52,1","63,2","59,0","9,8","7,1","10,3","43,7","60,4","55,8","70,5","49,0","69,0"
101319,Bukidnon,Sumilao,"40,2","45,1","43,0","17,3","15,9","14,2","28,8","51,6","33,3","56,9","33,0","53,1"
101320,Bukidnon,Talakag,"50,3","62,4","64,6","7,8","6,2","7,1","43,8","56,7","56,0","68,8","57,0","72,2"
101321,Bukidnon,Valencia City,"35,8","34,8","31,4","8,5","9,8","12,9","30,8","40,9","29,2","40,4","24,7","38,0"
101322,Bukidnon,Cabanglasan,"45,2","59,3","60,8","11,4","9,0","8,2","36,7","53,7","50,5","68,1","52,6","68,9"
101801,Camiguin,Catarman,"58,4","43,9","42,5","7,4","11,3","7,2","51,3","65,5","35,7","52,1","37,5","47,6"
101802,Camiguin,Guinsiliban,"45,7","68,8","61,0","11,7","8,8","6,6","36,9","54,5","58,9","78,8","54,5","67,6"
101803,Camiguin,Mahinog,"45,9","43,5","37,0","8,7","12,4","10,2","39,3","52,4","34,6","52,3","30,7","43,2"
101804,Camiguin,Mambajao,"36,2","30,9","30,3","11,4","14,5","12,9","29,4","43,0","23,5","38,2","23,8","36,7"
101805,Camiguin,Sagay,"42,1","49,9","44,9","12,8","10,8","7,0","33,2","51,0","41,1","58,8","39,7","50,1"
103501,Lanao del Norte,Bacolod,"40,2","37,8","34,2","11,7","11,4","9,4","32,5","48,0","30,7","44,8","28,9","39,5"
103502,Lanao del Norte,Baloi,"48,3","52,8","40,1","8,0","10,6","10,5","42,0","54,7","43,6","61,9","33,2","47,1"
103503,Lanao del Norte,Baroy,"47,0","44,6","40,4","8,5","8,2","8,0","40,4","53,6","38,5","50,6","35,1","45,8"
103504,Lanao del Norte,Iligan City,"24,4","17,5","17,3","7,6","14,0","12,8","21,4","27,5","13,4","21,5","13,6","20,9"
103505,Lanao del Norte,Kapatagan,"47,6","43,5","47,1","7,0","8,8","8,3","42,2","53,1","37,3","49,8","40,7","53,6"
103506,Lanao del Norte,Sultan Naga Dimaporo,"59,9","64,0","54,1","6,4","6,0","11,3","53,6","66,2","57,7","70,3","44,1","64,1"
103507,Lanao del Norte,Kauswagan,"49,5","41,1","37,5","9,1","11,9","9,4","42,1","56,9","33,1","49,2","31,7","43,2"
103508,Lanao del Norte,Kolambugan,"41,7","36,2","28,7","8,0","9,5","8,1","36,2","47,2","30,5","41,9","24,9","32,5"
103509,Lanao del Norte,Lala,"37,0","43,3","42,0","8,5","10,6","13,5","31,9","42,1","35,7","50,9","32,7","51,3"
103510,Lanao del Norte,Linamon,"31,0","30,4","30,0","16,5","17,9","12,8","22,6","39,4","21,4","39,3","23,7","36,3"
103511,Lanao del Norte,Magsaysay,"59,2","55,4","57,1","6,4","8,5","8,5","52,9","65,4","47,7","63,2","49,1","65,1"
103512,Lanao del Norte,Maigo,"43,7","36,8","33,4","11,0","11,4","13,1","35,8","51,6","29,9","43,7","26,2","40,6"
103513,Lanao del Norte,Matungao,"59,3","64,5","55,3","9,5","10,2","6,3","50,0","68,5","53,7","75,3","49,6","61,0"
103514,Lanao del Norte,Munai,"67,5","65,2","56,3","5,4","5,8","10,1","61,5","73,4","58,9","71,4","46,9","65,6"
103515,Lanao del Norte,Nunungan,"67,9","79,7","69,1","6,1","5,9","8,8","61,1","74,7","72,0","87,4","59,0","79,1"
103516,Lanao del Norte,Pantao Ragat,"59,7","67,3","58,8","7,1","8,9","9,5","52,8","66,6","57,5","77,2","49,6","67,9"
103517,Lanao del Norte,Poona Piagapo,"66,8","73,8","62,8","5,8","6,0","6,6","60,4","73,1","66,5","81,0","56,0","69,6"
103518,Lanao del Norte,Salvador,"56,3","68,7","62,8","8,2","7,0","7,8","48,7","64,0","60,8","76,5","54,7","70,9"
103519,Lanao del Norte,Sapad,"62,0","58,4","64,7","7,3","8,4","6,3","54,6","69,5","50,4","66,5","58,0","71,4"
103520,Lanao del Norte,Tagoloan,"69,4","69,9","60,0","8,3","10,5","10,0","59,9","78,9","57,8","81,9","50,2","69,9"
103521,Lanao del Norte,Tangcal,"67,4","79,3","65,9","6,4","5,8","6,6","60,3","74,4","71,7","86,9","58,8","73,0"
103522,Lanao del Norte,Tubod,"48,3","38,0","36,8","6,4","10,3","14,9","43,2","53,4","31,6","44,4","27,8","45,8"
103523,Lanao del Norte,Pantar,"57,5","67,2","53,2","6,7","7,1","6,8","51,1","63,8","59,3","75,0","47,3","59,1"
104201,Misamis Occidental,Aloran,"42,7","39,6","34,4","6,9","9,2","11,3","37,9","47,5","33,6","45,6","28,0","40,9"
104202,Misamis Occidental,Baliangao,"37,7","49,6","42,4","10,6","7,9","11,5","31,1","44,3","43,2","56,0","34,4","50,4"
104203,Misamis Occidental,Bonifacio,"44,9","51,8","46,3","9,0","8,6","10,7","38,2","51,5","44,5","59,1","38,2","54,4"
104204,Misamis Occidental,Calamba,"41,4","27,1","26,2","7,9","14,2","15,3","36,0","46,8","20,8","33,4","19,6","32,8"
104205,Misamis Occidental,Clarin,"38,8","33,5","30,0","7,6","9,5","9,3","33,9","43,6","28,2","38,7","25,4","34,5"
104206,Misamis Occidental,Concepcion,"62,3","78,0","70,2","6,8","6,9","6,8","55,3","69,3","69,2","86,8","62,4","78,1"
104207,Misamis Occidental,Jimenez,"40,9","28,0","23,6","8,6","12,1","12,3","35,1","46,6","22,4","33,5","18,8","28,4"
104208,Misamis Occidental,Lopez Jaena,"49,3","44,2","39,6","7,2","8,4","9,9","43,4","55,1","38,1","50,3","33,2","46,1"
104209,Misamis Occidental,Oroquieta City,"30,7","22,2","20,9","10,2","10,7","10,7","25,5","35,8","18,3","26,2","17,2","24,6"
104210,Misamis Occidental,Ozamis City,"29,8","20,9","17,8","8,1","10,7","12,6","25,8","33,7","17,3","24,6","14,1","21,5"
104211,Misamis Occidental,Panaon,"40,2","31,8","27,8","10,7","12,1","13,6","33,1","47,3","25,5","38,1","21,6","34,0"
104212,Misamis Occidental,Plaridel,"35,2","37,4","34,5","8,5","11,1","11,2","30,3","40,1","30,6","44,2","28,1","40,8"
104213,Misamis Occidental,Sapang Dalaga,"43,9","46,6","41,4","7,5","9,0","12,1","38,4","49,3","39,7","53,5","33,2","49,6"
104214,Misamis Occidental,Sinacaban,"38,9","38,3","29,5","8,8","11,4","13,6","33,2","44,5","31,2","45,5","22,9","36,1"
104215,Misamis Occidental,Tangub City,"43,1","39,3","35,5","5,8","8,4","8,9","39,0","47,2","33,9","44,8","30,3","40,7"
104216,Misamis Occidental,Tudela,"38,0","38,1","34,5","8,4","7,5","10,1","32,8","43,3","33,4","42,8","28,8","40,2"
104217,Misamis Occidental,Don Victoriano Chiongbian,"65,7","67,3","59,1","7,8","9,9","8,5","57,2","74,1","56,3","78,2","50,8","67,4"
104301,Misamis Oriental,Alubijid,"53,7","35,4","36,5","7,4","13,4","8,3","47,2","60,2","27,6","43,2","31,5","41,5"
104302,Misamis Oriental,Balingasag,"51,2","37,7","35,8","5,2","10,8","8,4","46,8","55,6","31,0","44,4","30,8","40,7"
104303,Misamis Oriental,Balingoan,"46,4","33,3","32,6","11,9","17,8","9,5","37,3","55,4","23,5","43,0","27,5","37,7"
104304,Misamis Oriental,Binuangan,"52,7","28,7","26,5","12,0","24,3","9,2","42,3","63,1","17,2","40,2","22,5","30,5"
104305,Misamis Oriental,Cagayan De Oro City,"22,8","7,7","8,9","9,8","22,5","15,0","19,1","26,4","4,9","10,6","6,7","11,0"
104306,Misamis Oriental,Claveria,"57,1","39,1","44,0","6,0","13,1","9,4","51,4","62,7","30,7","47,5","37,2","50,8"
104307,Misamis Oriental,El Salvador City,"38,8","23,7","27,1","9,7","19,0","13,7","32,6","45,0","16,3","31,1","20,9","33,2"
104308,Misamis Oriental,Gingoog City,"48,7","27,7","29,6","4,8","11,5","7,8","44,8","52,5","22,5","33,0","25,9","33,4"
104309,Misamis Oriental,Gitagum,"50,3","35,0","41,6","9,8","15,1","13,8","42,1","58,4","26,3","43,7","32,1","51,0"
104310,Misamis Oriental,Initao,"48,9","30,5","31,9","9,0","16,5","15,3","41,6","56,1","22,2","38,7","23,8","39,9"
104311,Misamis Oriental,Jasaan,"42,1","26,1","30,0","9,9","16,7","12,6","35,2","49,0","18,9","33,3","23,8","36,2"
104312,Misamis Oriental,Kinoguitan,"55,7","27,6","26,4","7,1","18,3","9,3","49,2","62,2","19,3","35,9","22,4","30,5"
104313,Misamis Oriental,Lagonglong,"49,9","32,3","32,5","9,2","15,9","18,2","42,4","57,4","23,9","40,8","22,7","42,2"
104314,Misamis Oriental,Laguindingan,"52,2","35,4","36,4","9,9","15,3","12,1","43,7","60,7","26,5","44,3","29,2","43,7"
104315,Misamis Oriental,Libertad,"55,5","47,1","46,5","10,0","16,3","9,3","46,4","64,6","34,4","59,8","39,4","53,6"
104316,Misamis Oriental,Lugait,"40,6","21,3","19,3","14,3","25,8","10,4","31,1","50,1","12,2","30,3","16,0","22,6"
104317,Misamis Oriental,Magsaysay,"60,3","48,2","50,9","6,4","9,8","9,0","53,9","66,7","40,5","56,0","43,4","58,4"
104318,Misamis Oriental,Manticao,"48,4","28,2","30,1","8,3","14,8","14,4","41,8","55,0","21,4","35,1","23,0","37,2"
104319,Misamis Oriental,Medina,"41,0","19,3","18,6","8,1","17,0","11,0","35,5","46,4","13,9","24,6","15,2","22,0"
104320,Misamis Oriental,Naawan,"45,7","25,9","25,0","11,1","17,2","9,3","37,4","54,0","18,6","33,2","21,2","28,8"
104321,Misamis Oriental,Opol,"31,1","14,3","20,7","10,2","23,7","9,9","25,9","36,2","8,7","19,8","17,3","24,0"
104322,Misamis Oriental,Salay,"47,1","27,9","25,9","9,9","16,1","9,1","39,4","54,7","20,5","35,2","22,0","29,8"
104323,Misamis Oriental,Sugbongcogon,"45,4","40,6","36,6","12,8","17,2","18,4","35,8","54,9","29,1","52,1","25,5","47,7"
104324,Misamis Oriental,Tagoloan,"35,9","14,0","19,4","13,1","28,1","8,3","28,2","43,7","7,5","20,4","16,8","22,1"
104325,Misamis Oriental,Talisayan,"48,2","29,0","34,3","8,0","15,2","9,3","41,9","54,5","21,8","36,2","29,1","39,6"
104326,Misamis Oriental,Villanueva,"40,5","20,2","22,1","9,7","24,4","15,4","34,0","46,9","12,1","28,3","16,5","27,7"
112301,Davao del Norte,Asuncion (Saug),"41,0","39,2","33,1","10,2","9,3","11,7","34,1","47,9","33,2","45,2","26,7","39,5"
112303,Davao del Norte,Carmen,"28,0","26,7","30,6","12,5","13,9","13,5","22,3","33,8","20,6","32,8","23,8","37,4"
112305,Davao del Norte,Kapalong,"21,5","33,4","31,2","18,5","12,0","11,5","14,9","28,0","26,8","39,9","25,3","37,1"
112314,Davao del Norte,New Corella,"38,2","41,6","40,1","11,6","9,8","11,1","30,9","45,5","34,9","48,2","32,7","47,4"
112315,Davao del Norte,Panabo City,"14,8","16,6","19,1","14,8","12,7","10,7","11,2","18,4","13,1","20,1","15,7","22,5"
112317,Davao del Norte,Island Garden City of Samal,"32,8","28,5","28,5","8,6","7,2","9,7","28,2","37,5","25,2","31,9","24,0","33,1"
112318,Davao del Norte,Santo Tomas,"23,5","21,7","23,3","17,9","15,5","14,0","16,6","30,4","16,2","27,3","17,9","28,6"
112319,Davao del Norte,Tagum City,"15,0","13,8","13,6","18,7","17,0","16,8","10,4","19,6","9,9","17,6","9,8","17,3"
112322,Davao del Norte,Talaingod,"62,6","68,8","56,4","15,2","12,5","15,1","46,9","78,3","54,6","82,9","42,4","70,4"
112323,Davao del Norte,Braulio E. Dujali,"40,8","29,4","29,6","17,5","20,0","23,8","29,1","52,6","19,7","39,0","18,1","41,2"
112324,Davao del Norte,San Isidro,"53,6","43,2","42,2","10,3","10,8","11,8","44,5","62,7","35,5","50,9","34,0","50,4"
112401,Davao del Sur,Bansalan,"21,3","23,7","19,8","14,6","12,3","15,4","16,2","26,5","18,9","28,5","14,8","24,9"
112402,Davao del Sur,Davao City,"13,2","10,6","9,2","9,4","9,8","8,9","11,2","15,3","8,9","12,3","7,9","10,5"
112403,Davao del Sur,Digos City,"18,8","14,7","14,2","13,9","16,8","13,3","14,5","23,0","10,6","18,8","11,1","17,3"
112404,Davao del Sur,Hagonoy,"22,9","23,9","20,4","14,0","14,2","17,6","17,6","28,1","18,3","29,5","14,5","26,3"
112406,Davao del Sur,Kiblawan,"57,4","52,9","29,2","6,5","8,4","13,4","51,2","63,6","45,6","60,2","22,8","35,6"
112407,Davao del Sur,Magsaysay,"40,0","29,7","27,6","11,5","13,5","13,6","32,5","47,6","23,1","36,3","21,4","33,7"
112408,Davao del Sur,Malalag,"41,2","35,6","17,3","9,6","12,5","19,9","34,7","47,8","28,2","42,9","11,6","22,9"
112410,Davao del Sur,Matanao,"40,7","25,7","25,1","8,0","9,6","12,6","35,4","46,0","21,6","29,7","19,9","30,3"
112411,Davao del Sur,Padada,"14,6","14,1","14,3","17,5","17,2","18,7","10,4","18,7","10,1","18,1","9,9","18,7"
112412,Davao del Sur,Santa Cruz,"27,3","28,6","22,8","13,0","13,4","14,8","21,5","33,2","22,3","34,9","17,3","28,3"
112414,Davao del Sur,Sulop,"36,9","37,1","21,4","10,9","8,5","14,9","30,2","43,5","31,9","42,3","16,2","26,7"
112501,Davao Oriental,Baganga,"44,0","26,2","33,7","10,5","13,1","13,2","36,4","51,6","20,5","31,8","26,4","41,0"
112502,Davao Oriental,Banaybanay,"32,5","34,2","28,7","13,6","13,1","15,1","25,2","39,8","26,8","41,6","21,6","35,9"
112503,Davao Oriental,Boston,"36,6","27,6","29,3","15,0","17,7","18,0","27,5","45,6","19,5","35,6","20,6","38,0"
112504,Davao Oriental,Caraga,"58,0","51,6","36,0","7,0","10,2","11,3","51,3","64,7","42,9","60,3","29,3","42,6"
112505,Davao Oriental,Cateel,"53,5","28,8","30,6","8,9","12,9","15,3","45,7","61,3","22,7","34,9","22,9","38,3"
112506,Davao Oriental,Governor Generoso,"55,7","38,7","34,4","8,9","10,3","14,7","47,6","63,9","32,1","45,2","26,1","42,7"
112507,Davao Oriental,Lupon,"42,9","32,8","24,7","10,6","12,1","13,2","35,4","50,4","26,3","39,4","19,4","30,1"
112508,Davao Oriental,Manay,"58,7","58,1","35,2","8,4","9,7","14,5","50,6","66,7","48,9","67,3","26,8","43,6"
112509,Davao Oriental,Mati City (Capital),"33,9","27,0","18,7","11,1","13,1","14,4","27,7","40,1","21,2","32,8","14,3","23,1"
112510,Davao Oriental,San Isidro,"47,4","35,2","34,3","11,0","12,4","12,8","38,8","56,0","28,0","42,4","27,1","41,6"
112511,Davao Oriental,Tarragona,"62,3","56,9","34,9","8,6","9,7","16,8","53,5","71,1","47,8","66,0","25,2","44,6"
118201,Compostela Valley,Compostela,"26,5","27,0","27,6","17,7","14,7","17,2","18,8","34,3","20,5","33,6","19,8","35,4"
118202,Compostela Valley,Laak (San Vicente),"54,7","53,8","41,1","7,8","8,4","9,4","47,6","61,7","46,4","61,2","34,8","47,5"
118203,Compostela Valley,Mabini (Doña Alicia),"29,8","32,1","29,5","13,9","12,2","15,7","23,0","36,6","25,6","38,5","21,9","37,1"
118204,Compostela Valley,Maco,"30,6","29,6","23,3","8,6","9,3","10,6","26,2","34,9","25,1","34,1","19,2","27,3"
118205,Compostela Valley,Maragusan (San Mariano),"35,6","31,2","27,6","13,2","12,9","13,7","27,8","43,3","24,6","37,8","21,4","33,8"
118206,Compostela Valley,Mawab,"32,7","32,2","24,9","13,8","12,9","17,3","25,2","40,1","25,3","39,0","17,8","32,0"
118207,Compostela Valley,Monkayo,"32,9","25,9","30,8","12,7","12,5","13,0","26,1","39,8","20,6","31,2","24,2","37,4"
118208,Compostela Valley,Montevista,"41,3","40,2","33,4","11,1","9,7","12,5","33,8","48,8","33,8","46,6","26,5","40,2"
118209,Compostela Valley,Nabunturan,"28,3","24,4","22,7","13,7","12,8","14,2","21,9","34,7","19,3","29,6","17,4","28,0"
118210,Compostela Valley,New Bataan,"42,0","32,9","31,3","13,0","13,3","12,7","33,0","51,0","25,7","40,1","24,7","37,8"
118211,Compostela Valley,Pantukan,"28,3","36,5","26,2","17,0","13,3","14,7","20,4","36,1","28,5","44,4","19,9","32,5"
118601,Davao Occidental,Don Marcelino,"66,5","73,8","59,6","8,1","6,7","12,3","57,7","75,4","65,7","81,9","47,5","71,7"
118602,Davao Occidental,Jose Abad Santos (Trinidad),"72,3","75,5","65,4","5,6","7,2","11,0","65,6","79,0","66,5","84,5","53,5","77,2"
118603,Davao Occidental,Malita,"63,8","60,8","57,3","5,5","7,4","12,9","58,0","69,6","53,4","68,2","45,2","69,4"
118604,Davao Occidental,Santa Maria,"48,5","50,7","55,0","9,0","9,8","14,4","41,4","55,7","42,5","58,9","42,0","68,1"
118605,Davao Occidental,Sarangani,"72,1","65,9","59,5","6,9","8,4","13,5","64,0","80,3","56,8","75,0","46,3","72,7"
124701,North Cotabato,Alamada,"44,6","54,3","44,1","9,9","8,5","8,6","37,3","51,9","46,7","61,9","37,8","50,3"
124702,North Cotabato,Carmen,"50,4","56,4","52,3","11,2","7,3","4,7","41,1","59,7","49,6","63,2","48,3","56,4"
124703,North Cotabato,Kabacan,"35,0","38,0","36,9","9,5","9,2","7,2","29,6","40,5","32,3","43,7","32,5","41,2"
124704,North Cotabato,Kidapawan City,"19,2","27,7","19,1","13,7","11,7","9,5","14,9","23,5","22,4","33,1","16,1","22,0"
124705,North Cotabato,Libungan,"32,1","39,6","37,1","11,9","8,9","7,5","25,8","38,4","33,8","45,4","32,6","41,7"
124706,North Cotabato,Magpet,"36,7","48,9","42,2","10,3","8,2","4,6","30,4","42,9","42,3","55,5","39,0","45,4"
124707,North Cotabato,Makilala,"23,2","39,4","32,2","11,5","7,8","6,7","18,8","27,6","34,3","44,5","28,6","35,7"
124708,North Cotabato,Matalam,"34,9","43,0","40,5","9,1","7,4","5,6","29,7","40,1","37,8","48,3","36,7","44,2"
124709,North Cotabato,Midsayap,"33,0","39,6","39,2","8,6","6,1","4,3","28,3","37,7","35,6","43,5","36,4","42,0"
124710,North Cotabato,M'lang,"34,5","38,3","31,6","9,1","6,8","6,8","29,4","39,7","34,0","42,5","28,1","35,1"
124711,North Cotabato,Pigkawayan,"39,0","41,9","38,8","8,7","6,9","5,4","33,4","44,6","37,1","46,6","35,4","42,2"
124712,North Cotabato,Pikit,"48,5","57,8","58,8","7,3","7,3","2,9","42,7","54,4","50,9","64,7","56,0","61,6"
124713,North Cotabato,President Roxas,"35,3","47,6","41,6","10,8","7,9","6,8","29,0","41,6","41,4","53,7","36,9","46,2"
124714,North Cotabato,Tulunan,"38,2","45,4","38,6","9,6","7,0","6,2","32,2","44,3","40,2","50,6","34,6","42,5"
124715,North Cotabato,Antipas,"30,9","41,1","30,5","14,9","12,2","10,0","23,3","38,4","32,9","49,3","25,5","35,5"
124716,North Cotabato,Banisilan,"43,8","45,4","47,9","10,2","10,5","6,4","36,4","51,1","37,6","53,3","42,9","52,9"
124717,North Cotabato,Aleosan,"47,1","58,2","50,9","10,8","8,8","5,7","38,7","55,4","49,7","66,6","46,1","55,6"
124718,North Cotabato,Arakan,"48,0","53,9","44,3","9,8","7,6","5,7","40,3","55,8","47,1","60,7","40,1","48,5"
126302,South Cotabato,Banga,"31,3","30,9","34,4","11,4","12,4","8,3","25,4","37,1","24,5","37,2","29,7","39,1"
126303,South Cotabato,General Santos City,"22,5","19,3","23,5","13,1","17,8","9,7","17,7","27,3","13,6","25,0","19,7","27,2"
126306,South Cotabato,Koronodal City,"21,7","21,7","22,4","12,5","13,1","9,3","17,2","26,1","17,0","26,4","19,0","25,8"
126311,South Cotabato,Norala,"33,1","28,5","31,0","12,5","16,0","9,5","26,3","39,9","21,0","36,0","26,2","35,8"
126312,South Cotabato,Polomolok,"22,8","22,8","24,6","15,1","19,1","10,6","17,1","28,5","15,6","30,0","20,3","28,9"
126313,South Cotabato,Surallah,"30,5","32,0","33,9","11,1","11,9","10,1","25,0","36,1","25,7","38,3","28,3","39,6"
126314,South Cotabato,Tampakan,"33,1","37,3","36,6","11,9","11,7","9,9","26,6","39,5","30,1","44,4","30,6","42,5"
126315,South Cotabato,Tantangan,"38,2","35,4","35,8","11,5","13,0","8,6","31,0","45,4","27,8","43,0","30,7","40,9"
126316,South Cotabato,T'boli,"52,7","60,2","59,0","7,3","7,6","4,6","46,4","59,0","52,7","67,7","54,5","63,4"
126317,South Cotabato,Tupi,"34,7","32,9","39,2","12,8","11,8","8,6","27,4","42,0","26,5","39,3","33,7","44,8"
126318,South Cotabato,Santo Niño,"32,1","28,0","25,3","14,5","18,0","12,9","24,5","39,8","19,7","36,2","20,0","30,7"
126319,South Cotabato,Lake Sebu,"52,8","63,5","64,0","10,5","10,5","4,9","43,7","62,0","52,5","74,4","58,9","69,1"
126501,Sultan Kudarat,Bagumbayan,"46,9","47,6","40,2","9,5","8,9","8,2","39,6","54,3","40,7","54,6","34,8","45,6"
126502,Sultan Kudarat,Columbio,"54,4","54,7","50,3","10,5","7,9","6,7","45,0","63,8","47,5","61,8","44,7","55,8"
126503,Sultan Kudarat,Esperanza,"33,2","38,6","33,4","10,5","8,7","7,5","27,5","39,0","33,1","44,1","29,3","37,5"
126504,Sultan Kudarat,Isulan,"26,8","29,9","25,8","12,3","12,9","10,1","21,3","32,2","23,6","36,3","21,5","30,0"
126505,Sultan Kudarat,Kalamansig,"50,6","51,0","53,8","9,6","9,8","5,7","42,6","58,6","42,7","59,2","48,7","58,9"
126506,Sultan Kudarat,Lebak,"46,0","50,9","51,7","8,1","7,5","4,7","39,9","52,1","44,6","57,2","47,7","55,6"
126507,Sultan Kudarat,Lutayan,"51,1","51,3","54,0","11,0","9,3","7,0","41,8","60,3","43,4","59,1","47,8","60,3"
126508,Sultan Kudarat,Lambayong,"41,4","42,1","43,0","9,4","8,2","5,7","35,0","47,8","36,4","47,8","38,9","47,0"
126509,Sultan Kudarat,Palimbang,"63,7","57,6","64,3","6,2","9,7","3,1","57,2","70,2","48,4","66,8","61,0","67,6"
126510,Sultan Kudarat,President Quirino,"31,7","32,7","30,1","13,1","10,3","8,8","24,9","38,6","27,2","38,3","25,8","34,5"
126511,Sultan Kudarat,Tacurong City,"18,5","22,2","16,4","13,6","14,4","13,8","14,3","22,6","16,9","27,4","12,6","20,1"
126512,Sultan Kudarat,Sen. Ninoy Aquino,"47,6","54,6","51,0","9,6","8,7","5,2","40,1","55,1","46,8","62,4","46,6","55,3"
128001,Sarangani,Alabel,"41,0","45,9","44,7","12,0","11,4","7,0","32,9","49,1","37,3","54,5","39,5","49,8"
128002,Sarangani,Glan,"47,0","49,0","52,6","8,8","8,2","3,9","40,1","53,8","42,5","55,6","49,3","56,0"
128003,Sarangani,Kiamba,"45,0","36,4","48,0","11,0","11,5","6,7","36,8","53,1","29,5","43,3","42,7","53,3"
128004,Sarangani,Maasim,"52,2","44,1","48,2","11,2","11,4","6,4","42,6","61,8","35,8","52,3","43,1","53,2"
128005,Sarangani,Maitum,"42,8","39,8","47,7","9,9","9,6","5,5","35,8","49,7","33,5","46,0","43,4","51,9"
128006,Sarangani,Malapatan,"54,1","53,1","60,9","11,0","10,4","6,2","44,3","63,9","44,0","62,2","54,7","67,1"
128007,Sarangani,Malungon,"45,3","47,0","48,3","9,0","9,9","4,8","38,6","52,1","39,4","54,7","44,5","52,1"
160201,Agusan del Norte,Buenavista,"38,0","30,8","31,8","8,5","10,0","7,9","32,7","43,2","25,7","35,8","27,7","36,0"
160202,Agusan del Norte,Butuan City,"27,6","18,7","26,6","6,3","10,0","6,2","24,7","30,4","15,6","21,7","23,9","29,3"
160203,Agusan del Norte,Cabadbaran City,"28,4","24,9","26,8","9,6","9,4","9,1","23,9","32,9","21,0","28,7","22,8","30,8"
160204,Agusan del Norte,Carmen,"40,6","37,7","36,4","12,7","12,5","12,2","32,1","49,1","29,9","45,4","29,1","43,6"
160205,Agusan del Norte,Jabonga,"45,7","48,1","42,3","8,1","7,9","9,7","39,6","51,8","41,8","54,4","35,6","49,1"
