Region,REG_Code,Province,PROV_Code,City_Municipality,City_Mun Code,Ambulatory Surgical Clinic,Animal Bite Treatment Center,Barangay Health Station,Birthing Home,City Health Office,DepEd Clinic,Drug Abuse Treatment and Rehabilitation Centers,General Clinic Laboratory,Hospital,Infirmary,Municipal Health Office,Provincial Health Office,Psychiatric Care Facility,Rural Health Unit,Social hygiene Clinic
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Norte,PH097200000,Sirawai,PH097220000,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Norte,PH097200000,Tampilisan,PH097221000,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Aurora,PH097302000,0,0,12,2,0,0,0,0,0,1,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Bayog,PH097303000,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Dimataling,PH097305000,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Dinas,PH097306000,0,0,8,1,0,0,0,0,0,1,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Dumalinao,PH097307000,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Dumingag,PH097308000,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Guipos,PH097343000,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Josefina,PH097337000,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Kumalarang,PH097311000,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Labangan,PH097312000,0,0,7,1,0,0,0,0,0,1,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Lakewood,PH097333000,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Lapuyan,PH097313000,0,0,7,3,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Mahayag,PH097315000,0,0,8,0,0,0,0,0,1,1,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Margosatubig,PH097317000,0,0,6,1,0,0,0,0,1,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Midsalip,PH097318000,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Molave,PH097319000,0,0,9,2,0,0,0,0,2,1,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,City of Pagadian (Capital),PH097322000,0,0,26,7,0,0,0,0,9,0,0,0,0,5,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Pitogo,PH097338000,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Ramon Magsaysay (Liargo),PH097323000,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,San Miguel,PH097324000,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,San Pablo,PH097325000,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Sominot (Don Mariano Marcos),PH097340000,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Tabina,PH097327000,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Tambulig,PH097328000,0,0,5,5,0,0,0,0,0,1,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Tigbao,PH097344000,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Tukuran,PH097330000,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,Vincenzo A. Sagun,PH097341000,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga del Sur,PH097300000,City of Zamboanga,PH097332000,0,0,87,17,0,0,1,0,12,2,0,0,0,17,1
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Alicia,PH098301000,0,0,10,0,0,0,0,0,0,1,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Buug,PH098302000,0,0,7,1,0,0,0,0,1,1,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Diplahan,PH098303000,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Imelda,PH098304000,0,0,5,1,0,0,0,0,0,2,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Ipil (Capital),PH098305000,0,0,14,2,0,0,0,0,4,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Kabasalan,PH098306000,0,0,7,0,0,0,0,0,1,2,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Mabuhay,PH098307000,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Malangas,PH098308000,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Naga,PH098309000,0,0,8,1,0,0,0,0,0,1,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Olutanga,PH098310000,0,0,7,1,0,0,0,0,0,1,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Payao,PH098311000,0,0,8,1,0,0,0,0,0,1,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Roseller Lim,PH098312000,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Siay,PH098313000,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Talusan,PH098314000,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Titay,PH098315000,0,0,10,1,0,0,0,0,1,0,0,0,0,1,0
Region IX (Zamboanga Peninsula),PH090000000,Zamboanga Sibugay,PH098300000,Tungawan,PH098316000,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Albay,PH050500000,Bacacay,PH050501000,0,0,11,1,0,0,0,0,0,2,0,0,0,1,0
Region V (Bicol Region),PH050000000,Albay,PH050500000,Camalig,PH050502000,0,0,9,3,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Albay,PH050500000,City of Ligao,PH050508000,0,0,15,1,0,0,0,0,2,2,0,0,0,1,0
Region V (Bicol Region),PH050000000,Albay,PH050500000,City of Tabaco,PH050517000,0,0,18,5,0,0,0,0,6,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Albay,PH050500000,Daraga (Locsin),PH050503000,0,0,20,4,0,0,0,0,1,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Albay,PH050500000,Guinobatan,PH050504000,0,0,15,3,0,0,0,0,1,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Albay,PH050500000,Jovellar,PH050505000,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Albay,PH050500000,City of Legazpi (Capital),PH050506000,0,0,27,7,0,0,0,0,8,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Albay,PH050500000,Libon,PH050507000,0,0,13,1,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Albay,PH050500000,Malilipot,PH050509000,0,0,9,3,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Albay,PH050500000,Malinao,PH050510000,0,0,5,0,0,0,1,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Albay,PH050500000,Manito,PH050511000,0,0,4,1,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Albay,PH050500000,Oas,PH050512000,0,0,10,1,0,0,0,0,2,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Albay,PH050500000,Pio Duran,PH050513000,0,0,10,2,0,0,0,0,0,3,0,0,0,1,0
Region V (Bicol Region),PH050000000,Albay,PH050500000,Polangui,PH050514000,0,0,11,3,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Albay,PH050500000,Rapu-Rapu,PH050515000,0,0,7,0,0,0,0,0,2,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Albay,PH050500000,Santo Domingo (Libog),PH050516000,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Albay,PH050500000,Tiwi,PH050518000,0,0,11,2,0,0,0,0,0,2,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Norte,PH051600000,Basud,PH051601000,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Norte,PH051600000,Capalonga,PH051602000,0,0,8,1,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Norte,PH051600000,Daet (Capital),PH051603000,0,0,14,3,0,0,0,0,5,0,0,0,0,3,0
Region V (Bicol Region),PH050000000,Camarines Norte,PH051600000,Jose Panganiban,PH051605000,0,0,6,1,0,0,0,0,0,2,0,0,0,2,0
Region V (Bicol Region),PH050000000,Camarines Norte,PH051600000,Labo,PH051606000,0,0,30,8,0,0,0,0,1,2,0,0,0,3,0
Region V (Bicol Region),PH050000000,Camarines Norte,PH051600000,Mercedes,PH051607000,0,0,7,2,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Norte,PH051600000,Paracale,PH051608000,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Norte,PH051600000,San Lorenzo Ruiz (Imelda),PH051604000,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Norte,PH051600000,San Vicente,PH051609000,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Norte,PH051600000,Santa Elena,PH051610000,0,0,8,2,0,0,0,0,0,1,1,0,0,0,0
Region V (Bicol Region),PH050000000,Camarines Norte,PH051600000,Talisay,PH051611000,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Norte,PH051600000,Vinzons,PH051612000,0,0,16,1,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Baao,PH051701000,0,0,9,2,0,0,0,0,1,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Balatan,PH051702000,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Bato,PH051703000,0,0,8,2,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Bombon,PH051704000,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Buhi,PH051705000,0,0,15,2,0,0,0,0,0,0,0,0,0,2,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Bula,PH051706000,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Cabusao,PH051707000,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Calabanga,PH051708000,0,0,18,2,0,0,0,0,0,0,0,0,0,3,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Camaligan,PH051709000,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Canaman,PH051710000,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Caramoan,PH051711000,0,0,10,0,0,0,0,0,0,1,0,0,0,2,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Del Gallego,PH051712000,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Gainza,PH051713000,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Garchitorena,PH051714000,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Goa,PH051715000,0,0,20,3,0,0,0,0,1,1,0,0,0,2,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,City of Iriga,PH051716000,0,0,14,3,1,0,0,0,3,0,0,0,0,0,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Lagonoy,PH051717000,0,0,37,0,0,0,0,0,0,0,0,0,0,2,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Libmanan,PH051718000,0,0,43,1,0,0,0,0,1,0,0,0,0,3,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Lupi,PH051719000,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Magarao,PH051720000,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Milaor,PH051721000,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Minalabac,PH051722000,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Nabua,PH051723000,0,0,14,3,0,0,0,0,1,1,0,0,0,2,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,City of Naga,PH051724000,0,0,27,3,1,0,0,0,7,1,0,0,0,0,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Ocampo,PH051725000,0,0,10,2,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Pamplona,PH051726000,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Pasacao,PH051727000,0,0,18,1,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Pili (Capital),PH051728000,0,0,16,3,0,0,0,0,1,1,0,0,0,2,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Presentacion (Parubcan),PH051729000,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Ragay,PH051730000,0,0,28,0,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Sag?Ay,PH051731000,0,0,16,0,0,0,0,0,0,1,1,0,0,0,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,San Fernando,PH051732000,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,San Jose,PH051733000,0,0,27,0,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Sipocot,PH051734000,0,0,25,1,0,0,0,0,0,2,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Siruma,PH051735000,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Tigaon,PH051736000,0,0,9,0,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Camarines Sur,PH051700000,Tinambac,PH051737000,0,0,12,1,0,0,0,0,0,2,0,0,0,2,0
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Bagamanoc,PH052001000,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Baras,PH052002000,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Bato,PH052003000,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Caramoran,PH052004000,0,0,10,1,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Gigmoto,PH052005000,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Pandan,PH052006000,0,0,6,1,0,0,0,0,1,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Panganiban (Payo),PH052007000,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,San Andres (Calolbon),PH052008000,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,San Miguel,PH052009000,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Viga,PH052010000,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Catanduanes,PH052000000,Virac (Capital),PH052011000,0,0,12,1,0,0,0,0,2,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Aroroy,PH054101000,0,0,32,0,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Baleno,PH054102000,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Balud,PH054103000,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Batuan,PH054104000,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Cataingan,PH054105000,0,0,17,0,0,0,0,0,1,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Cawayan,PH054106000,0,0,15,0,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Masbate,PH054100000,City of Masbate (Capital),PH054111000,0,0,30,0,0,0,0,0,5,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Claveria,PH054107000,0,0,22,1,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Dimasalang,PH054108000,0,0,11,0,0,0,0,0,1,2,0,0,0,1,0
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Esperanza,PH054109000,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Mandaon,PH054110000,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Milagros,PH054112000,0,0,20,0,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Mobo,PH054113000,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Monreal,PH054114000,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Palanas,PH054115000,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Pio V. Corpuz (Limbuhan),PH054116000,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Placer,PH054117000,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Masbate,PH054100000,San Fernando,PH054118000,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Masbate,PH054100000,San Jacinto,PH054119000,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Masbate,PH054100000,San Pascual,PH054120000,0,0,22,1,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Masbate,PH054100000,Uson,PH054121000,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Barcelona,PH056202000,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Bulan,PH056203000,0,0,18,2,0,0,0,0,0,2,0,0,0,1,0
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Bulusan,PH056204000,0,0,7,1,0,0,0,0,1,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Casiguran,PH056205000,0,0,10,1,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Castilla,PH056206000,0,0,9,1,0,0,0,0,1,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,City of Sorsogon (Capital),PH056216000,0,0,65,2,0,0,0,0,3,0,0,0,0,3,0
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Donsol,PH056207000,0,0,10,1,0,0,0,0,1,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Gubat,PH056208000,0,0,12,2,0,0,0,0,1,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Irosin,PH056209000,0,0,9,1,0,0,0,0,1,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Juban,PH056210000,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Magallanes,PH056211000,0,0,12,1,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Matnog,PH056212000,0,0,10,1,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Pilar,PH056213000,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Prieto Diaz,PH056214000,0,0,7,1,0,0,0,0,0,1,0,0,0,1,0
Region V (Bicol Region),PH050000000,Sorsogon,PH056200000,Santa Magdalena,PH056215000,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Altavas,PH060401000,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Balete,PH060402000,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Banga,PH060403000,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Batan,PH060404000,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Buruanga,PH060405000,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Ibajay,PH060406000,0,0,11,0,0,0,0,0,0,1,0,0,0,2,0
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Kalibo (Capital),PH060407000,0,0,17,0,0,0,0,0,5,0,0,0,0,2,0
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Lezo,PH060408000,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Libacao,PH060409000,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Madalag,PH060410000,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Makato,PH060411000,0,0,7,1,0,0,0,0,1,0,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Malay,PH060412000,0,0,8,0,0,0,0,0,1,2,0,0,0,2,0
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Malinao,PH060413000,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Nabas,PH060414000,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,New Washington,PH060415000,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Numancia,PH060416000,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Aklan,PH060400000,Tangalan,PH060417000,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Anini-Y,PH060601000,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Barbaza,PH060602000,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Belison,PH060603000,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Bugasong,PH060604000,0,0,7,0,0,0,0,0,1,1,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Caluya,PH060605000,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Culasi,PH060606000,0,0,16,1,0,0,0,0,1,0,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Hamtic,PH060608000,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
Region VI (Western Visayas),PH060000000,Antique,PH060600000,Laua-An,PH060609000,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
