Region,REG_Code,Province,PROV_Code,City_Municipality,City_Mun Code,Ambulatory Surgical Clinic,Animal Bite Treatment Center,Barangay Health Station,Birthing Home,City Health Office,DepEd Clinic,Drug Abuse Treatment and Rehabilitation Centers,General Clinic Laboratory,Hospital,Infirmary,Municipal Health Office,Provincial Health Office,Psychiatric Care Facility,Rural Health Unit,Social hygiene Clinic
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Sablan,PH141112000,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Tuba,PH141113000,0,0,17,0,0,0,0,0,0,1,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Tublay,PH141114000,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Aguinaldo,PH142708000,0,0,22,0,0,0,0,0,0,1,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Alfonso Lista (Potia),PH142707000,0,0,22,0,0,0,0,0,1,0,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Asipulo,PH142711000,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Banaue,PH142701000,0,0,20,0,0,0,0,0,0,1,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Hingyon,PH142709000,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Hungduan,PH142702000,0,0,13,0,0,0,0,0,0,1,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Kiangan,PH142703000,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Lagawe (Capital),PH142704000,0,0,20,0,0,0,0,1,1,0,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Lamut,PH142705000,0,0,14,0,0,0,0,0,1,0,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Mayoyao,PH142706000,0,0,27,0,0,0,0,0,0,1,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Tinoc,PH142710000,0,0,15,0,0,0,0,0,0,1,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Balbalan,PH143201000,0,0,14,0,0,0,0,0,0,1,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,City of Tabuk (Capital),PH143213000,0,0,41,1,0,0,0,0,4,1,0,0,0,5,0
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Lubuagan,PH143206000,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Pasil,PH143208000,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Pinukpuk,PH143209000,0,0,22,0,0,0,0,0,0,1,0,0,0,4,0
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Rizal (Liwan),PH143211000,0,0,10,1,0,0,0,0,0,1,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Tanudan,PH143214000,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Tinglayan,PH143215000,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Barlig,PH144401000,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Bauko,PH144402000,0,0,23,0,0,0,0,0,1,0,0,0,0,2,0
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Besao,PH144403000,0,0,14,0,0,0,0,0,1,0,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Bontoc (Capital),PH144404000,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Natonin,PH144405000,0,0,13,0,0,0,0,0,0,1,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Paracelis,PH144406000,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Sabangan,PH144407000,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Sadanga,PH144408000,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Sagada,PH144409000,0,0,8,0,0,0,0,0,1,0,0,0,0,1,0
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Tadian,PH144410000,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Binondo,PH133902000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Ermita,PH133908000,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Intramuros,PH133909000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Malate,PH133910000,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Paco,PH133911000,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Pandacan,PH133912000,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Port Area,PH133913000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Quiapo,PH133903000,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Sampaloc,PH133906000,0,0,0,0,0,0,0,0,11,0,0,0,0,14,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,San Miguel,PH133907000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,San Nicolas,PH133904000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Santa Ana,PH133914000,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Santa Cruz,PH133905000,0,0,0,0,0,0,0,0,4,0,0,0,0,4,1
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not a Province)",PH133900000,Tondo I/II,PH133901000,0,0,1,0,0,0,0,0,6,0,0,0,0,18,0
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137600000,City of Las Piñas,PH137601000,0,0,0,2,0,0,0,0,9,3,0,0,0,31,1
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137600000,City of Makati,PH137602000,0,0,0,0,0,0,1,0,5,0,0,0,0,28,1
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137600000,City of Muntinlupa,PH137603000,0,0,2,1,0,0,0,0,9,2,0,0,0,15,1
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137600000,City of Parañaque,PH137604000,0,0,1,2,0,0,1,0,11,0,0,0,0,16,1
National Capital Region (NCR),PH130000000,,PH137600000,Pasay City,PH137605000,0,0,0,2,0,0,0,0,4,0,0,0,0,13,1
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137600000,Pateros,PH137606000,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137600000,City of Taguig,PH137607000,0,0,0,7,0,0,1,0,8,1,0,0,0,35,1
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137400000,City of Mandaluyong,PH137401000,0,0,0,0,0,0,0,0,9,0,1,0,0,28,1
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137400000,City of Marikina,PH137402000,0,0,0,3,0,0,2,0,10,2,0,0,0,18,1
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137400000,City of Pasig,PH137403000,0,0,0,15,0,0,1,0,19,2,0,0,0,43,1
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137400000,City of San Juan,PH137405000,0,0,5,0,0,0,0,0,3,0,0,0,0,16,1
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137400000,Quezon City,PH137404000,0,0,1,28,0,0,2,0,66,9,0,0,0,65,4
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137500000,City of Caloocan,PH137501000,0,0,0,11,0,0,0,0,11,4,0,0,0,46,1
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137500000,City of Malabon,PH137502000,0,0,0,3,0,0,0,0,3,0,0,0,0,22,1
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137500000,City of Navotas,PH137503000,0,0,1,4,0,0,0,0,1,0,0,0,0,12,1
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137500000,City of Valenzuela,PH137504000,0,0,4,8,0,0,0,0,9,3,0,0,0,45,1
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Adams,PH012801000,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Bacarra ,PH012802000,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Badoc,PH012803000,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Bangui,PH012804000,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Banna (Espiritu),PH012811000,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Burgos,PH012806000,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Carasi,PH012807000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,City of Batac,PH012805000,0,0,10,0,0,0,0,0,2,1,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Currimao,PH012808000,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Dingras,PH012809000,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Dumalneg,PH012810000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,City of Laoag (Capital),PH012812000,0,0,12,0,0,0,0,0,5,4,0,0,0,3,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Marcos,PH012813000,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Nueva Era,PH012814000,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Pagudpud,PH012815000,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Paoay,PH012816000,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Pasuquin,PH012817000,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Piddig,PH012818000,0,0,5,1,0,0,0,0,0,1,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Pinili,PH012819000,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,San Nicolas,PH012820000,1,0,5,0,0,0,0,0,1,1,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Sarrat,PH012821000,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Solsona,PH012822000,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Norte,PH012800000,Vintar,PH012823000,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Alilem,PH012901000,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Banayoyo,PH012902000,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Bantay,PH012903000,0,0,28,1,0,0,0,0,2,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Burgos,PH012904000,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Cabugao,PH012905000,0,0,17,0,0,0,0,0,2,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Caoayan,PH012907000,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Cervantes,PH012908000,0,0,13,0,0,0,0,0,1,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,City of Candon,PH012906000,0,0,41,0,0,0,0,0,4,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,City of Vigan (Capital),PH012934000,0,1,37,0,0,0,0,0,5,4,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Galimuyod,PH012909000,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Gregorio del Pilar (Concepcion),PH012910000,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Lidlidda,PH012911000,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Magsingal,PH012912000,0,0,8,0,0,0,0,0,1,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Nagbukel,PH012913000,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Narvacan,PH012914000,0,0,8,0,0,0,0,0,1,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Quirino (Angkaki),PH012915000,0,0,9,0,0,0,0,0,0,1,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Salcedo (Baugen),PH012916000,0,0,4,2,0,0,0,0,0,1,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,San Emilio,PH012917000,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,San Esteban,PH012918000,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,San Ildefonso,PH012919000,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,San Juan (Lapog),PH012920000,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,San Vicente,PH012921000,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santa,PH012922000,0,0,26,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santa Catalina,PH012923000,0,0,9,0,0,0,0,0,0,1,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santa Cruz,PH012924000,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santa Lucia,PH012925000,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santa Maria,PH012926000,0,0,32,0,0,0,0,0,1,2,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santiago,PH012927000,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santo Domingo,PH012928000,0,0,36,0,0,0,0,0,0,1,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Sigay,PH012929000,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Sinait,PH012930000,0,0,6,0,0,0,0,0,2,1,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Sugpon,PH012931000,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Suyo,PH012932000,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Tagudin,PH012933000,0,0,41,0,0,0,0,0,1,1,0,0,0,1,0
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Agoo,PH013301000,0,0,14,0,0,0,0,0,2,1,0,0,0,1,0
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Aringay,PH013302000,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Bacnotan,PH013303000,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Bagulin,PH013304000,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Balaoan,PH013305000,0,0,10,1,0,0,0,0,1,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Bangar,PH013306000,0,0,9,0,0,0,0,0,0,1,0,0,0,1,0
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Bauang,PH013307000,0,0,31,1,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Burgos,PH013308000,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Caba,PH013309000,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,La Union,PH013300000,City of San Fernando (Capital),PH013314000,0,0,59,1,0,0,0,0,5,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Luna,PH013310000,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Naguilian,PH013311000,0,0,35,2,0,0,0,0,1,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Pugo,PH013312000,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Rosario,PH013313000,0,0,13,1,0,0,0,0,1,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,La Union,PH013300000,San Gabriel,PH013315000,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,La Union,PH013300000,San Juan,PH013316000,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Santo Tomas,PH013317000,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Santol,PH013318000,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Sudipen,PH013319000,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Tubao,PH013320000,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Agno,PH015501000,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Aguilar,PH015502000,0,0,16,1,0,0,0,0,0,1,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Alcala,PH015504000,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Anda,PH015505000,0,0,18,1,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Asingan,PH015506000,0,0,17,1,0,0,0,0,1,0,0,0,0,2,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Balungao,PH015507000,0,0,20,1,0,0,0,0,0,1,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Bani,PH015508000,0,0,11,1,0,0,0,0,0,1,0,0,0,2,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Basista,PH015509000,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Bautista,PH015510000,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Bayambang,PH015511000,0,0,26,0,0,0,0,0,2,0,0,0,0,2,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Binalonan,PH015512000,0,0,24,0,0,1,0,0,1,1,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Binmaley,PH015513000,0,0,18,4,0,0,0,0,1,0,0,0,0,2,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Bolinao,PH015514000,0,0,11,1,0,0,0,0,1,1,0,0,0,2,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Bugallon,PH015515000,0,0,15,0,0,0,0,0,0,0,0,0,0,2,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Burgos,PH015516000,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Calasiao,PH015517000,0,0,25,2,0,0,0,0,0,0,0,0,0,2,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,City of Alaminos,PH015503000,0,0,13,3,0,0,0,0,3,0,0,0,0,2,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,City of Urdaneta,PH015546000,0,0,33,4,0,0,0,0,4,1,0,0,0,3,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,City of Dagupan,PH015518000,0,0,14,5,0,0,1,0,11,1,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Dasol,PH015519000,0,0,16,0,0,0,0,0,1,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Infanta,PH015520000,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Labrador,PH015521000,0,0,10,0,0,0,0,0,0,2,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Laoac,PH015548000,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Lingayen (Capital),PH015522000,0,0,32,1,0,0,0,0,3,1,0,0,0,2,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Mabini,PH015523000,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Malasiqui,PH015524000,0,0,73,3,0,0,0,0,2,1,0,0,0,2,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Manaoag,PH015525000,0,0,14,0,0,0,0,0,1,1,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Mangaldan,PH015526000,0,0,20,4,0,0,0,0,0,0,0,0,0,2,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Mangatarem,PH015527000,0,0,15,0,0,0,0,0,2,2,0,0,0,2,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Mapandan,PH015528000,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Natividad,PH015529000,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Pozorrubio,PH015530000,0,0,33,0,0,0,0,0,1,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Rosales,PH015531000,0,0,34,0,0,0,0,0,3,1,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,City of San Carlos,PH015532000,0,0,84,1,0,0,0,0,5,0,0,0,0,6,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,San Fabian,PH015533000,0,0,14,1,0,0,0,0,0,0,0,0,0,2,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,San Jacinto,PH015534000,0,0,15,1,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,San Manuel,PH015535000,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,San Nicolas,PH015536000,0,0,32,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,San Quintin,PH015537000,0,0,21,0,0,0,0,0,0,1,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Santa Barbara,PH015538000,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Santa Maria,PH015539000,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Santo Tomas,PH015540000,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Sison,PH015541000,0,0,27,0,0,0,0,0,1,0,0,0,0,2,0
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Sual,PH015542000,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0
