Region Name,Region PSGC,Province Name,Province PSGC,City/Municipality Name,City/Municipality PSGC,Ownership Major Classification,Ambulatory Surgical Clinic,Animal Bite Treatment Center,Barangay Health Station,Birthing Home,City Health Office,COVID-19 Testing Laboratory,DepEd Clinic,Dialysis Clinic,Drug Abuse Treatment and Rehabilitation Centers,Drug Testing Laboratory,General Clinic Laboratory,Hospital,Infirmary,Municipal Health Office,Provincial Health Office,Psychiatric Care Facility,Rural Health Unit,Social hygiene Clinic,Total
REGION X (NORTHERN MINDANAO),PH100000000,LANAO DEL NORTE,PH103500000,LALA,PH103509000,Private,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,5
REGION X (NORTHERN MINDANAO),PH100000000,LANAO DEL NORTE,PH103500000,LINAMON,PH103510000,Government,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
REGION X (NORTHERN MINDANAO),PH100000000,LANAO DEL NORTE,PH103500000,MAGSAYSAY,PH103511000,Government,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
REGION X (NORTHERN MINDANAO),PH100000000,LANAO DEL NORTE,PH103500000,MAIGO,PH103512000,Government,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
REGION X (NORTHERN MINDANAO),PH100000000,LANAO DEL NORTE,PH103500000,MATUNGAO,PH103513000,Government,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
REGION X (NORTHERN MINDANAO),PH100000000,LANAO DEL NORTE,PH103500000,MUNAI,PH103514000,Government,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
REGION X (NORTHERN MINDANAO),PH100000000,LANAO DEL NORTE,PH103500000,NUNUNGAN,PH103515000,Government,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
REGION X (NORTHERN MINDANAO),PH100000000,LANAO DEL NORTE,PH103500000,PANTAO RAGAT,PH103516000,Government,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
REGION X (NORTHERN MINDANAO),PH100000000,LANAO DEL NORTE,PH103500000,PANTAR,PH103523000,Government,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
REGION X (NORTHERN MINDANAO),PH100000000,LANAO DEL NORTE,PH103500000,POONA PIAGAPO,PH103517000,Government,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
REGION X (NORTHERN MINDANAO),PH100000000,LANAO DEL NORTE,PH103500000,SALVADOR,PH103518000,Government,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
REGION X (NORTHERN MINDANAO),PH100000000,LANAO DEL NORTE,PH103500000,SAPAD,PH103519000,Government,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
REGION X (NORTHERN MINDANAO),PH100000000,LANAO DEL NORTE,PH103500000,SULTAN NAGA DIMAPORO (KAROMATAN),PH103506000,Government,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7
REGION X (NORTHERN MINDANAO),PH100000000,LANAO DEL NORTE,PH103500000,TAGOLOAN,PH103520000,Government,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
REGION X (NORTHERN MINDANAO),PH100000000,LANAO DEL NORTE,PH103500000,TANGCAL,PH103521000,Government,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
REGION X (NORTHERN MINDANAO),PH100000000,LANAO DEL NORTE,PH103500000,TUBOD (Capital),PH103522000,Government,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26
REGION X (NORTHERN MINDANAO),PH100000000,LANAO DEL NORTE,PH103500000,TUBOD (Capital),PH103522000,Private,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,ALORAN,PH104201000,Government,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,ALORAN,PH104201000,Private,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,BALIANGAO,PH104202000,Government,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,BONIFACIO,PH104203000,Government,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,BONIFACIO,PH104203000,Private,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,CALAMBA,PH104204000,Government,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,CLARIN,PH104205000,Government,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,CLARIN,PH104205000,Private,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,CONCEPCION,PH104206000,Government,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,DON VICTORIANO CHIONGBIAN  (DON MARIANO MARCOS),PH104217000,Government,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,JIMENEZ,PH104207000,Government,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,JIMENEZ,PH104207000,Private,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,LOPEZ JAENA,PH104208000,Government,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,LOPEZ JAENA,PH104208000,Private,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,OROQUIETA CITY (Capital),PH104209000,Government,0,0,14,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,17
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,OROQUIETA CITY (Capital),PH104209000,Private,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,6
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,OZAMIZ CITY,PH104210000,Government,0,0,21,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,24
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,OZAMIZ CITY,PH104210000,Private,0,0,0,7,0,0,0,3,1,3,0,4,2,0,0,0,0,0,20
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,PANAON,PH104211000,Government,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,PLARIDEL,PH104212000,Government,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,PLARIDEL,PH104212000,Private,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,SAPANG DALAGA,PH104213000,Government,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,SINACABAN,PH104214000,Government,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,SINACABAN,PH104214000,Private,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,TANGUB CITY,PH104215000,Government,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,TANGUB CITY,PH104215000,Private,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,TUDELA,PH104216000,Government,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,ALUBIJID,PH104301000,Government,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,BALINGASAG,PH104302000,Government,0,0,30,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,32
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,BALINGASAG,PH104302000,Private,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,BALINGOAN,PH104303000,Government,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,BINUANGAN,PH104304000,Government,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,CAGAYAN DE ORO CITY (Capital),PH104305000,Government,0,0,33,13,0,2,0,0,1,0,0,3,0,0,0,0,27,1,80
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,CAGAYAN DE ORO CITY (Capital),PH104305000,Private,0,0,0,3,0,3,0,0,0,0,0,8,0,0,0,1,0,0,15
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,CITY OF EL SALVADOR,PH104307000,Government,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,CLAVERIA,PH104306000,Government,0,0,24,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,GINGOOG CITY,PH104308000,Government,0,0,79,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,82
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,GINGOOG CITY,PH104308000,Private,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,GITAGUM,PH104309000,Government,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,INITAO,PH104310000,Government,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,INITAO,PH104310000,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,JASAAN,PH104311000,Government,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,JASAAN,PH104311000,Private,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,KINOGUITAN,PH104312000,Government,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,LAGONGLONG,PH104313000,Government,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,LAGUINDINGAN,PH104314000,Government,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,LIBERTAD,PH104315000,Government,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,LUGAIT,PH104316000,Government,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,MAGSAYSAY (LINUGOS),PH104317000,Government,0,0,15,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,MANTICAO,PH104318000,Government,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,MEDINA,PH104319000,Government,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,MEDINA,PH104319000,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,NAAWAN,PH104320000,Government,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,OPOL,PH104321000,Government,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,OPOL,PH104321000,Private,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,SALAY,PH104322000,Government,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,SALAY,PH104322000,Private,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,SUGBONGCOGON,PH104323000,Government,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,TAGOLOAN,PH104324000,Government,0,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,TAGOLOAN,PH104324000,Private,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,TALISAYAN,PH104325000,Government,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9
REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS ORIENTAL,PH104300000,VILLANUEVA,PH104326000,Government,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
REGION XI (DAVAO REGION),PH110000000,DAVAO DE ORO,PH118200000,COMPOSTELA,PH118201000,Government,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19
REGION XI (DAVAO REGION),PH110000000,DAVAO DE ORO,PH118200000,COMPOSTELA,PH118201000,Private,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3
REGION XI (DAVAO REGION),PH110000000,DAVAO DE ORO,PH118200000,LAAK (SAN VICENTE),PH118202000,Government,0,0,38,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,40
REGION XI (DAVAO REGION),PH110000000,DAVAO DE ORO,PH118200000,MABINI (DO?A ALICIA),PH118203000,Government,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12
REGION XI (DAVAO REGION),PH110000000,DAVAO DE ORO,PH118200000,MACO,PH118204000,Government,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35
REGION XI (DAVAO REGION),PH110000000,DAVAO DE ORO,PH118200000,MACO,PH118204000,Private,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
REGION XI (DAVAO REGION),PH110000000,DAVAO DE ORO,PH118200000,MARAGUSAN (SAN MARIANO),PH118205000,Government,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,27
REGION XI (DAVAO REGION),PH110000000,DAVAO DE ORO,PH118200000,MAWAB,PH118206000,Government,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12
REGION XI (DAVAO REGION),PH110000000,DAVAO DE ORO,PH118200000,MAWAB,PH118206000,Private,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3
REGION XI (DAVAO REGION),PH110000000,DAVAO DE ORO,PH118200000,MONKAYO,PH118207000,Government,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
REGION XI (DAVAO REGION),PH110000000,DAVAO DE ORO,PH118200000,MONKAYO,PH118207000,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REGION XI (DAVAO REGION),PH110000000,DAVAO DE ORO,PH118200000,MONTEVISTA,PH118208000,Government,0,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,22
REGION XI (DAVAO REGION),PH110000000,DAVAO DE ORO,PH118200000,NABUNTURAN (Capital),PH118209000,Government,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31
REGION XI (DAVAO REGION),PH110000000,DAVAO DE ORO,PH118200000,NABUNTURAN (Capital),PH118209000,Private,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4
REGION XI (DAVAO REGION),PH110000000,DAVAO DE ORO,PH118200000,NEW BATAAN,PH118210000,Government,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
REGION XI (DAVAO REGION),PH110000000,DAVAO DE ORO,PH118200000,PANTUKAN,PH118211000,Government,0,0,13,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16
REGION XI (DAVAO REGION),PH110000000,DAVAO DE ORO,PH118200000,PANTUKAN,PH118211000,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,ASUNCION (SAUG),PH112301000,Government,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,ASUNCION (SAUG),PH112301000,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,BRAULIO E. DUJALI,PH112323000,Government,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,CARMEN,PH112303000,Government,0,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,22
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,CARMEN,PH112303000,Private,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,CITY OF PANABO,PH112315000,Government,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,CITY OF PANABO,PH112315000,Private,0,0,0,10,0,0,0,0,0,0,0,6,1,0,0,0,0,0,17
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,CITY OF TAGUM (Capital),PH112319000,Government,0,0,31,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,37
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,CITY OF TAGUM (Capital),PH112319000,Private,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,13
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,ISLAND GARDEN CITY OF SAMAL,PH112317000,Government,0,0,46,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,50
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,ISLAND GARDEN CITY OF SAMAL,PH112317000,Private,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,KAPALONG,PH112305000,Government,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,KAPALONG,PH112305000,Private,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,6
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,NEW CORELLA,PH112314000,Government,0,0,20,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,23
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,NEW CORELLA,PH112314000,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,SAN ISIDRO,PH112324000,Government,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,SAN ISIDRO,PH112324000,Private,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,SANTO TOMAS,PH112318000,Government,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,SANTO TOMAS,PH112318000,Private,0,0,0,2,0,0,0,0,0,0,0,2,5,0,0,0,0,0,9
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL NORTE,PH112300000,TALAINGOD,PH112322000,Government,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,BANSALAN,PH112401000,Government,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,BANSALAN,PH112401000,Private,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,6
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,CITY OF DIGOS (Capital),PH112403000,Government,0,0,33,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,36
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,CITY OF DIGOS (Capital),PH112403000,Private,0,0,0,7,0,0,0,0,0,0,0,8,3,0,0,0,0,0,18
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,DAVAO CITY,PH112402000,Government,0,0,174,2,0,3,0,0,2,0,0,1,2,0,0,0,19,1,204
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,DAVAO CITY,PH112402000,Private,0,0,0,49,0,2,0,0,1,0,0,18,11,0,0,0,0,0,81
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,HAGONOY,PH112404000,Government,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,HAGONOY,PH112404000,Private,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,KIBLAWAN,PH112406000,Government,0,0,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,32
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,KIBLAWAN,PH112406000,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,MAGSAYSAY,PH112407000,Government,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,MALALAG,PH112408000,Government,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,MALALAG,PH112408000,Private,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,MATANAO,PH112410000,Government,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,MATANAO,PH112410000,Private,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,PADADA,PH112411000,Government,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,PADADA,PH112411000,Private,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,5
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,SANTA CRUZ,PH112412000,Government,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,SANTA CRUZ,PH112412000,Private,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,6
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,SULOP,PH112414000,Government,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26
REGION XI (DAVAO REGION),PH110000000,DAVAO DEL SUR,PH112400000,SULOP,PH112414000,Private,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4
REGION XI (DAVAO REGION),PH110000000,DAVAO OCCIDENTAL,PH118600000,DON MARCELINO,PH118601000,Government,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
REGION XI (DAVAO REGION),PH110000000,DAVAO OCCIDENTAL,PH118600000,JOSE ABAD SANTOS (TRINIDAD),PH118602000,Government,0,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28
