,id,DOCTOR,NURSE,MIDWIFE,DENTIST,NUTRITIONI,PHARMACIST,OCCUPATION,MEDICAL TE,PHYSICAL T,RADIOLOGY,X-RAY TECH,year
828,Magsingal,40,230,9,7,0,6,0,2,0,2,0,2017
829,Maguing,0,0,0,0,0,0,0,0,0,0,0,2017
830,Mahaplag,0,20,4,0,0,0,0,0,0,0,0,2017
831,Mahatao,0,0,1,0,0,0,0,0,0,0,0,2017
832,Mahayag,20,120,0,0,0,0,0,2,0,0,0,2017
833,Mahinog,0,0,0,0,0,0,0,0,0,0,0,2017
834,Maigo,10,110,10,0,0,0,0,1,0,0,0,2017
835,Maimbung,0,0,0,0,0,0,0,0,0,0,0,2017
836,Mainit,10,30,7,0,0,0,0,1,0,0,0,2017
837,Maitum,40,70,10,1,0,1,0,2,0,0,0,2017
838,Majayjay,60,100,7,0,0,1,0,2,0,0,0,2017
839,Makati,1299,1486,141,49,27,108,4,326,37,107,19,2017
840,Makato,20,80,9,0,0,0,0,0,0,0,0,2017
841,Makilala,40,170,19,1,1,8,0,4,0,1,0,2017
842,Malabang,50,200,16,1,0,1,0,2,0,0,1,2017
843,Malabon,290,390,24,3,1,4,0,22,0,6,3,2017
844,Malabuyoc,30,100,1,1,1,6,0,1,0,0,0,2017
845,Malalag,80,170,2,0,0,0,0,5,0,1,0,2017
846,Malangas,30,60,11,1,0,3,0,1,0,0,0,2017
847,Malapatan,10,20,8,1,0,0,0,0,0,0,0,2017
848,Malasiqui,190,500,36,8,0,18,0,5,0,1,0,2017
849,Malay,150,360,14,1,2,4,0,5,0,1,1,2017
850,Malaybalay,790,1820,54,6,5,5,0,20,0,5,1,2017
851,Malibcong,10,50,6,0,0,0,0,0,0,0,0,2017
852,Malilipot,10,30,9,0,0,0,0,1,0,0,0,2017
853,Malimono,10,40,3,0,0,0,0,0,0,0,0,2017
854,Malinao (AK),0,0,0,0,0,0,0,0,0,0,0,2017
855,Malinao (AY),30,140,10,1,0,0,0,1,0,0,0,2017
856,Malita,150,370,6,1,1,3,0,5,0,2,2,2017
857,Malitbog (BK),10,10,8,1,0,0,0,1,0,0,0,2017
858,Malitbog (SL),10,10,7,0,0,0,0,0,0,0,0,2017
859,Mallig,10,80,9,1,0,0,0,1,0,0,0,2017
860,Malolos,1360,2710,40,13,10,17,0,38,1,14,5,2017
861,Malungon,40,60,29,1,0,1,0,2,0,0,1,2017
862,Maluso,0,0,0,0,0,0,0,0,0,0,0,2017
863,Malvar,50,90,6,0,0,0,0,3,0,0,0,2017
864,Mamasapano,0,0,0,0,0,0,0,0,0,0,0,2017
865,Mambajao,180,660,16,2,2,3,0,4,1,0,0,2017
866,Mamburao,160,280,4,3,4,2,0,0,3,0,0,2017
867,Mambusao,50,260,13,0,1,2,3,1,0,0,0,2017
868,Manabo,10,10,5,0,0,0,0,1,0,0,0,2017
869,Manaoag,130,180,14,6,1,9,0,1,0,0,1,2017
870,Manapla,10,10,14,1,0,0,0,1,1,0,0,2017
871,Manay,40,90,15,1,0,1,0,3,0,2,0,2017
872,Mandaluyong,3200,3290,70,44,2,23,1,92,12,15,2,2017
873,Mandaon,40,10,6,1,0,1,0,1,0,0,0,2017
874,Mandaue,530,1790,19,5,3,8,0,20,0,7,1,2017
875,Mangaldan,70,130,19,14,0,17,0,5,0,0,0,2017
876,Mangatarem,80,510,27,1,1,19,0,6,0,3,1,2017
877,Mangudadatu,0,0,0,0,0,0,0,0,0,0,0,2017
878,Manila,29470,25341,949,216,100,212,10,653,61,181,,2017
879,Manito,20,90,4,1,0,0,0,2,0,0,0,2017
880,Manjuyod,10,10,13,0,0,0,0,1,0,0,0,2017
881,Mankayan,70,250,18,1,1,1,0,2,0,1,0,2017
882,Manolo Fortich,170,400,25,1,0,0,0,1,1,1,2,2017
883,Mansalay,40,170,9,1,0,2,0,0,1,0,0,2017
884,Manticao,160,250,12,0,0,1,0,2,0,0,0,2017
885,Manukan,30,30,13,0,0,2,0,1,0,0,0,2017
886,Mapanas,10,40,2,0,0,0,0,1,0,0,0,2017
887,Mapandan,60,190,13,2,1,3,0,3,0,0,0,2017
888,Mapun,20,130,23,0,1,1,0,3,0,0,0,2017
889,Marabut,0,0,0,0,0,0,0,1,0,0,0,2017
890,Maragondon,40,80,0,1,0,1,0,1,0,0,0,2017
891,Maragusan,70,290,4,0,1,2,0,4,0,0,0,2017
892,Maramag,520,840,43,2,1,12,0,7,0,5,0,2017
893,Marantao,0,0,0,0,0,0,0,0,0,0,0,2017
894,Marawi,880,320,13,4,1,5,0,9,0,0,0,2017
895,Marcos,120,150,14,2,2,2,0,4,1,1,0,2017
896,Margosatubig,240,270,13,1,1,3,0,4,0,3,0,2017
897,Maria,0,0,0,0,0,0,0,0,0,0,0,2017
898,Maria Aurora,30,80,9,1,0,0,0,2,0,0,0,2017
899,Maribojoc,40,160,7,0,0,1,0,1,0,0,0,2017
900,Marihatag,60,50,7,0,1,1,0,1,0,0,0,2017
901,Marikina,2110,3030,49,5,9,22,1,58,8,28,6,2017
902,Marilao,20,10,11,2,0,0,0,1,0,0,0,2017
903,Maripipi,0,10,5,0,0,0,0,1,0,0,0,2017
904,Mariveles,70,230,7,2,0,0,0,3,0,0,0,2017
905,Marogong,0,0,0,0,0,0,0,0,0,0,0,2017
906,Masbate,400,400,18,2,0,7,1,11,1,1,4,2017
907,Masinloc,0,10,0,0,0,0,0,0,0,0,0,2017
908,Masiu,0,0,0,0,0,0,0,0,0,0,0,2017
909,Maslog,0,0,3,0,0,0,0,0,0,0,0,2017
910,Masantol,20,20,7,1,0,0,0,1,0,0,0,2017
911,Mataasnakahoy,50,100,6,0,0,0,0,2,0,1,0,2017
912,Matag-Ob,10,10,7,0,0,0,0,0,0,0,0,2017
913,Matalam,0,0,0,0,0,3,0,0,0,0,0,2017
914,Matalom,10,50,10,0,0,0,0,1,0,0,0,2017
915,Matanao,50,10,0,0,0,2,0,0,0,0,0,2017
916,Matanog,0,0,0,0,0,0,0,0,0,0,0,2017
917,Mati,590,940,60,4,5,4,0,13,0,1,0,2017
918,Matnog,60,210,13,0,0,0,0,2,0,0,0,2017
919,Matuguinao,0,0,0,0,0,0,0,0,0,0,0,2017
920,Matungao,0,0,0,0,0,0,0,0,0,0,0,2017
921,Mauban,30,70,0,1,1,1,0,2,0,0,0,2017
922,Mawab,90,110,0,0,0,2,0,1,0,1,0,2017
923,Mayantoc,10,20,3,1,0,0,0,0,0,0,0,2017
924,Maydolong,10,20,8,0,0,0,0,0,0,0,0,2017
925,Mayorga,0,10,1,0,0,0,0,1,0,0,0,2017
926,Mayoyao,30,80,11,1,1,1,0,2,0,1,0,2017
927,Medellin,30,160,1,0,0,0,0,1,0,0,1,2017
928,Medina,10,0,8,0,0,0,0,0,0,0,0,2017
929,Mendez,0,0,0,0,0,0,0,0,0,0,0,2017
930,Mercedes,70,500,13,1,1,2,0,5,0,4,1,2017
931,Mercedes (ES),10,10,2,0,0,0,0,0,0,0,0,2017
932,Merida,0,0,0,0,0,0,0,0,0,0,0,2017
933,Mexico,30,30,18,0,0,0,0,2,0,0,0,2017
934,Meycauayan,2060,2630,54,7,4,14,0,45,2,28,1,2017
935,Miag-ao,20,60,13,1,0,0,0,1,0,0,0,2017
936,Midsalip,10,20,5,0,0,1,0,0,0,0,0,2017
937,Midsayap,300,1020,50,2,3,19,0,17,0,3,2,2017
938,Milagros,20,10,0,0,0,0,0,0,0,0,0,2017
939,Milaor,20,20,5,1,0,0,0,1,0,0,0,2017
940,Mina,0,0,0,0,0,0,0,0,0,0,0,2017
941,Minalabac,10,10,15,0,0,0,0,1,0,0,0,2017
942,Minalin,10,10,9,1,0,0,0,1,0,0,0,2017
943,Minglanilla,70,130,7,1,1,1,0,1,0,0,0,2017
944,Mlang,190,350,11,0,1,12,0,4,0,2,0,2017
945,Moalboal,0,90,2,0,0,0,0,1,0,0,0,2017
946,Mobo,10,10,1,1,0,0,0,1,0,0,0,2017
947,Mogpog,20,30,6,0,0,5,0,0,1,0,0,2017
948,Moises Padilla,10,10,11,1,0,0,0,1,0,0,0,2017
949,Molave,450,620,13,1,1,6,0,7,0,3,0,2017
950,Moncada,50,50,14,2,0,0,0,1,0,0,0,2017
951,Mondragon,10,0,3,0,0,0,0,1,0,0,0,2017
952,Monkayo,0,0,0,0,0,0,0,0,0,0,0,2017
953,Monreal,10,100,10,0,0,0,0,1,0,0,0,2017
954,Montevista,200,650,18,1,3,8,0,6,0,3,0,2017
955,Morong (BN),20,40,11,1,0,0,0,1,0,0,1,2017
956,Morong (RL),170,80,11,0,1,0,0,1,0,0,0,2017
957,Motiong,0,0,0,0,0,0,0,0,0,0,0,2017
958,Mulanay,0,0,0,0,0,0,0,0,0,0,0,2017
959,Mulondo,0,0,0,0,0,0,0,0,0,0,0,2017
960,Munai,0,0,0,0,0,0,0,0,0,0,0,2017
961,Muntinlupa,1094,7450,91,58,21,51,1,130,36,60,7,2017
962,Murcia,10,300,35,0,0,0,0,1,0,0,0,2017
963,Mutia,10,20,8,0,0,0,0,0,0,0,0,2017
964,Naawan,10,10,6,0,0,0,0,0,0,0,0,2017
965,Nabas,10,90,9,0,0,0,0,0,0,0,0,2017
966,Nabua,100,770,44,4,0,1,0,4,1,1,1,2017
967,Nabunturan,160,170,6,2,2,4,0,9,0,0,2,2017
968,Naga (CS),2940,7020,133,7,15,13,1,49,19,19,5,2017
969,Naga (CU),0,470,6,0,2,12,0,18,2,0,0,2017
970,Naga (ZS),20,30,10,0,0,0,0,1,0,0,0,2017
971,Nagbukel,10,10,2,0,0,0,0,0,0,0,0,2017
972,Nagcarlan,50,130,10,2,1,1,0,3,0,0,0,2017
973,Nagtipunan,10,90,14,0,0,0,0,1,0,0,0,2017
974,Naguilian (IA),10,80,11,0,0,0,0,1,0,0,0,2017
975,Naguilian (LU),50,210,5,0,1,3,0,3,0,1,0,2017
976,Naic,390,940,20,2,1,7,0,7,0,2,1,2017
977,Nampicuan,10,10,4,0,0,0,0,0,0,0,0,2017
978,Narra,50,40,19,1,1,7,0,1,1,0,0,2017
979,Narvacan,60,170,18,6,1,9,0,4,0,0,0,2017
980,Nasipit,60,180,21,3,0,1,0,2,0,0,0,2017
981,Nasugbu,100,200,1,1,1,2,0,4,0,1,0,2017
982,Natividad,10,10,5,1,1,1,0,1,0,0,0,2017
983,Natonin,20,40,2,0,0,1,0,1,0,0,0,2017
984,Naujan,50,170,29,2,2,5,0,2,1,0,0,2017
985,Naval,200,320,16,1,1,1,0,11,0,0,0,2017
986,Navotas,180,150,47,11,3,0,0,11,0,0,0,2017
987,New Bataan,0,0,0,0,0,0,0,0,0,0,0,2017
988,New Corella,0,0,0,0,0,0,0,0,0,0,0,2017
989,New Lucena,10,50,10,1,0,0,0,1,0,0,0,2017
990,New Washington,20,110,9,0,0,0,0,1,0,1,0,2017
991,Norala,80,120,16,2,1,6,0,4,0,0,0,2017
992,Northern Kabuntalan,0,0,0,0,0,0,0,0,0,0,0,2017
993,Norzagaray,120,370,27,2,1,0,0,1,0,0,0,2017
994,Noveleta,230,330,9,1,1,1,0,3,0,0,1,2017
995,Nueva Era,0,10,3,0,0,2,0,0,0,0,0,2017
996,Nueva Valencia,20,130,19,1,0,0,0,1,0,0,0,2017
997,Numancia,0,0,0,0,0,0,0,0,0,0,0,2017
998,Nunungan,0,0,2,0,0,0,0,0,0,0,0,2017
999,Oas,90,260,15,2,1,1,0,3,0,1,0,2017
1000,Obando,10,20,11,1,0,0,0,1,0,0,0,2017
1001,Ocampo,40,190,15,0,1,1,0,2,0,0,0,2017
1002,Odiongan,140,250,10,2,1,2,0,2,0,2,0,2017
1003,Old Panamao,20,60,6,1,0,1,0,1,0,1,0,2017
1004,Olongapo,2490,4110,46,3,7,26,1,89,3,27,7,2017
1005,Olutanga,20,60,11,1,1,7,0,1,0,0,0,2017
1006,Omar,0,0,0,0,0,0,0,0,0,0,0,2017
1007,Opol,0,10,11,0,0,0,0,0,0,0,0,2017
1008,Orani,170,290,24,1,1,4,0,7,0,1,2,2017
1009,Oras,0,0,0,0,0,0,0,1,0,0,0,2017
1010,Orion,50,270,14,1,1,1,0,3,0,0,0,2017
1011,Ormoc,760,1730,70,5,2,10,0,34,0,3,0,2017
1012,Oroquieta,360,320,16,8,2,2,0,11,0,1,1,2017
1013,Oslob,50,240,14,0,1,1,0,1,0,0,0,2017
1014,Oton,0,0,0,0,0,0,0,0,0,0,0,2017
1015,Ozamiz,790,2490,68,2,6,30,0,23,2,6,0,2017
1016,Padada,230,510,13,1,1,12,0,8,0,1,1,2017
1017,Padre Burgos (QN),0,0,0,0,0,0,0,0,0,0,0,2017
1018,Padre Burgos (SL),20,30,7,0,0,2,0,2,0,0,0,2017
1019,Padre Garcia,60,110,8,1,1,0,0,2,1,1,0,2017
1020,Paete,100,110,12,1,1,1,0,1,0,0,0,2017
1021,Pagadian,1060,1770,35,6,9,28,1,48,1,8,5,2017
1022,Pagagawan,0,0,0,0,0,0,0,0,0,0,0,2017
1023,Pagalungan,0,0,0,0,0,0,0,0,0,0,0,2017
1024,Pagayawan,0,0,0,0,0,0,0,0,0,0,0,2017
1025,Pagbilao,120,110,1,0,2,2,0,2,0,2,0,2017
1026,Paglat,0,0,0,0,0,0,0,0,0,0,0,2017
1027,Pagsanghan,20,50,3,0,0,0,0,0,0,0,0,2017
1028,Pagsanjan,190,110,6,0,0,0,0,5,1,0,1,2017
1029,Pagudpud,10,60,7,1,0,7,0,0,0,0,0,2017
1030,Pakil,90,220,15,2,2,2,0,6,0,2,0,2017
1031,Palanan,20,70,9,1,0,0,0,2,0,0,0,2017
1032,Palanas,10,20,8,1,0,0,0,1,0,0,0,2017
1033,Palapag,10,10,9,0,0,0,0,1,0,0,0,2017
1034,Palauig,10,10,6,1,0,0,0,0,0,0,0,2017
1035,Palayan,60,420,15,5,1,2,0,4,2,3,1,2017
1036,Palimbang,0,10,6,1,0,0,0,0,0,0,0,2017
1037,Palo,330,1010,17,15,3,3,0,18,0,0,2,2017
1038,Palompon,70,280,9,2,1,2,0,3,0,1,0,2017
1039,Paluan,20,30,2,0,0,0,0,0,1,0,0,2017
1040,Pambujan,10,10,7,0,0,0,0,1,0,0,0,2017
1041,Pamplona (CG),10,130,10,1,0,0,0,1,0,0,0,2017
1042,Pamplona (CS),10,10,6,0,0,0,0,0,0,0,0,2017
1043,Pamplona (NR),10,20,18,1,0,0,0,1,0,0,0,2017
1044,Panabo,670,2480,50,3,6,28,0,34,1,15,1,2017
1045,Panaon,10,10,3,0,0,0,0,1,0,0,0,2017
1046,Panay,10,60,11,4,0,0,0,1,0,0,0,2017
1047,Pandag,0,0,0,0,0,0,0,0,0,0,0,2017
1048,Pandami,0,0,0,0,0,0,0,0,0,0,0,2017
1049,Pandan (AE),80,260,18,2,1,2,0,3,0,0,1,2017
1050,Pandan (CT),40,290,15,1,1,1,0,2,0,1,0,2017
1051,Pandi,60,70,2,0,0,0,0,0,0,0,0,2017
1052,Panganiban,0,0,0,0,0,0,0,2,0,0,0,2017
1053,Pangantucan,20,110,24,1,0,1,0,2,0,0,0,2017
1054,Pangil,20,10,5,0,0,0,0,1,0,0,0,2017
1055,Panglao,0,0,0,0,0,0,0,0,0,0,0,2017
1056,Panglima Estino,0,0,0,0,0,0,0,0,0,0,0,2017
1057,Panglima Sugala,0,0,0,0,0,0,0,0,0,0,0,2017
1058,Pangutaran,0,0,0,0,0,0,0,0,0,0,0,2017
1059,Paniqui,290,380,20,1,1,3,0,13,0,0,0,2017
1060,Panitan,10,20,9,0,0,0,0,1,0,0,0,2017
1061,Pantabangan,0,0,0,0,0,0,0,0,0,0,0,2017
1062,Pantao Ragat,0,0,0,0,0,0,0,0,0,0,0,2017
1063,Pantar,0,0,0,0,0,0,0,0,0,0,0,2017
1064,Pantukan,150,430,0,0,0,0,0,2,0,0,2,2017
1065,Panukulan,0,0,0,0,0,0,0,0,0,0,0,2017
1066,Paoay,10,30,10,2,0,6,0,1,0,0,0,2017
1067,Paombong,40,200,19,1,0,3,0,3,2,1,1,2017
1068,Paracale,20,70,25,2,0,0,0,2,0,0,0,2017
1069,Paracelis,30,110,14,3,2,1,0,3,0,1,0,2017
1070,Paranas,0,0,0,0,0,0,0,0,0,0,0,2017
1071,Parang (MA),30,50,0,0,0,0,0,0,0,0,0,2017
1072,Parang (SU),60,90,16,1,0,1,0,4,0,0,0,2017
1073,Paranaque,7830,5330,74,28,11,18,0,79,15,44,7,2017
1074,Pasacao,30,20,10,0,0,0,0,1,0,0,0,2017
1075,Pasay,3500,5920,141,21,13,20,0,92,13,28,4,2017
1076,Pasig,5820,6420,150,42,24,38,2,147,19,61,17,2017
1077,Pasil,10,20,8,1,0,0,0,0,0,0,0,2017
1078,Passi,190,680,51,3,3,3,2,10,0,1,2,2017
1079,Pastrana,10,10,3,0,0,0,0,0,0,0,0,2017
1080,Pasuquin,40,40,9,1,0,5,0,2,0,0,0,2017
1081,Pata,0,0,0,0,0,0,0,0,0,0,0,2017
1082,Pateros,80,50,19,4,1,0,0,14,0,0,1,2017
1083,Patikul,0,0,0,0,0,0,0,0,0,0,0,2017
1084,Patnanungan,0,0,0,0,0,0,0,0,0,0,0,2017
1085,Patnongon,0,10,7,0,0,0,0,0,0,0,0,2017
1086,Pavia,0,0,0,0,0,0,0,0,0,0,0,2017
1087,Payao,20,40,11,1,0,2,0,2,0,0,0,2017
1088,Perez,0,0,0,0,0,0,0,0,0,0,0,2017
1089,Penablanca,10,30,21,1,0,0,0,1,0,0,0,2017
1090,Penaranda,10,10,4,2,0,0,0,1,0,0,0,2017
1091,Penarrubia,10,10,3,0,0,0,0,0,0,0,0,2017
1092,Piagapo,0,0,0,0,0,0,0,0,0,0,0,2017
1093,Piat,60,150,8,2,0,1,0,2,0,0,0,2017
1094,Picong,0,0,0,0,0,0,0,0,0,0,0,2017
1095,Piddig,40,80,7,0,0,4,0,1,0,0,0,2017
1096,Pidigan,10,10,3,0,0,0,0,0,0,0,0,2017
1097,Pigcawayan,20,50,11,1,0,3,0,0,0,0,0,2017
1098,Pikit,10,60,14,0,0,4,0,0,0,0,0,2017
1099,Pila,10,20,6,0,0,0,0,0,0,0,0,2017
1100,Pilar (AA),10,50,5,0,0,0,0,0,0,0,0,2017
1101,Pilar (BN),0,0,0,0,0,0,0,0,0,0,0,2017
1102,Pilar (BL),0,0,0,0,0,0,0,0,0,0,0,2017
1103,Pilar (CZ),10,140,17,0,0,0,0,2,0,0,0,2017
1104,Pilar (CU),0,0,0,0,0,0,0,0,0,0,0,2017
1105,Pilar (SO),10,40,8,0,0,0,0,0,0,0,0,2017
1106,Pilar (SN),30,30,5,1,1,1,0,0,0,0,0,2017
1107,Pili,20,20,16,0,0,0,0,3,0,0,0,2017
1108,Pililla,30,30,0,1,0,0,0,1,0,0,0,2017
1109,Pinabacdao,0,0,0,0,0,0,0,0,0,0,0,2017
1110,Pinamalayan,190,460,39,1,1,14,0,5,0,1,0,2017
1111,Pinamungajan,10,0,0,0,0,3,0,0,0,0,0,2017
1112,Pinili,30,50,5,0,0,4,0,0,0,0,0,2017
1113,Pintuyan,20,80,10,2,1,1,0,1,0,0,0,2017
1114,Pinukpuk,40,110,20,1,1,1,0,2,0,1,0,2017
1115,Pio Duran,80,160,4,2,1,1,0,2,0,0,1,2017
1116,Pio V Corpuz,0,0,0,0,0,0,0,0,0,0,0,2017
1117,Pitogo (QN),0,0,0,0,0,0,0,0,0,0,0,2017
1118,Pitogo (ZR),20,20,3,0,0,0,0,1,0,0,0,2017
1119,Pinan,40,190,11,1,0,3,0,2,0,2,0,2017
1120,Placer (MS),20,20,10,1,0,0,0,1,0,0,0,2017
1121,Placer (SN),20,130,12,1,1,1,0,1,0,0,0,2017
1122,Plaridel (BU),860,1070,30,4,4,8,0,13,0,3,0,2017
1123,Plaridel (MC),20,40,10,0,0,0,0,0,0,0,0,2017
1124,Plaridel (QN),0,0,0,0,0,0,0,0,0,0,0,2017
1125,Pola,10,70,17,0,0,1,0,2,0,0,0,2017
1126,Polanco,10,20,11,0,0,0,0,1,0,0,0,2017
1127,Polangui,30,230,19,2,0,0,0,4,0,1,0,2017
1128,Polillo,0,0,0,0,0,0,0,0,0,0,0,2017
1129,Polomolok,450,850,49,5,3,10,0,16,0,5,0,2017
1130,Pontevedra (CZ),100,470,17,0,0,2,0,6,0,0,1,2017
1131,Pontevedra (NO),10,100,23,0,1,0,0,1,0,0,0,2017
1132,Poona Bayabao,0,0,0,0,0,0,0,0,0,0,0,2017
1133,Poona Piagapo,0,0,0,0,0,0,0,0,0,0,0,2017
1134,Porac,120,350,44,4,1,4,0,9,0,3,1,2017
1135,Poro,0,0,0,0,0,0,0,0,0,0,0,2017
1136,Pototan,280,500,14,1,1,4,1,10,0,4,0,2017
1137,Pozorrubio,20,130,5,1,1,4,0,2,0,0,0,2017
1138,Presentacion,10,30,8,0,0,0,0,1,0,0,0,2017
1139,President Garcia,30,50,2,1,1,1,0,1,0,0,0,2017
1140,President Quirino,10,10,12,1,1,0,0,1,0,0,0,2017
1141,President Roxas (CZ),10,100,10,1,0,0,0,1,0,0,0,2017
1142,President Roxas (NC),0,50,16,1,0,3,0,1,0,0,0,2017
1143,Roxas (ZN),10,0,8,0,0,0,0,0,0,0,0,2017
1144,Prieto Diaz,20,10,4,0,0,0,0,1,0,0,0,2017
1145,Prosperidad,260,790,32,4,2,5,0,12,0,3,0,2017
1146,Pualas,10,30,6,0,0,0,0,0,0,0,0,2017
1147,Pudtol,50,90,9,0,0,1,0,3,0,0,0,2017
1148,Puerto Galera,30,60,12,1,0,4,0,2,1,0,0,2017
1149,Puerto Princesa,390,1090,55,9,6,18,0,11,18,3,0,2017
1150,Pugo,0,0,0,0,0,0,0,0,0,0,0,2017
1151,Pulilan,320,600,5,2,2,5,0,12,1,0,2,2017
1152,Pulupandan,10,10,6,0,0,0,1,0,0,0,0,2017
1153,Pura,10,10,6,1,0,0,0,0,0,0,0,2017
1154,Quezon (BK),100,340,36,1,0,2,0,3,0,1,0,2017
1155,Quezon (IA),30,50,11,0,0,0,0,1,0,0,0,2017
1156,Quezon (MM),2905,408,523,117,152,244,43,898,105,261,45,2017
1157,Quezon (NE),0,0,0,0,0,0,0,0,0,0,0,2017
1158,Quezon (NV),0,0,0,0,0,0,0,0,0,0,0,2017
1159,Quezon (PN),20,50,0,0,0,5,0,3,0,0,0,2017
1160,Quezon (QN),0,0,0,0,0,0,0,0,0,0,0,2017
1161,Quinapondan,0,0,0,0,0,0,0,1,0,0,0,2017
1162,Quirino (IS),40,50,15,1,0,0,0,1,0,0,0,2017
1163,Quirino (IA),0,30,8,1,0,0,0,1,0,0,0,2017
1164,Ragay,20,30,9,1,0,0,0,1,0,0,0,2017
1165,Rajah Buayan,0,0,0,0,0,0,0,0,0,0,0,2017
1166,Ramon,10,50,8,1,0,1,0,1,0,0,0,2017
1167,Ramon Magsaysay,30,20,6,0,0,0,0,1,0,0,0,2017
1168,Ramos,10,10,7,0,0,0,0,1,0,0,0,2017
1169,Rapu-Rapu,40,100,3,1,1,1,0,5,0,0,1,2017
1170,Real,0,0,0,0,0,0,0,0,0,0,0,2017
1171,Reina Mercedes,10,10,5,0,0,0,0,0,0,0,0,2017
1172,Remedios T. Romualdez,0,20,4,0,0,0,0,0,0,0,0,2017
1173,Rizal (CG),0,20,5,0,0,0,0,1,0,0,0,2017
1174,Rizal (KA),30,70,6,1,1,1,0,1,0,1,0,2017
1175,Rizal (LA),0,0,2,0,0,0,0,0,0,0,0,2017
1176,Rizal (NE),10,30,7,1,0,0,0,1,0,0,0,2017
1177,Rizal (OM),30,20,0,0,0,0,0,0,1,0,0,2017
1178,Rizal (PN),30,50,14,0,0,5,0,0,1,0,0,2017
1179,Rizal (ZN),20,10,9,0,0,0,0,0,0,0,0,2017
1180,Rodriguez,550,1340,8,1,1,7,0,8,0,3,2,2017
1181,Romblon,100,410,23,2,1,1,0,2,0,0,0,2017
1182,Ronda,0,0,0,0,0,0,0,0,0,0,0,2017
1183,Rosales,290,1020,15,8,1,20,1,17,4,2,2,2017
1184,Rosario (AS),10,10,9,1,0,0,0,1,0,0,0,2017
1185,Rosario (BS),340,810,21,2,3,10,0,14,0,6,3,2017
1186,Rosario (CE),60,90,2,0,0,0,0,2,0,0,0,2017
1187,Rosario (LU),60,150,23,2,1,3,0,4,0,2,0,2017
1188,Rosario (NS),10,10,5,0,0,0,0,1,0,0,0,2017
1189,R.T. Lim,0,0,0,0,0,2,0,0,0,0,0,2017
1190,Roxas (CZ),1700,4650,33,19,9,12,1,36,6,15,1,2017
1191,Roxas (IA),500,950,46,3,2,8,0,9,1,4,1,2017
1192,Roxas (OR),60,190,13,4,1,13,0,1,2,0,0,2017
1193,Roxas (PN),10,0,1,0,0,0,0,0,0,0,0,2017
1194,Sabangan,10,10,8,0,0,0,0,0,0,0,0,2017
1195,Sablan,10,10,7,0,0,0,0,0,0,0,0,2017
1196,Sablayan,110,300,33,3,2,1,0,2,0,0,0,2017
1197,Sabtang,10,30,2,0,0,0,0,0,0,0,0,2017
1198,Sadanga,10,10,10,1,0,0,0,0,0,0,0,2017
1199,Sagada,40,110,10,1,1,2,0,2,0,1,0,2017
1200,Sagay (CM),0,0,0,0,0,0,0,0,0,0,0,2017
1201,Sagay (NO),40,450,41,3,0,1,0,3,0,0,0,2017
1202,Sagbayan,0,0,0,0,0,0,0,0,0,0,0,2017
1203,Saguday,10,50,7,1,0,0,0,1,0,0,0,2017
1204,Saguiaran,0,0,0,0,0,0,0,0,0,0,0,2017
1205,Sagnay,10,10,7,0,0,0,0,1,0,0,0,2017
1206,Saint Bernard,10,10,10,1,0,0,0,1,0,0,0,2017
1207,Salay,10,10,8,0,0,0,0,1,0,0,0,2017
1208,Salcedo (ES),10,10,6,1,0,0,0,1,0,0,0,2017
1209,Salcedo (IS),60,130,5,0,0,1,0,1,0,0,0,2017
1210,Sallapadan,0,10,1,0,0,0,0,1,0,0,0,2017
1211,Salug,20,0,10,0,0,2,0,1,0,0,0,2017
1212,Salvador,0,0,6,0,0,0,0,0,0,0,0,2017
1213,Salvador Benedicto,0,0,1,0,0,0,0,0,0,0,0,2017
1214,Samal,10,100,19,1,0,0,0,0,0,0,0,2017
1215,Samboan,0,0,0,0,0,1,0,0,0,0,0,2017
1216,Sampaloc,10,60,2,1,0,0,0,1,0,0,0,2017
1217,San Agustin (IA),20,100,8,0,0,0,0,0,0,0,0,2017
1218,San Agustin (RN),10,10,6,0,0,0,0,0,0,0,0,2017
1219,San Agustin (SS),10,0,3,1,0,0,0,1,0,0,0,2017
1220,San Andres (CT),50,170,5,1,1,1,0,4,0,1,0,2017
1221,San Andres (QN),0,0,0,0,0,0,0,0,0,0,0,2017
1222,San Andres (RN),10,50,1,0,0,0,0,1,0,0,0,2017
1223,San Antonio (NS),30,30,4,1,1,1,0,2,0,0,0,2017
1224,San Antonio (NE),100,180,3,1,2,1,0,2,0,0,1,2017
1225,San Antonio (QN),0,0,0,0,0,0,0,0,0,0,0,2017
1226,San Antonio (ZA),0,0,0,0,0,0,0,0,0,0,0,2017
1227,San Benito,0,10,3,0,0,0,0,0,0,0,0,2017
1228,San Carlos (NO),20,120,36,2,0,1,0,2,0,0,0,2017
1229,San Carlos (PS),1060,3110,84,11,6,30,0,39,1,13,8,2017
1230,Sanchez-Mira,80,200,13,1,1,3,0,4,0,3,0,2017
1231,San Clemente,10,10,4,1,0,0,0,0,0,0,0,2017
1232,San Dionisio,10,10,4,1,0,0,0,1,0,0,0,2017
1233,San Emilio,0,0,0,0,0,0,0,0,0,0,0,2017
1234,San Enrique (IO),0,0,0,0,0,0,0,0,0,0,0,2017
1235,San Enrique (NO),10,100,12,0,0,0,0,1,0,0,0,2017
