,name,city,Own use faucet community water system_count,Shared faucet community water system_count,Own use tubed/piped deep well_count,Shared tubed/piped deep well_count,Tubed/piped shallow well_count,Dug well_count,Protected spring_count,Unprotected spring_count,"Lake, river, rain and others_count",Peddler_count,Bottled water_count,Others_count,Not Reported_count,year
423,Danao (CU),,,,,,,,,,,,,,,
424,Dangcagan,DANGCAGAN,1983.0,1277.0,85.0,142.0,14.0,510.0,546.0,86.0,1.0,7.0,517.0,,,2015.0
425,Danglas,DANGLAS,20.0,357.0,76.0,281.0,3.0,37.0,46.0,,17.0,,73.0,,,2015.0
426,Dao,DAO,80.0,141.0,1890.0,1759.0,234.0,1942.0,19.0,2.0,71.0,3.0,1609.0,,,2015.0
427,Dapa,DAPA,339.0,1420.0,43.0,348.0,74.0,12.0,185.0,1.0,124.0,1453.0,1140.0,,,2015.0
428,Dapitan,DAPITAN CITY,1828.0,4250.0,382.0,1085.0,227.0,1482.0,2936.0,327.0,278.0,220.0,5090.0,3.0,,2015.0
429,Daraga,,,,,,,,,,,,,,,
430,Daram,DARAM,238.0,5055.0,96.0,2050.0,93.0,447.0,166.0,126.0,44.0,112.0,289.0,,,2015.0
431,Dasmarinas,CITY OF DASMARIÑAS,69485.0,8167.0,461.0,1279.0,47.0,52.0,587.0,5.0,23.0,3479.0,63450.0,764.0,,2015.0
432,Dasol,DASOL,624.0,140.0,918.0,2359.0,20.0,528.0,20.0,1.0,19.0,6.0,2146.0,4.0,,2015.0
433,Datu Abdullah Sangki,DATU ABDULLAH SANGKI,374.0,157.0,1601.0,1714.0,6.0,27.0,20.0,,,1.0,6.0,,,2015.0
434,Datu Anggal Midtimbang,DATU ANGGAL MIDTIMBANG,67.0,1569.0,146.0,168.0,846.0,730.0,,1.0,35.0,74.0,112.0,96.0,,2015.0
435,Datu Blah Sinsuat,DATU BLAH T. SINSUAT,34.0,61.0,31.0,493.0,12.0,139.0,2778.0,274.0,233.0,22.0,3.0,,,2015.0
436,Datu Hoffer Ampatuan,DATU HOFFER AMPATUAN,52.0,494.0,269.0,1438.0,766.0,727.0,543.0,11.0,4.0,2.0,2.0,,,2015.0
437,Datu Odin Sinsuat,DATU ODIN SINSUAT (DINAIG),3609.0,2258.0,1323.0,5046.0,608.0,1287.0,900.0,935.0,246.0,1.0,872.0,3.0,,2015.0
438,Datu Paglas,DATU PAGLAS,42.0,57.0,1516.0,2572.0,218.0,6.0,108.0,71.0,,,70.0,8.0,,2015.0
439,Datu Piang,DATU PIANG,98.0,141.0,590.0,1125.0,607.0,1110.0,4.0,2.0,5.0,359.0,134.0,9.0,,2015.0
440,Datu Salibo,DATU SALIBO,24.0,7.0,310.0,31.0,66.0,1168.0,3.0,,41.0,941.0,9.0,,,2015.0
441,Datu Saudi-Ampatuan,DATU SAUDI-AMPATUAN,79.0,311.0,186.0,424.0,9.0,1834.0,229.0,4.0,4.0,1193.0,85.0,,,2015.0
442,Datu Unsay,DATU UNSAY,24.0,163.0,134.0,369.0,140.0,193.0,119.0,269.0,163.0,49.0,404.0,2.0,,2015.0
443,Dauin,DAUIN,2806.0,1522.0,80.0,241.0,141.0,109.0,1.0,10.0,,173.0,1397.0,40.0,,2015.0
444,Dauis,DAUIS,1688.0,347.0,17.0,25.0,,15.0,9.0,,123.0,1.0,7675.0,,,2015.0
445,Davao,DAVAO CITY,222141.0,80188.0,5429.0,18858.0,1830.0,5250.0,12899.0,2379.0,1546.0,24837.0,32970.0,1624.0,,2015.0
446,Del Carmen,DEL CARMEN,314.0,1032.0,133.0,25.0,3.0,126.0,61.0,2.0,134.0,12.0,2090.0,41.0,,2015.0
447,Delfin Albano,DELFIN ALBANO (MAGSAYSAY),1036.0,289.0,129.0,190.0,291.0,3460.0,11.0,,,9.0,1148.0,74.0,,2015.0
448,Del Gallego,,,,,,,,,,,,,,,
449,Diadi,DIADI,80.0,89.0,345.0,1270.0,980.0,121.0,647.0,322.0,5.0,,581.0,1.0,,2015.0
450,Diffun,DIFFUN,204.0,307.0,1962.0,4454.0,1165.0,87.0,1468.0,356.0,3.0,,2272.0,5.0,,2015.0
451,Digos,CITY OF DIGOS (Capital),17444.0,7549.0,2706.0,6750.0,414.0,257.0,2136.0,58.0,6.0,628.0,3602.0,,,2015.0
452,Dilasag,DILASAG,224.0,110.0,1453.0,1702.0,266.0,13.0,95.0,80.0,,,5.0,1.0,,2015.0
453,Dimasalang,,,,,,,,,,,,,,,
454,Dimataling,DIMATALING,1027.0,2421.0,339.0,1534.0,167.0,305.0,418.0,19.0,272.0,,69.0,1.0,,2015.0
455,Dimiao,DIMIAO,709.0,374.0,7.0,6.0,1.0,1.0,682.0,93.0,4.0,,1350.0,,,2015.0
456,Dinagat,DINAGAT,257.0,325.0,54.0,535.0,27.0,305.0,421.0,31.0,61.0,2.0,202.0,,,2015.0
457,Dinalungan,DINALUNGAN,2034.0,377.0,70.0,145.0,4.0,4.0,3.0,9.0,4.0,1.0,9.0,1.0,,2015.0
458,Dinalupihan,DINALUPIHAN,10219.0,1463.0,2187.0,2838.0,477.0,179.0,1942.0,915.0,36.0,555.0,3160.0,,,2015.0
459,Dinapigue,DINAPIGUE,9.0,2.0,372.0,553.0,97.0,19.0,158.0,2.0,19.0,,,,,2015.0
460,Dinas,DINAS,2067.0,2281.0,206.0,1173.0,73.0,1277.0,365.0,139.0,13.0,21.0,86.0,1.0,,2015.0
461,Dingalan,DINGALAN,935.0,420.0,628.0,2565.0,194.0,230.0,366.0,22.0,24.0,27.0,312.0,3.0,,2015.0
462,Dingle,DINGLE,2029.0,290.0,1287.0,2210.0,1563.0,335.0,706.0,44.0,22.0,207.0,1721.0,,,2015.0
463,Dingras,DINGRAS,523.0,469.0,1645.0,1751.0,46.0,1498.0,174.0,2.0,24.0,,2623.0,2.0,,2015.0
464,Dipaculao,DIPACULAO,1728.0,658.0,1050.0,2104.0,276.0,86.0,783.0,79.0,14.0,1.0,270.0,2.0,,2015.0
465,Diplahan,DIPLAHAN,586.0,3290.0,218.0,636.0,62.0,234.0,986.0,379.0,81.0,437.0,754.0,,,2015.0
466,Dipolog,DIPOLOG CITY (Capital),3973.0,2552.0,527.0,2475.0,211.0,974.0,624.0,94.0,11.0,692.0,17837.0,13.0,,2015.0
467,Ditsaan-Ramain,DITSAAN-RAMAIN,96.0,310.0,293.0,73.0,385.0,2.0,250.0,326.0,867.0,300.0,325.0,,,2015.0
468,Divilacan,DIVILACAN,10.0,5.0,309.0,537.0,76.0,131.0,2.0,144.0,93.0,,,3.0,,2015.0
469,Dolores (AA),DOLORES,466.0,120.0,374.0,975.0,59.0,46.0,64.0,66.0,24.0,3.0,350.0,1.0,,2015.0
470,Dolores (ES),DOLORES,358.0,2331.0,301.0,3704.0,177.0,164.0,566.0,189.0,198.0,,1463.0,,,2015.0
471,Dolores (QN),DOLORES,2473.0,545.0,573.0,422.0,57.0,20.0,1522.0,64.0,9.0,2.0,785.0,38.0,,2015.0
472,Don Carlos,DON CARLOS,2643.0,1518.0,734.0,2145.0,105.0,2200.0,1341.0,1183.0,12.0,945.0,1573.0,,,2015.0
473,Don Marcelino,DON MARCELINO,1489.0,2358.0,74.0,1273.0,1351.0,1036.0,1775.0,1543.0,130.0,133.0,38.0,7.0,,2015.0
474,Donsol,,,,,,,,,,,,,,,
475,Don Victoriano Chiongbian,DON VICTORIANO CHIONGBIAN (DON MARIANO MARCOS),256.0,1508.0,16.0,184.0,,26.0,319.0,163.0,10.0,,9.0,,,2015.0
476,Dona Remedios Trinidad,DOÑA REMEDIOS TRINIDAD,215.0,231.0,323.0,1104.0,237.0,199.0,1019.0,29.0,348.0,10.0,1370.0,5.0,,2015.0
477,Duero,DUERO,1193.0,150.0,181.0,283.0,9.0,13.0,312.0,109.0,6.0,,1760.0,1.0,,2015.0
478,Duenas,DUEÑAS,563.0,218.0,769.0,1957.0,729.0,1965.0,350.0,24.0,3.0,47.0,1197.0,,,2015.0
479,Dulag,DULAG,130.0,218.0,1978.0,7974.0,82.0,392.0,11.0,2.0,60.0,208.0,781.0,2.0,,2015.0
480,Dumaguete,DUMAGUETE CITY (Capital),17008.0,2933.0,267.0,927.0,54.0,32.0,176.0,5.0,,220.0,8036.0,92.0,,2015.0
481,Dumalag,DUMALAG,494.0,578.0,774.0,975.0,140.0,1453.0,563.0,484.0,148.0,399.0,1067.0,6.0,,2015.0
482,Dumalinao,DUMALINAO,1270.0,1794.0,332.0,739.0,15.0,337.0,1049.0,701.0,17.0,203.0,640.0,,,2015.0
483,Dumalneg,DUMALNEG,571.0,1.0,,,,,,,,,2.0,,,2015.0
484,Dumangas,DUMANGAS,319.0,335.0,1300.0,3549.0,136.0,229.0,15.0,1.0,29.0,96.0,9769.0,15.0,,2015.0
485,Dumanjug,DUMANJUG,4350.0,2106.0,45.0,499.0,131.0,110.0,688.0,156.0,1.0,116.0,2710.0,48.0,,2015.0
486,Dumaran,DUMARAN,478.0,1210.0,252.0,333.0,481.0,2965.0,6.0,1.0,53.0,23.0,10.0,,,2015.0
487,Dumarao,DUMARAO,420.0,262.0,2242.0,2624.0,430.0,2152.0,1153.0,299.0,21.0,50.0,1414.0,,,2015.0
488,Dumingag,DUMINGAG,1128.0,2412.0,762.0,2101.0,549.0,898.0,704.0,953.0,134.0,1.0,244.0,2.0,,2015.0
489,Dupax Del Norte,DUPAX DEL NORTE,358.0,232.0,882.0,1522.0,201.0,14.0,1383.0,974.0,3.0,,1075.0,2.0,,2015.0
490,Dupax Del Sur,DUPAX DEL SUR,321.0,82.0,307.0,969.0,184.0,163.0,1452.0,415.0,2.0,1.0,452.0,183.0,,2015.0
491,Echague,ECHAGUE,619.0,296.0,4934.0,7034.0,96.0,849.0,66.0,30.0,3.0,5.0,4939.0,3.0,,2015.0
492,El Nido,EL NIDO (BACUIT),380.0,1989.0,413.0,1050.0,217.0,3695.0,194.0,192.0,231.0,156.0,973.0,,,2015.0
493,El Salvador,CITY OF EL SALVADOR,6211.0,2339.0,55.0,403.0,35.0,26.0,26.0,14.0,74.0,162.0,2595.0,,,2015.0
494,Enrile,ENRILE,3538.0,341.0,1083.0,1280.0,25.0,567.0,339.0,,,,370.0,,,2015.0
495,E. B. Magalona,ENRIQUE B. MAGALONA (SARAVIA),226.0,866.0,298.0,5319.0,43.0,350.0,733.0,157.0,11.0,96.0,6565.0,,,2015.0
496,Enrique Villanueva,ENRIQUE VILLANUEVA,386.0,703.0,3.0,18.0,2.0,2.0,5.0,1.0,3.0,31.0,322.0,,,2015.0
497,Escalante,CITY OF ESCALANTE,1329.0,3103.0,693.0,2528.0,200.0,7116.0,329.0,214.0,108.0,411.0,5507.0,6.0,,2015.0
498,Esperanza (AS),ESPERANZA,1293.0,2026.0,227.0,5045.0,39.0,197.0,1467.0,491.0,54.0,8.0,788.0,19.0,,2015.0
499,Esperanza (MS),,,,,,,,,,,,,,,
500,Esperanza (SK),ESPERANZA,912.0,1270.0,5038.0,2714.0,364.0,241.0,1476.0,1104.0,337.0,260.0,2147.0,5.0,,2015.0
501,Estancia,ESTANCIA,270.0,809.0,768.0,3627.0,147.0,1322.0,23.0,1.0,,466.0,3685.0,45.0,,2015.0
502,Famy,FAMY,1785.0,628.0,50.0,738.0,252.0,53.0,374.0,23.0,13.0,32.0,169.0,,,2015.0
503,Ferrol,FERROL,48.0,120.0,187.0,1032.0,2.0,11.0,53.0,49.0,,,153.0,1.0,,2015.0
504,Flora,FLORA,139.0,36.0,521.0,693.0,290.0,1896.0,52.0,36.0,13.0,299.0,81.0,,,2015.0
505,Floridablanca,FLORIDABLANCA,20231.0,841.0,1695.0,1550.0,565.0,52.0,613.0,1.0,65.0,281.0,2974.0,47.0,,2015.0
506,Gabaldon,GABALDON (BITULOK & SABANI),53.0,151.0,2673.0,2663.0,10.0,8.0,2039.0,249.0,46.0,185.0,428.0,5.0,,2015.0
507,Gainza,,,,,,,,,,,,,,,
508,Galimuyod,GALIMUYOD,554.0,234.0,104.0,747.0,14.0,13.0,63.0,3.0,,24.0,570.0,,,2015.0
509,Gamay,GAMAY,111.0,516.0,379.0,2286.0,110.0,34.0,776.0,176.0,86.0,617.0,172.0,,,2015.0
510,Gamu,GAMU,676.0,371.0,1184.0,1806.0,9.0,561.0,36.0,2.0,2.0,2.0,1995.0,147.0,,2015.0
511,Ganassi,GANASSI,39.0,357.0,247.0,444.0,55.0,3.0,881.0,612.0,937.0,1.0,3.0,,,2015.0
512,Gandara,GANDARA,249.0,4117.0,18.0,668.0,69.0,60.0,90.0,548.0,23.0,585.0,693.0,1.0,,2015.0
513,Gapan,CITY OF GAPAN,8149.0,4007.0,5065.0,6120.0,271.0,8.0,76.0,1.0,1.0,9.0,1178.0,21.0,,2015.0
514,Garchitorena,,,,,,,,,,,,,,,
515,Garcia-Hernandez,GARCIA HERNANDEZ,2214.0,252.0,2.0,73.0,8.0,2.0,201.0,62.0,3.0,3.0,2172.0,1.0,,2015.0
516,Gasan,GASAN,800.0,1431.0,696.0,1876.0,508.0,65.0,122.0,126.0,13.0,99.0,2328.0,6.0,,2015.0
517,Gattaran,GATTARAN,365.0,205.0,4551.0,5000.0,85.0,512.0,338.0,6.0,126.0,,1686.0,,,2015.0
518,Gen. Emilio Aguinaldo,GENERAL EMILIO AGUINALDO,2258.0,157.0,12.0,5.0,19.0,11.0,86.0,1.0,29.0,1.0,1820.0,15.0,,2015.0
519,General Luna (QN),GENERAL LUNA,255.0,818.0,106.0,352.0,92.0,1966.0,449.0,90.0,3.0,250.0,1297.0,2.0,,2015.0
520,General Luna  (SN),GENERAL LUNA,28.0,698.0,63.0,843.0,4.0,317.0,6.0,1.0,95.0,11.0,1771.0,10.0,,2015.0
521,General Macarthur,GENERAL MACARTHUR,415.0,1372.0,9.0,71.0,1.0,3.0,26.0,78.0,215.0,,844.0,,,2015.0
522,General Mamerto Natividad,GENERAL MAMERTO NATIVIDAD,1289.0,481.0,2912.0,2936.0,941.0,,38.0,,,,1404.0,29.0,,2015.0
523,General Nakar,GENERAL NAKAR,591.0,1909.0,554.0,816.0,12.0,102.0,1320.0,887.0,94.0,2.0,143.0,21.0,,2015.0
524,General Santos,,,,,,,,,,,,,,,
525,General Tinio,GENERAL TINIO (PAPAYA),2902.0,658.0,1973.0,1898.0,1475.0,21.0,267.0,1.0,107.0,2.0,1691.0,1.0,,2015.0
526,General Trias,CITY OF GENERAL TRIAS,13076.0,2622.0,556.0,1120.0,67.0,111.0,225.0,4.0,24.0,264.0,61922.0,151.0,,2015.0
527,Gen. Mariano Alvarez,GEN. MARIANO ALVAREZ,20916.0,6911.0,35.0,90.0,8.0,18.0,29.0,2.0,2.0,465.0,6130.0,167.0,,2015.0
528,Gen S.K Pendatun,GEN. S. K. PENDATUN,165.0,330.0,1223.0,2057.0,36.0,79.0,,1.0,117.0,,1.0,280.0,,2015.0
529,Gerona,GERONA,1808.0,474.0,5605.0,5526.0,590.0,16.0,13.0,3.0,,243.0,7013.0,11.0,,2015.0
530,Getafe,GETAFE,173.0,627.0,31.0,699.0,42.0,1079.0,167.0,,262.0,440.0,2967.0,,,2015.0
531,Gigaquit,GIGAQUIT,259.0,924.0,130.0,677.0,7.0,312.0,398.0,,299.0,1.0,1520.0,5.0,,2015.0
532,Gigmoto,,,,,,,,,,,,,,,
533,Ginatilan,GINATILAN,1535.0,720.0,48.0,131.0,1.0,38.0,175.0,162.0,,6.0,564.0,,,2015.0
534,Gingoog,GINGOOG CITY,7934.0,7333.0,319.0,5599.0,183.0,132.0,3904.0,617.0,64.0,66.0,383.0,,,2015.0
535,Giporlos,GIPORLOS,133.0,902.0,174.0,1513.0,4.0,67.0,113.0,4.0,37.0,2.0,275.0,,,2015.0
536,Gitagum,GITAGUM,2596.0,705.0,23.0,62.0,,7.0,77.0,2.0,14.0,5.0,404.0,,,2015.0
537,Glan,GLAN,1958.0,4891.0,2641.0,5752.0,1275.0,2694.0,3877.0,2728.0,241.0,20.0,2289.0,,,2015.0
538,Gloria,GLORIA,632.0,1503.0,2885.0,4752.0,51.0,49.0,89.0,143.0,16.0,147.0,78.0,21.0,,2015.0
539,Goa,,,,,,,,,,,,,,,
540,Godod,GODOD,390.0,1416.0,62.0,482.0,115.0,317.0,899.0,46.0,68.0,1.0,4.0,2.0,,2015.0
541,Gonzaga,GONZAGA,1414.0,564.0,1461.0,743.0,178.0,2470.0,220.0,35.0,3.0,,1515.0,,,2015.0
542,Governor Generoso,GOVERNOR GENEROSO,3369.0,2465.0,684.0,4194.0,102.0,258.0,919.0,308.0,4.0,2.0,424.0,9.0,,2015.0
543,Gregorio Del Pilar,GREGORIO DEL PILAR (CONCEPCION),827.0,76.0,,,3.0,,1.0,1.0,,,,,,2015.0
544,Guagua,GUAGUA,12127.0,732.0,3247.0,1854.0,48.0,49.0,174.0,,1.0,7.0,8088.0,9.0,,2015.0
545,Gubat,,,,,,,,,,,,,,,
546,Guiguinto (BU),GUIGUINTO,2873.0,259.0,626.0,335.0,68.0,22.0,,,1.0,91.0,18768.0,19.0,,2015.0
547,Guihulngan,CITY OF GUIHULNGAN,1347.0,5075.0,782.0,3764.0,429.0,1667.0,3726.0,1389.0,,221.0,4087.0,7.0,,2015.0
548,Guimba,GUIMBA,7936.0,1364.0,7118.0,10982.0,151.0,67.0,4.0,,,6.0,1069.0,10.0,,2015.0
549,Guimbal,GUIMBAL,399.0,129.0,1043.0,1800.0,74.0,1615.0,113.0,13.0,9.0,2.0,2238.0,35.0,,2015.0
550,Guinayangan,GUINAYANGAN,1706.0,1761.0,867.0,1336.0,144.0,1516.0,564.0,64.0,27.0,3.0,2312.0,4.0,,2015.0
551,Guindulman,GUINDULMAN,3379.0,1016.0,24.0,354.0,183.0,111.0,172.0,77.0,3.0,189.0,1726.0,,,2015.0
552,Guindulungan,GUINDULUNGAN,193.0,340.0,705.0,1208.0,21.0,266.0,172.0,75.0,14.0,,8.0,1.0,,2015.0
553,Guinobatan,,,,,,,,,,,,,,,
554,Guinsiliban,GUINSILIBAN,1055.0,300.0,1.0,96.0,,,5.0,2.0,,,,,,2015.0
555,Guipos,GUIPOS,1687.0,1260.0,68.0,254.0,4.0,202.0,261.0,366.0,22.0,24.0,157.0,2.0,,2015.0
556,Guiuan,GUIUAN,685.0,1334.0,53.0,827.0,327.0,346.0,679.0,2.0,634.0,13.0,7547.0,1.0,,2015.0
557,Gumaca,GUMACA,443.0,1267.0,685.0,3878.0,322.0,1714.0,715.0,320.0,344.0,796.0,7953.0,8.0,,2015.0
558,Gutalac,GUTALAC,184.0,1341.0,517.0,1799.0,34.0,2059.0,799.0,630.0,17.0,1.0,203.0,,,2015.0
559,Hadji Mohammad Ajul,HADJI MOHAMMAD AJUL,21.0,16.0,126.0,308.0,12.0,2440.0,1.0,3.0,2.0,7.0,12.0,,,2015.0
560,Hadji Muhtamad,HADJI MUHTAMAD,72.0,41.0,3.0,18.0,23.0,1696.0,1.0,1.0,4.0,2081.0,16.0,,,2015.0
561,Hadji Panglima Tahil,HADJI PANGLIMA TAHIL (MARUNGGAS),1.0,31.0,,1.0,,4.0,,,,1053.0,1.0,,,2015.0
562,Hagonoy (BU),HAGONOY,14997.0,583.0,116.0,802.0,65.0,148.0,191.0,1.0,3.0,14.0,13274.0,14.0,,2015.0
563,Hagonoy (DS),HAGONOY,2100.0,1536.0,1292.0,5775.0,611.0,12.0,36.0,4.0,1.0,86.0,1745.0,,,2015.0
564,Hamtic,HAMTIC,292.0,480.0,1471.0,3397.0,31.0,37.0,1417.0,976.0,39.0,120.0,2271.0,4.0,,2015.0
565,Hermosa,HERMOSA,4534.0,1432.0,1034.0,3994.0,1086.0,385.0,1075.0,94.0,2.0,222.0,566.0,15.0,,2015.0
566,Hernani,HERNANI,148.0,535.0,7.0,453.0,4.0,,784.0,26.0,4.0,1.0,98.0,,,2015.0
567,Hilongos,HILONGOS,996.0,2616.0,786.0,5881.0,133.0,317.0,253.0,71.0,376.0,10.0,2947.0,8.0,,2015.0
568,Himamaylan,CITY OF HIMAMAYLAN,4826.0,4940.0,1230.0,3543.0,429.0,3074.0,1916.0,976.0,63.0,460.0,4211.0,9.0,,2015.0
569,Hinabangan,HINABANGAN,667.0,1265.0,36.0,9.0,173.0,12.0,283.0,65.0,176.0,22.0,83.0,,,2015.0
570,Hinatuan,HINATUAN,3421.0,2110.0,14.0,281.0,431.0,223.0,460.0,234.0,480.0,6.0,1207.0,,,2015.0
571,Hindang,HINDANG,622.0,1205.0,484.0,1603.0,137.0,122.0,446.0,16.0,130.0,11.0,218.0,,,2015.0
572,Hingyon,HINGYON,535.0,1024.0,6.0,4.0,,1.0,365.0,104.0,1.0,,5.0,,,2015.0
573,Hinigaran,HINIGARAN,1319.0,1118.0,1070.0,5467.0,1542.0,5542.0,139.0,17.0,18.0,1155.0,3152.0,38.0,,2015.0
574,Hinobaan,HINOBA-AN (ASIA),110.0,371.0,1293.0,6568.0,390.0,1199.0,662.0,593.0,42.0,83.0,1226.0,1.0,,2015.0
575,Hinunangan,HINUNANGAN,4011.0,1442.0,31.0,69.0,8.0,14.0,109.0,11.0,5.0,1.0,1239.0,,,2015.0
576,Hinundayan,HINUNDAYAN,2561.0,344.0,2.0,31.0,2.0,,1.0,,,,113.0,,,2015.0
577,Hungduan,HUNGDUAN,17.0,13.0,1.0,,1.0,,1818.0,90.0,1.0,,,,,2015.0
578,Iba,IBA (Capital),1171.0,198.0,3316.0,1493.0,1254.0,162.0,305.0,21.0,23.0,48.0,3900.0,18.0,,2015.0
579,Ibaan,IBAAN,4543.0,1577.0,1964.0,1598.0,27.0,176.0,31.0,6.0,53.0,2.0,2147.0,183.0,,2015.0
580,Ibajay,IBAJAY,387.0,736.0,1707.0,3967.0,525.0,122.0,1127.0,803.0,,,1645.0,,,2015.0
581,Igbaras,IGBARAS,376.0,155.0,1002.0,1523.0,175.0,205.0,2738.0,596.0,1.0,10.0,241.0,,,2015.0
582,Iguig,IGUIG,632.0,98.0,773.0,859.0,1393.0,350.0,2.0,2.0,1.0,30.0,2039.0,,,2015.0
583,Ilagan,ILAGAN City (Capital),1826.0,849.0,4749.0,10454.0,258.0,7493.0,477.0,134.0,61.0,61.0,8243.0,64.0,,2015.0
584,Iligan,ILIGAN CITY,20197.0,14617.0,1168.0,3901.0,482.0,1294.0,8131.0,1006.0,420.0,535.0,24790.0,52.0,,2015.0
585,Ilog,ILOG,274.0,1784.0,210.0,1323.0,79.0,4118.0,913.0,209.0,7.0,360.0,3781.0,8.0,,2015.0
586,Iloilo,ILOILO CITY (Capital),4795.0,3055.0,1932.0,1922.0,96.0,333.0,,,11.0,6557.0,76396.0,3.0,,2015.0
587,Imelda,IMELDA,1617.0,2084.0,168.0,161.0,62.0,764.0,749.0,496.0,19.0,240.0,179.0,1.0,,2015.0
588,Impasug-Ong,IMPASUG-ONG,3642.0,5033.0,68.0,191.0,75.0,70.0,429.0,211.0,25.0,4.0,110.0,,,2015.0
589,Imus,IMUS CITY,8417.0,679.0,1486.0,773.0,78.0,97.0,745.0,1.0,10.0,179.0,84796.0,112.0,,2015.0
590,Inabanga,INABANGA,881.0,970.0,193.0,1483.0,47.0,1191.0,427.0,49.0,411.0,348.0,3895.0,1.0,,2015.0
591,Indanan,INDANAN,1594.0,3960.0,879.0,2195.0,38.0,947.0,563.0,324.0,1658.0,1557.0,235.0,4.0,,2015.0
592,Indang,INDANG,8709.0,1698.0,170.0,299.0,25.0,30.0,603.0,14.0,66.0,43.0,3332.0,27.0,,2015.0
593,Infanta (PS),INFANTA,655.0,1139.0,683.0,1084.0,88.0,100.0,157.0,223.0,8.0,1.0,1483.0,,,2015.0
594,Infanta (QN),INFANTA,5974.0,2666.0,1473.0,2056.0,444.0,588.0,415.0,30.0,18.0,914.0,1820.0,51.0,,2015.0
595,Initao,INITAO,1567.0,2306.0,153.0,894.0,110.0,623.0,110.0,22.0,15.0,318.0,1437.0,,,2015.0
596,Inopacan,INOPACAN,2367.0,1194.0,156.0,391.0,3.0,24.0,305.0,62.0,112.0,2.0,296.0,,,2015.0
597,Ipil,IPIL (CAPITAL),1428.0,3894.0,440.0,2593.0,179.0,1164.0,590.0,40.0,16.0,2107.0,5547.0,96.0,,2015.0
598,Iriga,,,,,,,,,,,,,,,
599,Irosin,,,,,,,,,,,,,,,
600,Isabel,ISABEL,4851.0,1858.0,330.0,1253.0,20.0,164.0,358.0,6.0,96.0,9.0,2232.0,24.0,,2015.0
601,Isabela (BAS),CITY OF ISABELA,8373.0,4820.0,556.0,3166.0,79.0,1132.0,766.0,126.0,119.0,1976.0,1792.0,11.0,,2015.0
602,Isabela (NO),ISABELA,481.0,1436.0,1175.0,5071.0,569.0,1319.0,2030.0,343.0,13.0,105.0,1253.0,6.0,,2015.0
603,Igacos,ISLAND GARDEN CITY OF SAMAL,8233.0,6808.0,335.0,1092.0,42.0,110.0,2046.0,4.0,909.0,1443.0,5222.0,1.0,,2015.0
604,Isulan,ISULAN (Capital),1538.0,711.0,3909.0,4648.0,1427.0,38.0,1069.0,35.0,12.0,100.0,6842.0,3.0,,2015.0
605,Itbayat,ITBAYAT,644.0,21.0,,,,4.0,8.0,,109.0,,45.0,,,2015.0
606,Itogon,ITOGON,609.0,2150.0,174.0,346.0,4.0,6.0,4214.0,1081.0,3.0,501.0,5138.0,,,2015.0
607,Ivana,IVANA,189.0,158.0,1.0,1.0,,,,,,,22.0,,,2015.0
608,Ivisan,IVISAN,740.0,569.0,216.0,1458.0,600.0,397.0,436.0,82.0,134.0,521.0,1583.0,2.0,,2015.0
609,Jabonga,,,,,,,,,,,,,,,
610,Jaen,JAEN,7401.0,1627.0,3403.0,4704.0,205.0,,2.0,,,,531.0,31.0,,2015.0
611,Jagna,JAGNA,2278.0,1212.0,19.0,52.0,5.0,5.0,127.0,4.0,1.0,7.0,3796.0,,,2015.0
612,Jalajala,JALA-JALA,1372.0,783.0,723.0,1466.0,32.0,37.0,166.0,16.0,88.0,163.0,2067.0,6.0,,2015.0
613,Jamindan,JAMINDAN,175.0,373.0,668.0,995.0,487.0,4233.0,265.0,511.0,51.0,373.0,445.0,,,2015.0
614,Janiuay,JANIUAY,1439.0,1389.0,2268.0,3925.0,394.0,1039.0,863.0,188.0,111.0,211.0,2038.0,,,2015.0
615,Jaro,JARO,1670.0,2502.0,516.0,1646.0,78.0,800.0,1884.0,416.0,41.0,19.0,172.0,3.0,,2015.0
616,Jasaan,JASAAN,5533.0,4366.0,346.0,142.0,20.0,507.0,269.0,42.0,129.0,66.0,764.0,,,2015.0
617,Javier,JAVIER (BUGHO),494.0,2007.0,339.0,2042.0,248.0,432.0,209.0,15.0,31.0,2.0,204.0,1.0,,2015.0
618,Jiabong,JIABONG,660.0,1680.0,99.0,731.0,5.0,6.0,373.0,171.0,4.0,51.0,116.0,,,2015.0
619,Jimalalud,JIMALALUD,257.0,846.0,228.0,1318.0,80.0,1225.0,1859.0,540.0,,52.0,783.0,3.0,,2015.0
620,Jimenez,JIMENEZ,3033.0,712.0,126.0,424.0,430.0,12.0,840.0,150.0,4.0,1.0,630.0,,,2015.0
621,Jipapad,JIPAPAD,3.0,1446.0,6.0,59.0,102.0,2.0,3.0,81.0,19.0,,7.0,,,2015.0
622,Jolo,JOLO (Capital),8405.0,7914.0,365.0,1286.0,89.0,300.0,51.0,3.0,40.0,869.0,116.0,5.0,,2015.0
623,Jomalig,JOMALIG,,4.0,41.0,430.0,526.0,461.0,3.0,3.0,3.0,3.0,58.0,,,2015.0
624,Jones,JONES,424.0,221.0,3986.0,3699.0,9.0,183.0,232.0,64.0,2.0,,1828.0,2.0,,2015.0
625,Jordan,JORDAN (CAPITAL),190.0,735.0,451.0,1354.0,139.0,1993.0,433.0,286.0,3.0,99.0,2622.0,6.0,,2015.0
