,name,city,Own use faucet community water system_count,Shared faucet community water system_count,Own use tubed/piped deep well_count,Shared tubed/piped deep well_count,Tubed/piped shallow well_count,Dug well_count,Protected spring_count,Unprotected spring_count,"Lake, river, rain and others_count",Peddler_count,Bottled water_count,Others_count,Not Reported_count,year
1255,San Ildefonso (BU),SAN ILDEFONSO,4506.0,497.0,2953.0,3749.0,361.0,187.0,,,16.0,12.0,11924.0,52.0,,2015.0
1256,San Ildefonso (IS),SAN ILDEFONSO,7.0,,,19.0,871.0,,,,,,863.0,,,2015.0
1257,San Isidro (AA),SAN ISIDRO,,1.0,4.0,81.0,290.0,14.0,199.0,388.0,,,105.0,,,2015.0
1258,San Isidro (BL),SAN ISIDRO,496.0,104.0,1.0,3.0,14.0,79.0,781.0,251.0,9.0,,460.0,,,2015.0
1259,San Isidro (DN),SAN ISIDRO,1052.0,1726.0,38.0,349.0,45.0,1006.0,1528.0,383.0,36.0,264.0,33.0,,,2015.0
1260,San Isidro (DO),SAN ISIDRO,1356.0,1158.0,616.0,2583.0,159.0,265.0,890.0,399.0,4.0,4.0,374.0,13.0,,2015.0
1261,San Isidro (IA),SAN ISIDRO,94.0,17.0,2516.0,1618.0,1.0,1.0,5.0,,,,1579.0,,,2015.0
1262,San Isidro (LE),SAN ISIDRO,101.0,288.0,82.0,404.0,287.0,4738.0,5.0,4.0,7.0,39.0,1927.0,,,2015.0
1263,San Isidro (NS),SAN ISIDRO,240.0,3935.0,109.0,318.0,67.0,8.0,347.0,55.0,1.0,100.0,486.0,,,2015.0
1264,San Isidro (NE),SAN ISIDRO,4064.0,1339.0,1511.0,2223.0,199.0,2.0,13.0,,1.0,3.0,1968.0,2.0,,2015.0
1265,San Isidro (SN),SAN ISIDRO,217.0,458.0,8.0,47.0,,2.0,126.0,,172.0,,594.0,1.0,,2015.0
1266,San Jacinto (MS),,,,,,,,,,,,,,,
1267,San Jacinto (PS),SAN JACINTO,1211.0,194.0,1444.0,3854.0,14.0,6.0,4.0,1.0,,4.0,2477.0,2.0,,2015.0
1268,San Joaquin,SAN JOAQUIN,1244.0,1822.0,1105.0,1681.0,312.0,792.0,2859.0,470.0,45.0,13.0,811.0,9.0,,2015.0
1269,San Jorge,SAN JORGE,356.0,1200.0,47.0,805.0,33.0,15.0,384.0,96.0,97.0,,452.0,1.0,,2015.0
1270,San Jose (AE),SAN JOSE (Capital),5590.0,1301.0,1314.0,2743.0,40.0,29.0,183.0,9.0,,611.0,1738.0,3.0,,2015.0
1271,San Jose (BS),SAN JOSE,13578.0,1324.0,194.0,35.0,11.0,12.0,36.0,58.0,35.0,2.0,3168.0,5.0,,2015.0
1272,San Jose (CS),,,,,,,,,,,,,,,
1273,San Jose (DI),SAN JOSE (CAPITAL),2015.0,1999.0,287.0,448.0,97.0,21.0,442.0,5.0,7.0,135.0,266.0,43.0,,2015.0
1274,San Jose (NR),SAN JOSE,2031.0,1448.0,70.0,515.0,14.0,78.0,4.0,,,4.0,443.0,,,2015.0
1275,San Jose (NS),SAN JOSE,299.0,976.0,64.0,683.0,86.0,483.0,14.0,2.0,,3.0,1297.0,,,2015.0
1276,San Jose (NE),SAN JOSE CITY,6315.0,733.0,9284.0,8875.0,1111.0,41.0,415.0,5.0,4.0,5.0,5951.0,30.0,,2015.0
1277,San Jose (OM),SAN JOSE,2465.0,2588.0,2295.0,3958.0,1566.0,1850.0,1031.0,575.0,59.0,1025.0,15783.0,13.0,,2015.0
1278,San Jose (RN),SAN JOSE,532.0,525.0,34.0,261.0,,47.0,682.0,115.0,12.0,,184.0,,,2015.0
1279,San Jose (TC),SAN JOSE,179.0,40.0,2806.0,4244.0,76.0,94.0,186.0,13.0,38.0,,721.0,20.0,,2015.0
1280,San Jose De Buan,SAN JOSE DE BUAN,88.0,1033.0,2.0,6.0,,1.0,153.0,288.0,62.0,3.0,13.0,,,2015.0
1281,San Jose Del Monte,CITY OF SAN JOSE DEL MONTE,61717.0,22421.0,1273.0,1394.0,188.0,1015.0,1114.0,202.0,27.0,1169.0,35655.0,378.0,,2015.0
1282,San Juan (AA),SAN JUAN,91.0,115.0,272.0,965.0,,31.0,303.0,234.0,33.0,,173.0,,,2015.0
1283,San Juan (BS),SAN JUAN,4728.0,1577.0,6585.0,5651.0,826.0,81.0,1237.0,64.0,21.0,11.0,3113.0,17.0,,2015.0
1284,San Juan (IS),SAN JUAN (LAPOG),745.0,121.0,269.0,257.0,2227.0,318.0,69.0,7.0,,6.0,2458.0,,,2015.0
1285,San Juan (LU),SAN JUAN,250.0,182.0,1281.0,1763.0,16.0,111.0,599.0,65.0,,,4446.0,1.0,,2015.0
1286,San Juan (MM),CITY OF SAN JUAN,15950.0,2444.0,,,,,,,,773.0,9456.0,,,2015.0
1287,San Juan (SR),SAN JUAN,781.0,1499.0,39.0,533.0,4.0,2.0,121.0,,,22.0,578.0,,,2015.0
1288,San Juan (SL),SAN JUAN (CABALIAN),1683.0,283.0,2.0,44.0,2.0,,4.0,1.0,2.0,,1335.0,,,2015.0
1289,San Julian,SAN JULIAN,395.0,918.0,22.0,746.0,12.0,247.0,204.0,49.0,1.0,,775.0,,,2015.0
1290,San Leonardo,SAN LEONARDO,8119.0,1848.0,988.0,2600.0,8.0,409.0,97.0,7.0,,71.0,855.0,10.0,,2015.0
1291,San Lorenzo,SAN LORENZO,122.0,20.0,364.0,70.0,32.0,4744.0,5.0,1.0,2.0,6.0,628.0,1.0,,2015.0
1292,San Lorenzo Ruiz,,,,,,,,,,,,,,,
1293,San Luis (AS),SAN LUIS,1267.0,1118.0,107.0,2159.0,49.0,484.0,579.0,575.0,328.0,1.0,33.0,,,2015.0
1294,San Luis (AU),SAN LUIS,1735.0,819.0,1114.0,820.0,851.0,8.0,91.0,49.0,7.0,6.0,535.0,20.0,,2015.0
1295,San Luis (BS),SAN LUIS,5433.0,474.0,346.0,244.0,7.0,58.0,36.0,3.0,12.0,3.0,472.0,280.0,,2015.0
1296,San Luis (PA),SAN LUIS,4178.0,212.0,1402.0,246.0,916.0,4.0,17.0,,,94.0,3858.0,18.0,,2015.0
1297,San Manuel (IA),SAN MANUEL,886.0,468.0,1287.0,2768.0,83.0,33.0,74.0,1.0,18.0,9.0,1969.0,17.0,,2015.0
1298,San Manuel (PS),SAN MANUEL,2590.0,723.0,3240.0,3811.0,123.0,9.0,977.0,33.0,2.0,2.0,1040.0,2.0,,2015.0
1299,San Manuel (TC),SAN MANUEL,295.0,71.0,1077.0,3068.0,254.0,1.0,,,,18.0,914.0,8.0,,2015.0
1300,San Marcelino,SAN MARCELINO,655.0,311.0,1324.0,796.0,245.0,142.0,403.0,295.0,221.0,4.0,3604.0,98.0,,2015.0
1301,San Mariano,SAN MARIANO,209.0,244.0,1419.0,7176.0,6.0,659.0,824.0,359.0,54.0,218.0,1051.0,1.0,,2015.0
1302,San Mateo (IA),SAN MATEO,1209.0,78.0,6131.0,3100.0,149.0,7.0,17.0,,,1.0,4970.0,2.0,,2015.0
1303,San Mateo (RL),SAN MATEO,24086.0,6703.0,444.0,1903.0,460.0,409.0,849.0,44.0,41.0,945.0,20348.0,147.0,,2015.0
1304,San Miguel (BL),SAN MIGUEL,53.0,246.0,36.0,387.0,52.0,2557.0,195.0,17.0,47.0,9.0,1796.0,1.0,,2015.0
1305,San Miguel (BU),SAN MIGUEL,5573.0,2365.0,6212.0,8432.0,1035.0,74.0,530.0,3.0,3.0,373.0,9821.0,38.0,,2015.0
1306,San Miguel (CT),,,,,,,,,,,,,,,
1307,San Miguel (IO),SAN MIGUEL,58.0,66.0,217.0,712.0,20.0,1428.0,7.0,,1.0,3.0,3534.0,,,2015.0
1308,San Miguel (LE),SAN MIGUEL,737.0,842.0,53.0,968.0,49.0,682.0,111.0,182.0,87.0,302.0,296.0,,,2015.0
1309,San Miguel (SS),SAN MIGUEL,1665.0,2219.0,220.0,1374.0,42.0,243.0,758.0,381.0,2.0,14.0,1062.0,,,2015.0
1310,San Miguel (ZR),SAN MIGUEL,536.0,1500.0,62.0,408.0,73.0,793.0,529.0,89.0,6.0,,238.0,,,2015.0
1311,San Narciso (QN),SAN NARCISO,1438.0,1314.0,200.0,2154.0,629.0,1462.0,1348.0,204.0,6.0,1.0,1944.0,,,2015.0
1312,San Narciso (ZA),SAN NARCISO,395.0,193.0,2210.0,1004.0,14.0,212.0,161.0,1.0,,4.0,2964.0,3.0,,2015.0
1313,San Nicolas (BS),SAN NICOLAS,2707.0,413.0,446.0,430.0,314.0,22.0,2.0,,,12.0,116.0,23.0,,2015.0
1314,San Nicolas (IN),SAN NICOLAS,237.0,51.0,358.0,543.0,112.0,274.0,20.0,,1.0,,6918.0,2.0,,2015.0
1315,San Nicolas (PS),SAN NICOLAS,2235.0,231.0,1854.0,2708.0,12.0,39.0,839.0,96.0,3.0,48.0,209.0,3.0,,2015.0
1316,San Pablo (IA),SAN PABLO,560.0,210.0,484.0,1357.0,58.0,2114.0,6.0,30.0,89.0,3.0,223.0,,,2015.0
1317,San Pablo (LA),SAN PABLO CITY,37489.0,6076.0,6114.0,6681.0,292.0,134.0,1279.0,324.0,189.0,189.0,3337.0,185.0,,2015.0
1318,San Pablo (ZR),SAN PABLO,2046.0,1876.0,219.0,584.0,84.0,443.0,481.0,12.0,28.0,2.0,37.0,,,2015.0
1319,San Pascual (BS),SAN PASCUAL,11374.0,875.0,561.0,211.0,8.0,10.0,13.0,4.0,1.0,84.0,2042.0,29.0,,2015.0
1320,San Pascual (MS),,,,,,,,,,,,,,,
1321,San Pedro,CITY OF SAN PEDRO,13229.0,5259.0,779.0,1244.0,167.0,21.0,214.0,,2.0,183.0,51745.0,187.0,,2015.0
1322,San Policarpo,SAN POLICARPO,27.0,937.0,116.0,406.0,1345.0,9.0,6.0,173.0,,7.0,244.0,1.0,,2015.0
1323,San Quintin (AA),SAN QUINTIN,370.0,204.0,56.0,167.0,154.0,44.0,97.0,4.0,17.0,,136.0,,,2015.0
1324,San Quintin (PS),SAN QUINTIN,992.0,92.0,3519.0,2682.0,8.0,7.0,377.0,30.0,1.0,41.0,831.0,4.0,,2015.0
1325,San Rafael (BU),SAN RAFAEL,4563.0,334.0,3536.0,2547.0,146.0,271.0,31.0,2.0,2.0,40.0,11048.0,40.0,,2015.0
1326,San Rafael (IO),SAN RAFAEL,173.0,41.0,800.0,1947.0,480.0,209.0,154.0,2.0,,2.0,27.0,2.0,,2015.0
1327,San Remigio (AE),SAN REMIGIO,288.0,821.0,562.0,773.0,26.0,100.0,2749.0,1156.0,,65.0,50.0,,,2015.0
1328,San Remigio (CU),SAN REMIGIO,1416.0,3208.0,102.0,680.0,220.0,1515.0,569.0,111.0,,309.0,6340.0,,,2015.0
1329,San Ricardo,SAN RICARDO,1506.0,553.0,4.0,17.0,1.0,3.0,1.0,,4.0,,124.0,,,2015.0
1330,San Roque,SAN ROQUE,210.0,1002.0,923.0,1735.0,501.0,404.0,19.0,2.0,4.0,6.0,300.0,,,2015.0
1331,San Sebastian,SAN SEBASTIAN,96.0,1200.0,1.0,23.0,3.0,46.0,98.0,,122.0,49.0,58.0,,,2015.0
1332,San Simon,SAN SIMON,3590.0,507.0,305.0,772.0,587.0,54.0,26.0,,,5.0,5556.0,18.0,,2015.0
1333,San Teodoro,SAN TEODORO,1143.0,300.0,412.0,406.0,18.0,127.0,1227.0,252.0,3.0,,168.0,2.0,,2015.0
1334,Santiago (AN),,,,,,,,,,,,,,,
1335,Santiago (IS),SANTIAGO,55.0,69.0,446.0,725.0,1625.0,5.0,41.0,16.0,2.0,136.0,1266.0,1.0,,2015.0
1336,Santiago (IA),CITY OF SANTIAGO,1261.0,518.0,5112.0,7843.0,17.0,18.0,44.0,3.0,1.0,9.0,15641.0,5.0,,2015.0
1337,San Vicente (CN),,,,,,,,,,,,,,,
1338,San Vicente (IS),SAN VICENTE,20.0,1.0,9.0,12.0,720.0,315.0,,,,2.0,1892.0,,,2015.0
1339,San Vicente (NS),SAN VICENTE,17.0,404.0,12.0,516.0,,56.0,38.0,,16.0,219.0,366.0,,,2015.0
1340,San Vicente (PN),SAN VICENTE,3269.0,1353.0,145.0,373.0,88.0,577.0,166.0,444.0,150.0,27.0,119.0,,,2015.0
1341,Sapad,SAPAD,183.0,1304.0,403.0,1614.0,329.0,266.0,233.0,185.0,85.0,67.0,47.0,,,2015.0
1342,Sapang Dalaga,SAPANG DALAGA,441.0,1144.0,160.0,267.0,76.0,256.0,1284.0,683.0,6.0,133.0,107.0,,,2015.0
1343,Sapa-Sapa,SAPA-SAPA,15.0,13.0,114.0,840.0,15.0,2781.0,,1.0,1400.0,6.0,5.0,,,2015.0
1344,Sapi-An,SAPI-AN,41.0,482.0,622.0,2691.0,147.0,1376.0,99.0,12.0,84.0,44.0,599.0,,,2015.0
1345,Sara,SARA,517.0,790.0,3815.0,6211.0,143.0,379.0,668.0,4.0,58.0,344.0,309.0,8.0,,2015.0
1346,Sarangani,SARANGANI,281.0,2419.0,64.0,1226.0,130.0,506.0,792.0,131.0,78.0,189.0,21.0,5.0,,2015.0
1347,Sariaya,SARIAYA,10324.0,2448.0,9003.0,6176.0,1937.0,39.0,718.0,17.0,66.0,781.0,3066.0,17.0,,2015.0
1348,Sarrat,SARRAT,141.0,297.0,656.0,686.0,161.0,245.0,31.0,1.0,54.0,3.0,3473.0,1.0,,2015.0
1349,Sasmuan,SASMUAN (Sexmoan),2629.0,470.0,343.0,1493.0,89.0,7.0,61.0,16.0,,,685.0,12.0,,2015.0
1350,Science City of Munoz,SCIENCE CITY OF MUÑOZ,5801.0,879.0,4384.0,3253.0,1849.0,49.0,14.0,3.0,2.0,47.0,2844.0,18.0,,2015.0
1351,Sebaste,SEBASTE,902.0,292.0,698.0,739.0,14.0,5.0,669.0,75.0,,14.0,621.0,,,2015.0
1352,Senator Ninoy Aquino,SEN. NINOY AQUINO,398.0,2382.0,684.0,871.0,796.0,2430.0,2091.0,1928.0,25.0,4.0,113.0,1.0,,2015.0
1353,Sergio Osmena,SERGIO OSMEÑA SR.,945.0,2107.0,33.0,239.0,45.0,255.0,943.0,1774.0,,31.0,155.0,2.0,,2015.0
1354,Sevilla,SEVILLA,334.0,60.0,17.0,64.0,5.0,338.0,435.0,55.0,18.0,1.0,913.0,,,2015.0
1355,Shariff Aguak,SHARIFF AGUAK (MAGANOY) (Capital),382.0,116.0,1042.0,2423.0,256.0,415.0,26.0,3.0,1.0,,122.0,26.0,,2015.0
1356,Shariff Saydona Mustapha,SHARIFF SAYDONA MUSTAPHA,32.0,77.0,101.0,956.0,456.0,1826.0,29.0,3.0,3.0,64.0,22.0,,,2015.0
1357,Siasi,SIASI,756.0,1277.0,358.0,2121.0,192.0,4336.0,4.0,3.0,317.0,2825.0,95.0,3.0,,2015.0
1358,Siaton,SIATON,2539.0,4614.0,1185.0,4559.0,403.0,1291.0,892.0,244.0,,80.0,2048.0,2.0,,2015.0
1359,Siay,SIAY,690.0,2890.0,209.0,1314.0,104.0,1347.0,263.0,202.0,341.0,719.0,1044.0,92.0,,2015.0
1360,Siayan,SIAYAN,338.0,1444.0,170.0,1179.0,139.0,1894.0,545.0,1449.0,39.0,40.0,82.0,,,2015.0
1361,Sibagat,SIBAGAT,683.0,809.0,103.0,636.0,67.0,177.0,2330.0,1267.0,54.0,23.0,495.0,,,2015.0
1362,Sibalom,SIBALOM,3137.0,3133.0,2122.0,2039.0,136.0,400.0,1165.0,74.0,41.0,93.0,870.0,3.0,,2015.0
1363,Sibonga,SIBONGA,1875.0,1542.0,321.0,762.0,33.0,898.0,1857.0,44.0,33.0,107.0,3876.0,2.0,,2015.0
1364,Sibuco,SIBUCO,856.0,2401.0,236.0,309.0,118.0,822.0,1081.0,1169.0,230.0,2.0,5.0,,,2015.0
1365,Sibulan,SIBULAN,4777.0,2360.0,580.0,1258.0,14.0,104.0,257.0,87.0,,22.0,4390.0,54.0,,2015.0
1366,Sibunag,SIBUNAG,135.0,277.0,518.0,2015.0,24.0,967.0,180.0,25.0,,41.0,781.0,18.0,,2015.0
1367,Sibutad,SIBUTAD,455.0,2581.0,101.0,297.0,122.0,338.0,161.0,102.0,5.0,40.0,120.0,,,2015.0
1368,Sibutu,SIBUTU,261.0,771.0,19.0,694.0,560.0,274.0,,1.0,2402.0,6.0,3.0,2.0,,2015.0
1369,Sierra Bullones,SIERRA BULLONES,3037.0,576.0,26.0,93.0,16.0,77.0,141.0,27.0,6.0,109.0,1304.0,,,2015.0
1370,Sigay,SIGAY,2.0,,1.0,,,,509.0,,,,3.0,,,2015.0
1371,Sigma,SIGMA,1087.0,367.0,933.0,1616.0,200.0,2099.0,18.0,20.0,158.0,201.0,718.0,1.0,,2015.0
1372,Sikatuna,SIKATUNA,638.0,60.0,6.0,79.0,1.0,59.0,72.0,,3.0,,597.0,,,2015.0
1373,Silago,SILAGO,2507.0,450.0,13.0,8.0,1.0,3.0,7.0,2.0,2.0,,112.0,,,2015.0
1374,Silang,SILANG,33535.0,7285.0,284.0,374.0,26.0,199.0,548.0,81.0,199.0,2149.0,13441.0,75.0,,2015.0
1375,Silay,SILAY CITY,582.0,1328.0,571.0,5233.0,245.0,1997.0,1782.0,1097.0,37.0,1307.0,14732.0,42.0,,2015.0
1376,Silvino Lobos,SILVINO LOBOS,7.0,1274.0,,64.0,8.0,7.0,953.0,355.0,66.0,,1.0,,,2015.0
1377,Simunul,SIMUNUL,87.0,32.0,2.0,2.0,6.0,279.0,,1.0,5061.0,1.0,,4.0,,2015.0
1378,Sinacaban,SINACABAN,2000.0,537.0,62.0,373.0,34.0,76.0,240.0,649.0,6.0,2.0,167.0,,,2015.0
1379,Sinait,SINAIT,413.0,80.0,964.0,1009.0,307.0,197.0,167.0,,,,3000.0,1.0,,2015.0
1380,Sindangan,SINDANGAN,297.0,3226.0,1082.0,7237.0,396.0,1616.0,2102.0,1351.0,105.0,2944.0,2052.0,1.0,,2015.0
1381,Siniloan,SINILOAN,3887.0,485.0,373.0,1325.0,27.0,45.0,910.0,3.0,36.0,37.0,1359.0,2.0,,2015.0
1382,Siocon,SIOCON,1074.0,2509.0,351.0,1108.0,200.0,1655.0,914.0,377.0,132.0,274.0,2019.0,,,2015.0
1383,Sipalay,CITY OF SIPALAY,271.0,1840.0,585.0,3366.0,111.0,2773.0,2835.0,145.0,152.0,1340.0,1382.0,3.0,,2015.0
1384,Sipocot,,,,,,,,,,,,,,,
1385,Siquijor,SIQUIJOR (Capital),2660.0,1745.0,18.0,367.0,1.0,33.0,155.0,23.0,1.0,68.0,1321.0,,,2015.0
1386,Sirawai,SIRAWAI,154.0,3463.0,115.0,951.0,134.0,314.0,33.0,187.0,427.0,5.0,71.0,,,2015.0
1387,Siruma,,,,,,,,,,,,,,,
1388,Sison (PS),SISON,493.0,1328.0,1542.0,2383.0,9.0,711.0,1034.0,213.0,4.0,17.0,2923.0,2.0,,2015.0
1389,Sison (SN),SISON,1404.0,803.0,,8.0,18.0,5.0,24.0,61.0,,1.0,592.0,4.0,,2015.0
1390,Sitangkai,SITANGKAI,47.0,22.0,2.0,3.0,4.0,367.0,,3.0,4727.0,573.0,2.0,295.0,,2015.0
1391,Socorro (OR),SOCORRO,1694.0,793.0,1660.0,2928.0,363.0,219.0,292.0,449.0,2.0,20.0,560.0,128.0,,2015.0
1392,Socorro (SN),SOCORRO,2406.0,1314.0,192.0,328.0,12.0,20.0,46.0,11.0,21.0,,67.0,,,2015.0
1393,Sofronio Espanola,SOFRONIO ESPAÑOLA,798.0,877.0,764.0,2349.0,240.0,1577.0,362.0,77.0,317.0,32.0,290.0,4.0,,2015.0
1394,Sogod (CU),SOGOD,818.0,1450.0,17.0,253.0,19.0,1766.0,489.0,85.0,73.0,475.0,3007.0,,,2015.0
1395,Sogod (SL),SOGOD,2681.0,2863.0,411.0,1384.0,14.0,27.0,698.0,76.0,17.0,4.0,1779.0,,,2015.0
1396,Solana,SOLANA,3937.0,920.0,3689.0,6884.0,463.0,1011.0,179.0,12.0,13.0,4.0,1900.0,,,2015.0
1397,Solano,SOLANO,350.0,179.0,727.0,1602.0,3855.0,152.0,350.0,94.0,49.0,10.0,9141.0,5.0,,2015.0
1398,Solsona,SOLSONA,315.0,23.0,128.0,241.0,78.0,3614.0,321.0,13.0,7.0,64.0,693.0,,,2015.0
1399,Sominot,SOMINOT (DON MARIANO MARCOS),737.0,537.0,77.0,713.0,428.0,866.0,524.0,155.0,3.0,55.0,54.0,,,2015.0
1400,Sorsogon,,,,,,,,,,,,,,,
1401,South Ubian,SOUTH UBIAN,18.0,14.0,10.0,3.0,6.0,3613.0,,5.0,1218.0,12.0,5.0,,,2015.0
1402,South Upi,SOUTH UPI,163.0,1596.0,26.0,493.0,56.0,1015.0,2554.0,1469.0,32.0,149.0,8.0,1.0,,2015.0
1403,Santa,SANTA,794.0,218.0,317.0,762.0,647.0,14.0,298.0,,,163.0,296.0,,,2015.0
1404,Santa Ana (CG),SANTA ANA,343.0,150.0,2280.0,2139.0,604.0,1329.0,49.0,44.0,55.0,25.0,803.0,,,2015.0
1405,Santa Ana (PA),SANTA ANA,5327.0,583.0,904.0,696.0,142.0,24.0,6.0,,,6.0,3426.0,1.0,,2015.0
1406,Santa Barbara (IO),SANTA BARBARA,818.0,768.0,913.0,4267.0,561.0,843.0,73.0,4.0,,751.0,4590.0,20.0,,2015.0
1407,Santa Barbara (PS),SANTA BARBARA,691.0,142.0,2139.0,6638.0,515.0,1.0,133.0,194.0,3.0,,8165.0,15.0,,2015.0
1408,Santa Catalina (IS),SANTA CATALINA,181.0,72.0,183.0,169.0,227.0,223.0,,,1.0,1.0,1787.0,,,2015.0
1409,Santa Catalina (NR),SANTA CATALINA,1352.0,3164.0,580.0,3030.0,409.0,1773.0,1512.0,1759.0,193.0,161.0,2916.0,24.0,,2015.0
1410,Santa Cruz (DS),SANTA CRUZ,7369.0,5254.0,592.0,3694.0,892.0,830.0,1966.0,123.0,491.0,95.0,1035.0,,,2015.0
1411,Santa Cruz (IS),SANTA CRUZ,391.0,642.0,964.0,931.0,4172.0,43.0,37.0,2.0,3.0,1.0,1792.0,4.0,,2015.0
1412,Santa Cruz (LA),SANTA CRUZ (Capital),4207.0,1011.0,1153.0,4691.0,255.0,62.0,95.0,13.0,4.0,190.0,16244.0,57.0,,2015.0
1413,Santa Cruz (ME),SANTA CRUZ,2623.0,1953.0,450.0,1861.0,124.0,699.0,355.0,270.0,552.0,30.0,4420.0,3.0,,2015.0
1414,Santa Cruz (OM),SANTA CRUZ,111.0,707.0,2209.0,2557.0,2019.0,6.0,385.0,238.0,135.0,1.0,672.0,15.0,,2015.0
1415,Santa Cruz (ZA),SANTA CRUZ,462.0,841.0,4300.0,4554.0,247.0,181.0,347.0,23.0,10.0,200.0,2692.0,8.0,,2015.0
1416,Santa Elena,,,,,,,,,,,,,,,
1417,Santa Fe (CU),SANTA FE,143.0,1518.0,66.0,654.0,26.0,648.0,49.0,,463.0,346.0,2860.0,6.0,,2015.0
1418,Santa Fe (LE),SANTA FE,143.0,2510.0,93.0,908.0,21.0,835.0,28.0,42.0,,31.0,130.0,,,2015.0
1419,Santa Fe (NV),SANTA FE,1305.0,407.0,69.0,133.0,11.0,7.0,474.0,852.0,,,498.0,2.0,,2015.0
1420,Santa Fe (RN),SANTA FE,239.0,302.0,627.0,1693.0,100.0,316.0,78.0,13.0,11.0,21.0,310.0,1.0,,2015.0
1421,Santa Ignacia,SANTA IGNACIA,630.0,55.0,3723.0,2869.0,318.0,7.0,34.0,1.0,,348.0,3532.0,2.0,,2015.0
1422,Santa Josefa,SANTA JOSEFA,128.0,978.0,56.0,795.0,672.0,331.0,964.0,424.0,90.0,902.0,520.0,,,2015.0
1423,Santa Lucia,SANTA LUCIA,299.0,62.0,2150.0,1490.0,300.0,16.0,112.0,,,131.0,1369.0,1.0,,2015.0
1424,Santa Magdalena,,,,,,,,,,,,,,,
1425,Santa Marcela,SANTA MARCELA,3.0,67.0,197.0,712.0,42.0,1343.0,2.0,,,105.0,657.0,,,2015.0
1426,Santa Margarita,SANTA MARGARITA,175.0,3130.0,20.0,518.0,17.0,62.0,484.0,6.0,67.0,357.0,997.0,,,2015.0
1427,Santa Maria (BU),SANTA MARIA,8056.0,1544.0,2741.0,3042.0,64.0,219.0,117.0,4.0,1.0,307.0,42075.0,187.0,,2015.0
1428,Santa Maria (DS),SANTA MARIA,820.0,899.0,1016.0,7229.0,454.0,604.0,1592.0,828.0,165.0,1.0,20.0,10.0,,2015.0
1429,Santa Maria (IS),SANTA MARIA,110.0,6.0,258.0,516.0,2545.0,12.0,47.0,1.0,3.0,2.0,3444.0,,,2015.0
1430,Santa Maria (IA),SANTA MARIA,199.0,35.0,954.0,1344.0,13.0,2125.0,132.0,1.0,,3.0,49.0,5.0,,2015.0
1431,Santa Maria (LA),SANTA MARIA,1935.0,2980.0,116.0,1032.0,3.0,130.0,448.0,123.0,1.0,3.0,536.0,1.0,,2015.0
1432,Santa Maria (PS),SANTA MARIA,2270.0,493.0,2109.0,1224.0,4.0,4.0,2.0,,,1.0,1383.0,1.0,,2015.0
1433,Santa Maria (Imelda),SANTA MARIA (IMELDA),934.0,205.0,52.0,249.0,2.0,13.0,224.0,11.0,18.0,,172.0,,,2015.0
1434,Santa Monica,SANTA MONICA (SAPAO),862.0,570.0,11.0,23.0,17.0,,4.0,,111.0,,388.0,,,2015.0
1435,Santander,SANTANDER,1718.0,1016.0,5.0,30.0,10.0,124.0,28.0,10.0,70.0,3.0,1242.0,,,2015.0
1436,Santa Praxedes,SANTA PRAXEDES,444.0,2.0,10.0,79.0,14.0,12.0,295.0,38.0,7.0,,79.0,,,2015.0
1437,Santa Rita (PA),SANTA RITA,2124.0,173.0,2537.0,1380.0,19.0,18.0,106.0,,,9.0,2545.0,153.0,,2015.0
1438,Santa Rita (WS),SANTA RITA,41.0,3005.0,427.0,2162.0,26.0,1810.0,73.0,12.0,50.0,285.0,974.0,,,2015.0
1439,Santa Rosa (LA),CITY OF SANTA ROSA,12139.0,2125.0,2261.0,1999.0,446.0,304.0,522.0,3.0,24.0,4280.0,77228.0,54.0,,2015.0
1440,Santa Rosa (NE),SANTA ROSA,7130.0,711.0,2733.0,2544.0,258.0,8.0,22.0,,,1.0,2347.0,31.0,,2015.0
1441,Santa Teresita (BS),SANTA TERESITA,3478.0,307.0,76.0,3.0,24.0,,2.0,,,14.0,403.0,2.0,,2015.0
1442,Santa Teresita (CG),SANTA TERESITA,67.0,61.0,964.0,1432.0,56.0,315.0,137.0,25.0,107.0,1.0,1118.0,,,2015.0
1443,Santo Domingo (AY),,,,,,,,,,,,,,,
1444,Santo Domingo (IS),SANTO DOMINGO,172.0,71.0,77.0,13.0,2919.0,6.0,8.0,,,2.0,3508.0,1.0,,2015.0
1445,Santo Domingo (NE),SANTO DOMINGO,4806.0,901.0,4288.0,3578.0,173.0,2.0,26.0,,,1.0,328.0,,,2015.0
1446,Santol,SANTOL,319.0,32.0,334.0,330.0,1.0,108.0,1227.0,127.0,6.0,6.0,299.0,,,2015.0
1447,Santo Nino (CG),SANTO NIÑO (FAIRE),227.0,77.0,598.0,1693.0,144.0,3236.0,118.0,207.0,57.0,5.0,279.0,,,2015.0
1448,Santo Nino (WS),SANTO NI-O,129.0,2154.0,6.0,439.0,1.0,5.0,1.0,1.0,,,6.0,,,2015.0
1449,Santo Nino (SC),SANTO NIÑO,1259.0,497.0,2920.0,2335.0,169.0,46.0,85.0,11.0,1.0,71.0,2325.0,,,2015.0
1450,Santo Tomas (BS),SANTO TOMAS,27850.0,4416.0,373.0,1828.0,47.0,18.0,626.0,471.0,112.0,511.0,6355.0,22.0,,2015.0
