,name,city,bldg_type,Occupied Housing Units,Number of Households*,Household Population*,Average Household Size,Ratio of Households to Occupied Housing Units,Ratio of Household Population to Occupied Housing Units,year
281,Alilem,ALILEM,Duplex,69.0,69.0,278.0,4.03,1.0,4.03,2015.0
282,Alilem,ALILEM,Multi-unit residential,10.0,10.0,41.0,4.1,1.0,4.1,2015.0
283,Alilem,ALILEM,Commercial/industrial/agricultural,1.0,1.0,2.0,2.0,1.0,2.0,2015.0
284,Alilem,ALILEM,Institutional living quarter,,,,,,,2015.0
285,Alilem,ALILEM,Others,,,,,,,2015.0
286,Alilem,ALILEM,Not Reported,,,,,,,2015.0
287,Alimodian,ALIMODIAN,Single house,7942.0,7951.0,37855.0,4.76,1.0,4.77,2015.0
288,Alimodian,ALIMODIAN,Duplex,92.0,93.0,428.0,4.6,1.01,4.65,2015.0
289,Alimodian,ALIMODIAN,Multi-unit residential,18.0,18.0,72.0,4.0,1.0,4.0,2015.0
290,Alimodian,ALIMODIAN,Commercial/industrial/agricultural,3.0,3.0,6.0,2.0,1.0,2.0,2015.0
291,Alimodian,ALIMODIAN,Institutional living quarter,1.0,1.0,12.0,12.0,1.0,12.0,2015.0
292,Alimodian,ALIMODIAN,Others,,,,,,,2015.0
293,Alimodian,ALIMODIAN,Not Reported,1.0,1.0,7.0,7.0,1.0,7.0,2015.0
294,Alitagtag,ALITAGTAG,Single house,4642.0,5086.0,23322.0,4.59,1.1,5.02,2015.0
295,Alitagtag,ALITAGTAG,Duplex,274.0,289.0,1211.0,4.19,1.05,4.42,2015.0
296,Alitagtag,ALITAGTAG,Multi-unit residential,157.0,165.0,689.0,4.18,1.05,4.39,2015.0
297,Alitagtag,ALITAGTAG,Commercial/industrial/agricultural,16.0,16.0,42.0,2.63,1.0,2.63,2015.0
298,Alitagtag,ALITAGTAG,Institutional living quarter,,,,,,,2015.0
299,Alitagtag,ALITAGTAG,Others,,,,,,,2015.0
300,Alitagtag,ALITAGTAG,Not Reported,,,,,,,2015.0
301,Allacapan,ALLACAPAN,Single house,7353.0,7581.0,32867.0,4.34,1.03,4.47,2015.0
302,Allacapan,ALLACAPAN,Duplex,147.0,150.0,559.0,3.73,1.02,3.8,2015.0
303,Allacapan,ALLACAPAN,Multi-unit residential,27.0,28.0,106.0,3.79,1.04,3.93,2015.0
304,Allacapan,ALLACAPAN,Commercial/industrial/agricultural,8.0,8.0,23.0,2.88,1.0,2.88,2015.0
305,Allacapan,ALLACAPAN,Institutional living quarter,,,,,,,2015.0
306,Allacapan,ALLACAPAN,Others,,,,,,,2015.0
307,Allacapan,ALLACAPAN,Not Reported,,,,,,,2015.0
308,Allen,ALLEN,Single house,5158.0,5185.0,23835.0,4.6,1.01,4.62,2015.0
309,Allen,ALLEN,Duplex,264.0,267.0,1190.0,4.46,1.01,4.51,2015.0
310,Allen,ALLEN,Multi-unit residential,84.0,84.0,367.0,4.37,1.0,4.37,2015.0
311,Allen,ALLEN,Commercial/industrial/agricultural,1.0,1.0,3.0,3.0,1.0,3.0,2015.0
312,Allen,ALLEN,Institutional living quarter,3.0,3.0,16.0,5.33,1.0,5.33,2015.0
313,Allen,ALLEN,Others,,,,,,,2015.0
314,Allen,ALLEN,Not Reported,3.0,3.0,10.0,3.33,1.0,3.33,2015.0
315,Almagro,ALMAGRO,Single house,1941.0,1948.0,8309.0,4.27,1.0,4.28,2015.0
316,Almagro,ALMAGRO,Duplex,136.0,137.0,565.0,4.12,1.01,4.15,2015.0
317,Almagro,ALMAGRO,Multi-unit residential,13.0,13.0,57.0,4.38,1.0,4.38,2015.0
318,Almagro,ALMAGRO,Commercial/industrial/agricultural,,,,,,,2015.0
319,Almagro,ALMAGRO,Institutional living quarter,,,,,,,2015.0
320,Almagro,ALMAGRO,Others,,,,,,,2015.0
321,Almagro,ALMAGRO,Not Reported,3.0,3.0,11.0,3.67,1.0,3.67,2015.0
322,Almeria,ALMERIA,Single house,3813.0,3819.0,16051.0,4.2,1.0,4.21,2015.0
323,Almeria,ALMERIA,Duplex,199.0,200.0,793.0,3.97,1.01,3.98,2015.0
324,Almeria,ALMERIA,Multi-unit residential,22.0,22.0,75.0,3.41,1.0,3.41,2015.0
325,Almeria,ALMERIA,Commercial/industrial/agricultural,1.0,1.0,6.0,6.0,1.0,6.0,2015.0
326,Almeria,ALMERIA,Institutional living quarter,,,,,,,2015.0
327,Almeria,ALMERIA,Others,,,,,,,2015.0
328,Almeria,ALMERIA,Not Reported,1.0,1.0,1.0,1.0,1.0,1.0,2015.0
329,Aloguinsan,ALOGUINSAN,Single house,6730.0,6744.0,31400.0,4.66,1.0,4.67,2015.0
330,Aloguinsan,ALOGUINSAN,Duplex,140.0,141.0,635.0,4.5,1.01,4.54,2015.0
331,Aloguinsan,ALOGUINSAN,Multi-unit residential,12.0,12.0,56.0,4.67,1.0,4.67,2015.0
332,Aloguinsan,ALOGUINSAN,Commercial/industrial/agricultural,3.0,3.0,6.0,2.0,1.0,2.0,2015.0
333,Aloguinsan,ALOGUINSAN,Institutional living quarter,,,,,,,2015.0
334,Aloguinsan,ALOGUINSAN,Others,1.0,1.0,1.0,1.0,1.0,1.0,2015.0
335,Aloguinsan,ALOGUINSAN,Not Reported,,,,,,,2015.0
336,Aloran,ALORAN,Single house,6112.0,6173.0,26703.0,4.33,1.01,4.37,2015.0
337,Aloran,ALORAN,Duplex,158.0,165.0,691.0,4.19,1.04,4.37,2015.0
338,Aloran,ALORAN,Multi-unit residential,24.0,26.0,94.0,3.62,1.08,3.92,2015.0
339,Aloran,ALORAN,Commercial/industrial/agricultural,8.0,8.0,37.0,4.63,1.0,4.63,2015.0
340,Aloran,ALORAN,Institutional living quarter,,,,,,,2015.0
341,Aloran,ALORAN,Others,1.0,1.0,4.0,4.0,1.0,4.0,2015.0
342,Aloran,ALORAN,Not Reported,10.0,10.0,37.0,3.7,1.0,3.7,2015.0
343,Altavas,ALTAVAS,Single house,5815.0,5854.0,24017.0,4.1,1.01,4.13,2015.0
344,Altavas,ALTAVAS,Duplex,104.0,104.0,423.0,4.07,1.0,4.07,2015.0
345,Altavas,ALTAVAS,Multi-unit residential,23.0,23.0,93.0,4.04,1.0,4.04,2015.0
346,Altavas,ALTAVAS,Commercial/industrial/agricultural,7.0,8.0,37.0,4.63,1.14,5.29,2015.0
347,Altavas,ALTAVAS,Institutional living quarter,,,,,,,2015.0
348,Altavas,ALTAVAS,Others,,,,,,,2015.0
349,Altavas,ALTAVAS,Not Reported,1.0,2.0,8.0,4.0,2.0,8.0,2015.0
350,Alubijid,ALUBIJID,Single house,7132.0,7247.0,28030.0,3.87,1.02,3.93,2015.0
351,Alubijid,ALUBIJID,Duplex,354.0,355.0,1229.0,3.46,1.0,3.47,2015.0
352,Alubijid,ALUBIJID,Multi-unit residential,133.0,133.0,441.0,3.32,1.0,3.32,2015.0
353,Alubijid,ALUBIJID,Commercial/industrial/agricultural,3.0,3.0,13.0,4.33,1.0,4.33,2015.0
354,Alubijid,ALUBIJID,Institutional living quarter,,,,,,,2015.0
355,Alubijid,ALUBIJID,Others,1.0,1.0,2.0,2.0,1.0,2.0,2015.0
356,Alubijid,ALUBIJID,Not Reported,4.0,4.0,9.0,2.25,1.0,2.25,2015.0
357,Amadeo,AMADEO,Single house,7652.0,7695.0,32906.0,4.28,1.01,4.3,2015.0
358,Amadeo,AMADEO,Duplex,708.0,712.0,2828.0,3.97,1.01,3.99,2015.0
359,Amadeo,AMADEO,Multi-unit residential,374.0,377.0,1442.0,3.82,1.01,3.86,2015.0
360,Amadeo,AMADEO,Commercial/industrial/agricultural,25.0,25.0,107.0,4.28,1.0,4.28,2015.0
361,Amadeo,AMADEO,Institutional living quarter,1.0,1.0,3.0,3.0,1.0,3.0,2015.0
362,Amadeo,AMADEO,Others,,,,,,,2015.0
363,Amadeo,AMADEO,Not Reported,1.0,1.0,10.0,10.0,1.0,10.0,2015.0
364,Amai Manabilang,BUMBARAN,Single house,1590.0,1640.0,9321.0,5.68,1.03,5.86,2015.0
365,Amai Manabilang,BUMBARAN,Duplex,142.0,143.0,817.0,5.71,1.01,5.75,2015.0
366,Amai Manabilang,BUMBARAN,Multi-unit residential,42.0,42.0,248.0,5.9,1.0,5.9,2015.0
367,Amai Manabilang,BUMBARAN,Commercial/industrial/agricultural,1.0,1.0,4.0,4.0,1.0,4.0,2015.0
368,Amai Manabilang,BUMBARAN,Institutional living quarter,1.0,2.0,11.0,5.5,2.0,11.0,2015.0
369,Amai Manabilang,BUMBARAN,Others,,,,,,,2015.0
370,Amai Manabilang,BUMBARAN,Not Reported,,,,,,,2015.0
371,Ambaguio,AMBAGUIO,Single house,3227.0,3228.0,14094.0,4.37,1.0,4.37,2015.0
372,Ambaguio,AMBAGUIO,Duplex,234.0,234.0,903.0,3.86,1.0,3.86,2015.0
373,Ambaguio,AMBAGUIO,Multi-unit residential,73.0,73.0,250.0,3.42,1.0,3.42,2015.0
374,Ambaguio,AMBAGUIO,Commercial/industrial/agricultural,1.0,1.0,3.0,3.0,1.0,3.0,2015.0
375,Ambaguio,AMBAGUIO,Institutional living quarter,,,,,,,2015.0
376,Ambaguio,AMBAGUIO,Others,,,,,,,2015.0
377,Ambaguio,AMBAGUIO,Not Reported,,,,,,,2015.0
378,Amlan,AMLAN (AYUQUITAN),Single house,5377.0,5378.0,23075.0,4.29,1.0,4.29,2015.0
379,Amlan,AMLAN (AYUQUITAN),Duplex,102.0,102.0,392.0,3.84,1.0,3.84,2015.0
380,Amlan,AMLAN (AYUQUITAN),Multi-unit residential,38.0,38.0,125.0,3.29,1.0,3.29,2015.0
381,Amlan,AMLAN (AYUQUITAN),Commercial/industrial/agricultural,4.0,4.0,13.0,3.25,1.0,3.25,2015.0
382,Amlan,AMLAN (AYUQUITAN),Institutional living quarter,1.0,1.0,6.0,6.0,1.0,6.0,2015.0
383,Amlan,AMLAN (AYUQUITAN),Others,,,,,,,2015.0
384,Amlan,AMLAN (AYUQUITAN),Not Reported,2.0,2.0,13.0,6.5,1.0,6.5,2015.0
385,Ampatuan,AMPATUAN,Single house,3880.0,3892.0,24620.0,6.33,1.0,6.35,2015.0
386,Ampatuan,AMPATUAN,Duplex,28.0,28.0,165.0,5.89,1.0,5.89,2015.0
387,Ampatuan,AMPATUAN,Multi-unit residential,,,,,,,2015.0
388,Ampatuan,AMPATUAN,Commercial/industrial/agricultural,1.0,1.0,10.0,10.0,1.0,10.0,2015.0
389,Ampatuan,AMPATUAN,Institutional living quarter,,,,,,,2015.0
390,Ampatuan,AMPATUAN,Others,,,,,,,2015.0
391,Ampatuan,AMPATUAN,Not Reported,1.0,1.0,4.0,4.0,1.0,4.0,2015.0
392,Amulung,AMULUNG,Single house,10026.0,10102.0,45428.0,4.5,1.01,4.53,2015.0
393,Amulung,AMULUNG,Duplex,459.0,463.0,1876.0,4.05,1.01,4.09,2015.0
394,Amulung,AMULUNG,Multi-unit residential,126.0,126.0,520.0,4.13,1.0,4.13,2015.0
395,Amulung,AMULUNG,Commercial/industrial/agricultural,3.0,3.0,8.0,2.67,1.0,2.67,2015.0
396,Amulung,AMULUNG,Institutional living quarter,,,,,,,2015.0
397,Amulung,AMULUNG,Others,,,,,,,2015.0
398,Amulung,AMULUNG,Not Reported,2.0,3.0,14.0,4.67,1.5,7.0,2015.0
399,Anahawan,ANAHAWAN,Single house,1738.0,1761.0,8109.0,4.6,1.01,4.67,2015.0
400,Anahawan,ANAHAWAN,Duplex,10.0,10.0,42.0,4.2,1.0,4.2,2015.0
401,Anahawan,ANAHAWAN,Multi-unit residential,15.0,16.0,58.0,3.63,1.07,3.87,2015.0
402,Anahawan,ANAHAWAN,Commercial/industrial/agricultural,,,,,,,2015.0
403,Anahawan,ANAHAWAN,Institutional living quarter,,,,,,,2015.0
404,Anahawan,ANAHAWAN,Others,,,,,,,2015.0
405,Anahawan,ANAHAWAN,Not Reported,1.0,1.0,2.0,2.0,1.0,2.0,2015.0
406,Anao,ANAO,Single house,2498.0,2532.0,10759.0,4.25,1.01,4.31,2015.0
407,Anao,ANAO,Duplex,140.0,141.0,522.0,3.7,1.01,3.73,2015.0
408,Anao,ANAO,Multi-unit residential,43.0,43.0,145.0,3.37,1.0,3.37,2015.0
409,Anao,ANAO,Commercial/industrial/agricultural,4.0,4.0,12.0,3.0,1.0,3.0,2015.0
410,Anao,ANAO,Institutional living quarter,,,,,,,2015.0
411,Anao,ANAO,Others,,,,,,,2015.0
412,Anao,ANAO,Not Reported,,,,,,,2015.0
413,Anda (BL),ANDA,Single house,3662.0,3670.0,16091.0,4.38,1.0,4.39,2015.0
414,Anda (BL),ANDA,Duplex,82.0,83.0,330.0,3.98,1.01,4.02,2015.0
415,Anda (BL),ANDA,Multi-unit residential,6.0,6.0,27.0,4.5,1.0,4.5,2015.0
416,Anda (BL),ANDA,Commercial/industrial/agricultural,4.0,4.0,11.0,2.75,1.0,2.75,2015.0
417,Anda (BL),ANDA,Institutional living quarter,,,,,,,2015.0
418,Anda (BL),ANDA,Others,1.0,1.0,1.0,1.0,1.0,1.0,2015.0
419,Anda (BL),ANDA,Not Reported,,,,,,,2015.0
420,Anda (PS),ANDA,Single house,9047.0,9102.0,38423.0,4.22,1.01,4.25,2015.0
421,Anda (PS),ANDA,Duplex,202.0,202.0,827.0,4.09,1.0,4.09,2015.0
422,Anda (PS),ANDA,Multi-unit residential,58.0,58.0,200.0,3.45,1.0,3.45,2015.0
423,Anda (PS),ANDA,Commercial/industrial/agricultural,13.0,13.0,53.0,4.08,1.0,4.08,2015.0
424,Anda (PS),ANDA,Institutional living quarter,1.0,1.0,1.0,1.0,1.0,1.0,2015.0
425,Anda (PS),ANDA,Others,,,,,,,2015.0
426,Anda (PS),ANDA,Not Reported,,,,,,,2015.0
427,Angadanan,ANGADANAN,Single house,9437.0,9507.0,41402.0,4.35,1.01,4.39,2015.0
428,Angadanan,ANGADANAN,Duplex,310.0,311.0,1264.0,4.06,1.0,4.08,2015.0
429,Angadanan,ANGADANAN,Multi-unit residential,76.0,76.0,322.0,4.24,1.0,4.24,2015.0
430,Angadanan,ANGADANAN,Commercial/industrial/agricultural,4.0,4.0,24.0,6.0,1.0,6.0,2015.0
431,Angadanan,ANGADANAN,Institutional living quarter,,,,,,,2015.0
432,Angadanan,ANGADANAN,Others,3.0,3.0,15.0,5.0,1.0,5.0,2015.0
433,Angadanan,ANGADANAN,Not Reported,4.0,5.0,22.0,4.4,1.25,5.5,2015.0
434,Angat,ANGAT,Single house,11107.0,11585.0,46539.0,4.02,1.04,4.19,2015.0
435,Angat,ANGAT,Duplex,1796.0,1853.0,7252.0,3.91,1.03,4.04,2015.0
436,Angat,ANGAT,Multi-unit residential,1399.0,1428.0,5332.0,3.73,1.02,3.81,2015.0
437,Angat,ANGAT,Commercial/industrial/agricultural,17.0,18.0,60.0,3.33,1.06,3.53,2015.0
438,Angat,ANGAT,Institutional living quarter,3.0,3.0,11.0,3.67,1.0,3.67,2015.0
439,Angat,ANGAT,Others,,,,,,,2015.0
440,Angat,ANGAT,Not Reported,3.0,4.0,20.0,5.0,1.33,6.67,2015.0
441,Angeles,ANGELES CITY,Single house,56862.0,58042.0,255049.0,4.39,1.02,4.49,2015.0
442,Angeles,ANGELES CITY,Duplex,11193.0,11377.0,48194.0,4.24,1.02,4.31,2015.0
443,Angeles,ANGELES CITY,Multi-unit residential,26234.0,26421.0,104075.0,3.94,1.01,3.97,2015.0
444,Angeles,ANGELES CITY,Commercial/industrial/agricultural,255.0,256.0,1022.0,3.99,1.0,4.01,2015.0
445,Angeles,ANGELES CITY,Institutional living quarter,22.0,22.0,106.0,4.82,1.0,4.82,2015.0
446,Angeles,ANGELES CITY,Others,47.0,47.0,234.0,4.98,1.0,4.98,2015.0
447,Angeles,ANGELES CITY,Not Reported,53.0,54.0,205.0,3.8,1.02,3.87,2015.0
448,Angono,ANGONO,Single house,17857.0,18168.0,83376.0,4.59,1.02,4.67,2015.0
449,Angono,ANGONO,Duplex,2855.0,2914.0,12367.0,4.24,1.02,4.33,2015.0
450,Angono,ANGONO,Multi-unit residential,4174.0,4210.0,17259.0,4.1,1.01,4.13,2015.0
451,Angono,ANGONO,Commercial/industrial/agricultural,27.0,32.0,106.0,3.31,1.19,3.93,2015.0
452,Angono,ANGONO,Institutional living quarter,1.0,1.0,6.0,6.0,1.0,6.0,2015.0
453,Angono,ANGONO,Others,,,,,,,2015.0
454,Angono,ANGONO,Not Reported,,,,,,,2015.0
455,Anilao,ANILAO,Single house,6425.0,6477.0,28331.0,4.37,1.01,4.41,2015.0
456,Anilao,ANILAO,Duplex,72.0,72.0,298.0,4.14,1.0,4.14,2015.0
457,Anilao,ANILAO,Multi-unit residential,6.0,6.0,21.0,3.5,1.0,3.5,2015.0
458,Anilao,ANILAO,Commercial/industrial/agricultural,1.0,1.0,6.0,6.0,1.0,6.0,2015.0
459,Anilao,ANILAO,Institutional living quarter,1.0,1.0,6.0,6.0,1.0,6.0,2015.0
460,Anilao,ANILAO,Others,,,,,,,2015.0
461,Anilao,ANILAO,Not Reported,4.0,4.0,17.0,4.25,1.0,4.25,2015.0
462,Anini-Y,ANINI-Y,Single house,4581.0,4610.0,21081.0,4.57,1.01,4.6,2015.0
463,Anini-Y,ANINI-Y,Duplex,22.0,23.0,86.0,3.74,1.05,3.91,2015.0
464,Anini-Y,ANINI-Y,Multi-unit residential,,,,,,,2015.0
465,Anini-Y,ANINI-Y,Commercial/industrial/agricultural,3.0,3.0,13.0,4.33,1.0,4.33,2015.0
466,Anini-Y,ANINI-Y,Institutional living quarter,,,,,,,2015.0
467,Anini-Y,ANINI-Y,Others,,,,,,,2015.0
468,Anini-Y,ANINI-Y,Not Reported,5.0,5.0,18.0,3.6,1.0,3.6,2015.0
469,Antequera,ANTEQUERA,Single house,3450.0,3454.0,14316.0,4.14,1.0,4.15,2015.0
470,Antequera,ANTEQUERA,Duplex,28.0,28.0,109.0,3.89,1.0,3.89,2015.0
471,Antequera,ANTEQUERA,Multi-unit residential,,,,,,,2015.0
472,Antequera,ANTEQUERA,Commercial/industrial/agricultural,,,,,,,2015.0
473,Antequera,ANTEQUERA,Institutional living quarter,,,,,,,2015.0
474,Antequera,ANTEQUERA,Others,,,,,,,2015.0
475,Antequera,ANTEQUERA,Not Reported,,,,,,,2015.0
476,Antipas,ANTIPAS,Single house,5913.0,5921.0,24743.0,4.18,1.0,4.18,2015.0
477,Antipas,ANTIPAS,Duplex,113.0,113.0,426.0,3.77,1.0,3.77,2015.0
478,Antipas,ANTIPAS,Multi-unit residential,37.0,37.0,135.0,3.65,1.0,3.65,2015.0
479,Antipas,ANTIPAS,Commercial/industrial/agricultural,,,,,,,2015.0
480,Antipas,ANTIPAS,Institutional living quarter,,,,,,,2015.0
481,Antipas,ANTIPAS,Others,,,,,,,2015.0
482,Antipas,ANTIPAS,Not Reported,,,,,,,2015.0
483,Antipolo,CITY OF ANTIPOLO,Single house,131002.0,132107.0,609868.0,4.62,1.01,4.66,2015.0
484,Antipolo,CITY OF ANTIPOLO,Duplex,17864.0,18044.0,79480.0,4.4,1.01,4.45,2015.0
485,Antipolo,CITY OF ANTIPOLO,Multi-unit residential,20072.0,20204.0,84624.0,4.19,1.01,4.22,2015.0
486,Antipolo,CITY OF ANTIPOLO,Commercial/industrial/agricultural,94.0,94.0,374.0,3.98,1.0,3.98,2015.0
487,Antipolo,CITY OF ANTIPOLO,Institutional living quarter,14.0,14.0,45.0,3.21,1.0,3.21,2015.0
488,Antipolo,CITY OF ANTIPOLO,Others,8.0,8.0,47.0,5.88,1.0,5.88,2015.0
489,Antipolo,CITY OF ANTIPOLO,Not Reported,24.0,25.0,135.0,5.4,1.04,5.63,2015.0
490,Apalit,APALIT,Single house,17346.0,18107.0,83603.0,4.62,1.04,4.82,2015.0
491,Apalit,APALIT,Duplex,2490.0,2550.0,11287.0,4.43,1.02,4.53,2015.0
492,Apalit,APALIT,Multi-unit residential,2942.0,3096.0,12774.0,4.13,1.05,4.34,2015.0
493,Apalit,APALIT,Commercial/industrial/agricultural,18.0,18.0,55.0,3.06,1.0,3.06,2015.0
494,Apalit,APALIT,Institutional living quarter,3.0,3.0,7.0,2.33,1.0,2.33,2015.0
495,Apalit,APALIT,Others,,,,,,,2015.0
496,Apalit,APALIT,Not Reported,2.0,5.0,14.0,2.8,2.5,7.0,2015.0
497,Aparri,APARRI,Single house,13093.0,13243.0,62022.0,4.68,1.01,4.74,2015.0
498,Aparri,APARRI,Duplex,484.0,485.0,2143.0,4.42,1.0,4.43,2015.0
499,Aparri,APARRI,Multi-unit residential,177.0,179.0,752.0,4.2,1.01,4.25,2015.0
500,Aparri,APARRI,Commercial/industrial/agricultural,60.0,60.0,218.0,3.63,1.0,3.63,2015.0
501,Aparri,APARRI,Institutional living quarter,5.0,5.0,11.0,2.2,1.0,2.2,2015.0
502,Aparri,APARRI,Others,1.0,1.0,10.0,10.0,1.0,10.0,2015.0
503,Aparri,APARRI,Not Reported,5.0,5.0,18.0,3.6,1.0,3.6,2015.0
504,Araceli,ARACELI,Single house,3158.0,3244.0,14694.0,4.53,1.03,4.65,2015.0
505,Araceli,ARACELI,Duplex,42.0,42.0,163.0,3.88,1.0,3.88,2015.0
506,Araceli,ARACELI,Multi-unit residential,3.0,3.0,14.0,4.67,1.0,4.67,2015.0
507,Araceli,ARACELI,Commercial/industrial/agricultural,,,,,,,2015.0
508,Araceli,ARACELI,Institutional living quarter,,,,,,,2015.0
509,Araceli,ARACELI,Others,,,,,,,2015.0
510,Araceli,ARACELI,Not Reported,3.0,5.0,24.0,4.8,1.67,8.0,2015.0
511,Arakan,ARAKAN,Single house,10350.0,10416.0,46608.0,4.47,1.01,4.5,2015.0
512,Arakan,ARAKAN,Duplex,189.0,190.0,731.0,3.85,1.01,3.87,2015.0
513,Arakan,ARAKAN,Multi-unit residential,96.0,96.0,288.0,3.0,1.0,3.0,2015.0
514,Arakan,ARAKAN,Commercial/industrial/agricultural,18.0,18.0,52.0,2.89,1.0,2.89,2015.0
515,Arakan,ARAKAN,Institutional living quarter,,,,,,,2015.0
516,Arakan,ARAKAN,Others,1.0,1.0,2.0,2.0,1.0,2.0,2015.0
517,Arakan,ARAKAN,Not Reported,2.0,2.0,11.0,5.5,1.0,5.5,2015.0
518,Arayat,ARAYAT,Single house,24634.0,25286.0,120825.0,4.78,1.03,4.9,2015.0
519,Arayat,ARAYAT,Duplex,1752.0,1795.0,8117.0,4.52,1.02,4.63,2015.0
520,Arayat,ARAYAT,Multi-unit residential,998.0,1014.0,4334.0,4.27,1.02,4.34,2015.0
521,Arayat,ARAYAT,Commercial/industrial/agricultural,45.0,45.0,178.0,3.96,1.0,3.96,2015.0
522,Arayat,ARAYAT,Institutional living quarter,1.0,1.0,3.0,3.0,1.0,3.0,2015.0
523,Arayat,ARAYAT,Others,,,,,,,2015.0
524,Arayat,ARAYAT,Not Reported,3.0,3.0,23.0,7.67,1.0,7.67,2015.0
525,Argao,ARGAO,Single house,15777.0,15841.0,69247.0,4.37,1.0,4.39,2015.0
526,Argao,ARGAO,Duplex,456.0,459.0,1877.0,4.09,1.01,4.12,2015.0
527,Argao,ARGAO,Multi-unit residential,252.0,255.0,939.0,3.68,1.01,3.73,2015.0
528,Argao,ARGAO,Commercial/industrial/agricultural,13.0,13.0,48.0,3.69,1.0,3.69,2015.0
529,Argao,ARGAO,Institutional living quarter,2.0,2.0,5.0,2.5,1.0,2.5,2015.0
530,Argao,ARGAO,Others,1.0,1.0,5.0,5.0,1.0,5.0,2015.0
531,Argao,ARGAO,Not Reported,3.0,3.0,11.0,3.67,1.0,3.67,2015.0
532,Aringay,ARINGAY,Single house,10082.0,10266.0,45236.0,4.41,1.02,4.49,2015.0
533,Aringay,ARINGAY,Duplex,423.0,430.0,1755.0,4.08,1.02,4.15,2015.0
534,Aringay,ARINGAY,Multi-unit residential,112.0,116.0,409.0,3.53,1.04,3.65,2015.0
535,Aringay,ARINGAY,Commercial/industrial/agricultural,3.0,3.0,8.0,2.67,1.0,2.67,2015.0
536,Aringay,ARINGAY,Institutional living quarter,,,,,,,2015.0
537,Aringay,ARINGAY,Others,,,,,,,2015.0
538,Aringay,ARINGAY,Not Reported,1.0,2.0,14.0,7.0,2.0,14.0,2015.0
539,Aritao,ARITAO,Single house,8134.0,8191.0,35579.0,4.34,1.01,4.37,2015.0
540,Aritao,ARITAO,Duplex,284.0,288.0,1313.0,4.56,1.01,4.62,2015.0
541,Aritao,ARITAO,Multi-unit residential,73.0,73.0,283.0,3.88,1.0,3.88,2015.0
542,Aritao,ARITAO,Commercial/industrial/agricultural,10.0,10.0,41.0,4.1,1.0,4.1,2015.0
543,Aritao,ARITAO,Institutional living quarter,,,,,,,2015.0
544,Aritao,ARITAO,Others,,,,,,,2015.0
545,Aritao,ARITAO,Not Reported,,,,,,,2015.0
546,Aroroy,,,,,,,,,
547,Arteche,ARTECHE,Single house,3378.0,3388.0,15509.0,4.58,1.0,4.59,2015.0
548,Arteche,ARTECHE,Duplex,89.0,89.0,390.0,4.38,1.0,4.38,2015.0
549,Arteche,ARTECHE,Multi-unit residential,22.0,22.0,95.0,4.32,1.0,4.32,2015.0
550,Arteche,ARTECHE,Commercial/industrial/agricultural,,,,,,,2015.0
551,Arteche,ARTECHE,Institutional living quarter,,,,,,,2015.0
552,Arteche,ARTECHE,Others,4.0,4.0,6.0,1.5,1.0,1.5,2015.0
553,Arteche,ARTECHE,Not Reported,1.0,2.0,6.0,3.0,2.0,6.0,2015.0
554,Asingan,ASINGAN,Single house,12272.0,12799.0,54071.0,4.22,1.04,4.41,2015.0
555,Asingan,ASINGAN,Duplex,612.0,640.0,2555.0,3.99,1.05,4.17,2015.0
556,Asingan,ASINGAN,Multi-unit residential,166.0,169.0,667.0,3.95,1.02,4.02,2015.0
557,Asingan,ASINGAN,Commercial/industrial/agricultural,10.0,10.0,34.0,3.4,1.0,3.4,2015.0
558,Asingan,ASINGAN,Institutional living quarter,,,,,,,2015.0
559,Asingan,ASINGAN,Others,,,,,,,2015.0
560,Asingan,ASINGAN,Not Reported,4.0,5.0,22.0,4.4,1.25,5.5,2015.0
561,Asipulo,ASIPULO,Single house,2798.0,2802.0,15077.0,5.38,1.0,5.39,2015.0
562,Asipulo,ASIPULO,Duplex,27.0,27.0,136.0,5.04,1.0,5.04,2015.0
563,Asipulo,ASIPULO,Multi-unit residential,3.0,3.0,22.0,7.33,1.0,7.33,2015.0
564,Asipulo,ASIPULO,Commercial/industrial/agricultural,1.0,1.0,6.0,6.0,1.0,6.0,2015.0
565,Asipulo,ASIPULO,Institutional living quarter,,,,,,,2015.0
566,Asipulo,ASIPULO,Others,,,,,,,2015.0
567,Asipulo,ASIPULO,Not Reported,,,,,,,2015.0
568,Asturias,ASTURIAS,Single house,9902.0,9913.0,46468.0,4.69,1.0,4.69,2015.0
569,Asturias,ASTURIAS,Duplex,232.0,232.0,1053.0,4.54,1.0,4.54,2015.0
570,Asturias,ASTURIAS,Multi-unit residential,76.0,76.0,310.0,4.08,1.0,4.08,2015.0
571,Asturias,ASTURIAS,Commercial/industrial/agricultural,,,,,,,2015.0
572,Asturias,ASTURIAS,Institutional living quarter,,,,,,,2015.0
573,Asturias,ASTURIAS,Others,1.0,1.0,1.0,1.0,1.0,1.0,2015.0
574,Asturias,ASTURIAS,Not Reported,,,,,,,2015.0
575,Asuncion,ASUNCION (SAUG),Single house,12944.0,13042.0,56408.0,4.33,1.01,4.36,2015.0
576,Asuncion,ASUNCION (SAUG),Duplex,523.0,523.0,2079.0,3.98,1.0,3.98,2015.0
577,Asuncion,ASUNCION (SAUG),Multi-unit residential,215.0,216.0,738.0,3.42,1.0,3.43,2015.0
