,name,Ambulatory Surgical Clinic,Animal Bite Treatment Center,Barangay Health Station,Birthing Home,City Health Office,DepEd Clinic,Drug Abuse Treatment and Rehabilitation Centers,General Clinic Laboratory,Hospital,Infirmary,Municipal Health Office,Provincial Health Office,Psychiatric Care Facility,Rural Health Unit,Social hygiene Clinic,year
665,Kitcharao,0,0,11,0,0,0,0,0,0,1,0,0,0,1,0,2019
666,Kolambugan,0,0,15,0,0,0,0,0,1,0,0,0,0,2,0,2019
667,Koronadal,0,0,34,8,0,0,0,0,4,0,0,0,0,1,0,2019
668,Kumalarang,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,2019
669,Laak,0,0,38,0,0,0,0,0,1,0,0,0,0,1,0,2019
670,Labangan,0,0,7,1,0,0,0,0,0,1,0,0,0,1,0,2019
671,Labason,0,0,11,1,0,0,0,0,0,1,0,0,0,1,0,2019
672,Labo,0,0,30,8,0,0,0,0,1,2,0,0,0,3,0,2019
673,Labrador,0,0,10,0,0,0,0,0,0,2,0,0,0,1,0,2019
674,La Carlota,0,0,14,0,0,0,0,0,1,0,0,0,0,1,0,2019
675,La Castellana,0,0,14,0,0,0,0,0,1,0,0,0,0,1,0,2019
676,Lacub,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
677,Lagangilang,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
678,Lagawe,0,0,20,0,0,0,0,1,1,0,0,0,0,1,0,2019
679,Lagayan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019
680,Lagonglong,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
681,Lagonoy,0,0,37,0,0,0,0,0,0,0,0,0,0,2,0,2019
682,Laguindingan,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
683,Lake Sebu,0,0,19,0,0,0,0,0,0,1,0,0,0,1,0,2019
684,Lakewood,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
685,Lala,0,0,26,2,0,0,0,0,2,2,0,0,0,1,0,2019
686,La Libertad (NR),0,0,11,0,0,0,0,0,0,1,0,0,0,1,0,2019
687,La Libertad (ZN),0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,2019
688,Lallo,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,2019
689,Lambayong,0,0,26,2,0,0,0,0,1,1,0,0,0,1,0,2019
690,Lambunao,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0,2019
691,Lamitan,0,0,15,5,0,0,0,0,2,0,0,0,0,3,0,2019
692,Lamut,0,0,14,0,0,0,0,0,1,0,0,0,0,1,0,2019
693,Langiden,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019
694,Languyan,0,0,6,1,0,0,0,0,0,1,0,0,0,1,0,2019
695,Lantapan,0,0,14,1,0,0,0,0,0,0,0,0,0,1,0,2019
696,Lantawan,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,2019
697,Lanuza,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,2019
698,Laoac,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,2019
699,Laoag,0,0,12,0,0,0,0,0,5,4,0,0,0,3,0,2019
700,Laoang,0,0,15,0,0,0,0,0,0,1,0,0,0,1,0,2019
701,La Paz (AA),0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,2019
702,La Paz (AS),0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,2019
703,La Paz (LE),0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
704,La Paz (TC),0,0,8,1,0,0,0,0,0,1,0,0,0,2,0,2019
705,Lapinig,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,2019
706,Lapu Lapu,0,0,36,0,0,0,1,0,3,3,0,0,0,1,0,2019
707,Lapuyan,0,0,7,3,0,0,0,0,0,0,0,0,0,1,0,2019
708,Larena,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
709,Lasam,0,0,8,0,0,0,0,0,1,0,0,0,0,1,0,2019
710,Las Navas,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
711,Las Nieves,0,0,17,0,0,0,0,0,0,1,0,0,0,1,0,2019
712,Las Pinas,0,0,0,2,0,0,0,0,9,3,0,0,0,31,1,2019
713,La Trinidad,0,0,20,0,0,0,0,0,2,1,0,0,0,1,0,2019
714,Laua-An,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
715,Laur,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
716,Laurel,0,0,9,0,0,0,0,0,0,1,0,0,0,1,0,2019
717,Lavezares,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,2019
718,Lawaan,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
719,Lazi,0,0,10,0,0,0,0,0,0,1,0,0,0,1,0,2019
720,Lebak,0,0,27,1,0,0,0,0,0,3,0,0,0,1,0,2019
721,Leganes,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
722,Legazpi,0,0,27,7,0,0,0,0,8,1,0,0,0,1,0,2019
723,Lemery (BS),0,0,24,1,0,0,0,0,6,1,0,0,0,1,0,2019
724,Lemery (IO),0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
725,Leon,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
726,Leyte,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,2019
727,Lezo,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
728,Lian,0,0,7,2,0,0,0,0,1,0,0,0,0,1,0,2019
729,Lianga,0,0,12,0,0,0,0,0,0,1,0,0,0,1,0,2019
730,Libacao,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,2019
731,Libagon,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2019
732,Libertad (AE),0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
733,Libertad (MO),0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
734,Libjo,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,2019
735,Libmanan,0,0,43,1,0,0,0,0,1,0,0,0,0,3,0,2019
736,Libon,0,0,13,1,0,0,0,0,0,1,0,0,0,1,0,2019
737,Libona,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,2019
738,Libungan,0,0,20,4,0,0,0,0,0,1,0,0,0,1,0,2019
739,Licab,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2019
740,Licuan-Baay,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
741,Lidlidda,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2019
742,Ligao,0,0,15,1,0,0,0,0,2,2,0,0,0,1,0,2019
743,Lila,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
744,Liliw,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,2019
745,Liloan (CU),0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,2019
746,Liloan (SL),0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,2019
747,Liloy,0,0,9,1,0,0,0,0,1,0,0,0,0,1,0,2019
748,Limasawa,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2019
749,Limay,0,0,12,0,0,0,0,0,0,1,0,0,0,1,0,2019
750,Linamon,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,2019
751,Linapacan,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
752,Lingayen,0,0,32,1,0,0,0,0,3,1,0,0,0,2,0,2019
753,Lingig,0,0,18,0,0,0,0,0,0,1,0,0,0,1,0,2019
754,Lipa,0,0,65,2,1,0,0,0,12,1,0,0,0,5,0,2019
755,Llanera,0,0,18,1,0,0,0,0,0,0,0,0,0,1,0,2019
756,Llorente,0,0,5,0,0,0,0,0,1,1,0,0,0,1,0,2019
757,Loay,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
758,Lobo,0,0,22,0,0,0,0,0,1,0,0,0,0,1,0,2019
759,Loboc,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
760,Looc (OM),0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2019
761,Looc (RN),0,0,11,0,0,0,0,0,0,1,0,0,0,1,0,2019
762,Loon,0,0,13,0,0,0,0,0,0,1,0,0,0,2,0,2019
763,Lope De Vega,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,2019
764,Lopez,0,0,32,1,0,0,0,0,3,0,0,0,0,1,0,2019
765,Lopez Jaena,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,2019
766,Loreto (AS),0,0,8,0,0,0,0,0,0,1,0,0,0,1,0,2019
767,Loreto (DI),0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,2019
768,Los Banos,0,0,11,0,0,0,0,0,4,0,0,0,0,2,0,2019
769,Luba,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
770,Lubang,0,0,11,0,0,0,0,0,0,1,0,0,0,1,0,2019
771,Lubao,0,0,41,3,0,0,0,0,2,0,0,0,0,4,0,2019
772,Lubuagan,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,2019
773,Lucban,0,0,15,1,0,0,0,0,1,0,0,0,0,1,0,2019
774,Lucena,0,0,50,7,0,0,0,0,5,1,0,0,0,9,0,2019
775,Lugait,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,2019
776,Lugus,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2019
777,Luisiana,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,2019
778,Lumba-Bayabao,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2019
779,Lumbaca-Unayan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019
780,Lumban,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,2019
781,Lumbatan,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2019
782,Lumbayanague,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2019
783,Luna (AO),0,0,21,0,0,0,0,0,1,0,0,0,0,1,0,2019
784,Luna (IA),0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
785,Luna (LU),0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
786,Lupao,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
787,Lupi,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,2019
788,Lupon,0,0,23,0,0,0,0,0,2,0,0,0,0,1,0,2019
789,Lutayan,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0,2019
790,Luuk,0,0,5,1,0,0,0,0,1,0,0,0,0,1,0,2019
791,Maasim,0,0,16,1,0,0,0,0,0,1,0,0,0,1,0,2019
792,Maasin (IO),0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,2019
793,Maasin (SL),0,0,20,1,0,0,0,0,3,0,0,0,0,3,0,2019
794,Ma-Ayon,0,0,28,0,0,0,0,0,0,0,0,0,0,1,0,2019
795,Mabalacat,0,0,25,11,0,0,0,0,4,1,0,0,0,3,0,2019
796,Mabinay,0,0,32,0,0,0,0,0,0,2,0,0,0,2,0,2019
797,Mabini (BS),0,0,9,0,0,0,0,0,2,0,0,0,0,2,0,2019
798,Mabini (BL),0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,2019
799,Mabini (CV),0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2019
800,Mabini (PS),0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
801,Mabitac,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,2019
802,Mabuhay,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
803,Macabebe,0,0,21,2,0,0,0,0,2,0,0,0,0,2,0,2019
804,Macalelon,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
805,Macarthur,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
806,Maco,0,0,32,0,0,0,0,0,0,1,0,0,0,1,0,2019
807,Maconacon,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2019
808,Macrohon,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
809,Madalag,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0,2019
810,Madalum,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2019
811,Madamba,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2019
812,Maddela,0,0,32,3,0,0,0,0,1,1,0,0,0,1,0,2019
813,Madrid,0,0,13,0,0,0,0,0,1,0,0,0,0,1,0,2019
814,Madridejos,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,2019
815,Magalang,0,0,28,1,0,0,1,0,1,1,0,0,0,2,0,2019
816,Magallanes (AN),0,0,5,0,0,0,0,0,2,0,0,0,0,1,0,2019
817,Magallanes (CE),0,0,11,3,0,0,0,0,0,1,0,0,0,1,0,2019
818,Magallanes (SO),0,0,12,1,0,0,0,0,0,1,0,0,0,1,0,2019
819,Magarao,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
820,Magdalena,0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,2019
821,Magdiwang,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2019
822,Magpet,0,0,32,2,0,0,0,0,0,1,0,0,0,1,0,2019
823,Magsaysay (DS),0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,2019
824,Magsaysay (LN),0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
825,Magsaysay (MO),0,0,15,0,0,0,0,0,0,1,0,0,0,1,0,2019
826,Magsaysay (OM),0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,2019
827,Magsaysay (PN),0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2019
828,Magsingal,0,0,8,0,0,0,0,0,1,0,0,0,0,1,0,2019
829,Maguing,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2019
830,Mahaplag,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,2019
831,Mahatao,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019
832,Mahayag,0,0,8,0,0,0,0,0,1,1,0,0,0,1,0,2019
833,Mahinog,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,2019
834,Maigo,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,2019
835,Maimbung,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,2019
836,Mainit,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,2019
837,Maitum,0,0,19,3,0,0,0,0,0,1,0,0,0,1,0,2019
838,Majayjay,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,2019
839,Makati,0,0,0,0,0,0,1,0,5,0,0,0,0,28,1,2019
840,Makato,0,0,7,1,0,0,0,0,1,0,0,0,0,1,0,2019
841,Makilala,0,0,35,2,0,0,0,0,2,0,0,0,0,1,0,2019
842,Malabang,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,2019
843,Malabon,0,0,0,3,0,0,0,0,3,0,0,0,0,22,1,2019
844,Malabuyoc,0,0,13,0,0,0,0,0,0,1,0,0,0,1,0,2019
845,Malalag,0,0,15,1,0,0,0,0,0,4,0,0,0,1,0,2019
846,Malangas,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,2019
847,Malapatan,0,0,14,2,0,0,0,0,0,0,0,0,0,1,0,2019
848,Malasiqui,0,0,73,3,0,0,0,0,2,1,0,0,0,2,0,2019
849,Malay,0,0,8,0,0,0,0,0,1,2,0,0,0,2,0,2019
850,Malaybalay,0,0,52,7,0,0,0,0,4,2,0,0,0,1,0,2019
851,Malibcong,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
852,Malilipot,0,0,9,3,0,0,0,0,0,0,0,0,0,1,0,2019
853,Malimono,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,2019
854,Malinao (AK),0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
855,Malinao (AY),0,0,5,0,0,0,1,0,0,1,0,0,0,1,0,2019
856,Malita,0,0,30,1,0,0,0,0,2,2,0,0,0,1,0,2019
857,Malitbog (BK),0,0,10,0,0,0,0,0,0,1,0,0,0,1,0,2019
858,Malitbog (SL),0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
859,Mallig,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,2019
860,Malolos,0,0,42,9,0,0,0,0,13,0,0,0,1,8,0,2019
861,Malungon,0,0,32,1,0,0,0,0,0,1,0,0,0,1,0,2019
862,Maluso,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2019
863,Malvar,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0,2019
864,Mamasapano,1,0,6,1,0,0,0,0,0,0,0,0,0,1,0,2019
865,Mambajao,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0,2019
866,Mamburao,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,2019
867,Mambusao,0,0,23,1,0,0,0,0,1,0,0,0,0,1,0,2019
868,Manabo,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
869,Manaoag,0,0,14,0,0,0,0,0,1,1,0,0,0,1,0,2019
870,Manapla,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,2019
871,Manay,0,0,17,0,0,0,0,0,0,1,0,0,0,1,0,2019
872,Mandaluyong,0,0,0,0,0,0,0,0,9,0,1,0,0,28,1,2019
873,Mandaon,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0,2019
874,Mandaue,0,0,27,0,0,0,1,0,9,0,0,0,0,1,1,2019
875,Mangaldan,0,0,20,4,0,0,0,0,0,0,0,0,0,2,0,2019
876,Mangatarem,0,0,15,0,0,0,0,0,2,2,0,0,0,2,0,2019
877,Mangudadatu,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2019
878,Manila,0,0,1,0,0,0,0,0,31,0,0,0,0,59,1,2019
879,Manito,0,0,4,1,0,0,0,0,0,1,0,0,0,1,0,2019
880,Manjuyod,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,2019
881,Mankayan,0,0,13,0,0,0,0,0,1,0,0,0,0,1,0,2019
882,Manolo Fortich,0,0,22,0,0,0,0,0,2,0,0,0,0,1,0,2019
883,Mansalay,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,2019
884,Manticao,0,0,12,0,0,0,0,0,1,0,0,0,0,1,0,2019
885,Manukan,0,0,15,3,0,0,0,0,0,1,0,0,0,1,0,2019
886,Mapanas,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,2019
887,Mapandan,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0,2019
888,Mapun,0,0,13,0,0,0,0,0,0,1,0,0,0,1,0,2019
889,Marabut,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,2019
890,Maragondon,0,0,11,2,0,0,0,0,1,0,0,0,0,1,0,2019
891,Maragusan,0,0,25,0,0,0,0,0,1,0,0,0,0,1,0,2019
892,Maramag,0,0,20,1,0,0,0,0,4,2,0,0,0,1,0,2019
893,Marantao,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
894,Marawi,0,0,44,5,0,0,0,0,4,4,0,0,0,5,0,2019
895,Marcos,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,2019
896,Margosatubig,0,0,6,1,0,0,0,0,1,0,0,0,0,1,0,2019
897,Maria,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
898,Maria Aurora,0,0,31,0,0,0,0,0,0,0,0,0,0,1,0,2019
899,Maribojoc,0,0,14,0,0,0,0,0,0,1,0,0,0,1,0,2019
900,Marihatag,0,0,11,0,0,0,0,0,0,1,0,0,0,1,0,2019
901,Marikina,0,0,0,3,0,0,2,0,10,2,0,0,0,18,1,2019
902,Marilao,0,0,14,11,0,0,0,0,1,0,0,0,0,2,0,2019
903,Maripipi,0,0,5,2,0,0,0,0,0,0,0,0,0,1,0,2019
904,Mariveles,0,0,18,3,0,0,0,0,2,0,0,0,0,3,0,2019
905,Marogong,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2019
906,Masbate,0,0,30,0,0,0,0,0,5,1,0,0,0,1,0,2019
907,Masinloc,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0,2019
908,Masiu,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2019
909,Maslog,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
910,Masantol,0,0,7,2,0,0,0,0,0,0,0,0,0,2,0,2019
911,Mataasnakahoy,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,2019
912,Matag-Ob,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
913,Matalam,0,0,34,0,0,0,0,0,1,1,0,0,0,1,0,2019
914,Matalom,0,0,9,0,0,0,0,0,0,1,0,0,0,1,0,2019
915,Matanao,0,0,34,0,0,0,0,0,2,1,0,0,0,1,0,2019
916,Matanog,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,2019
917,Mati,0,0,33,1,0,0,0,0,2,0,0,0,0,1,0,2019
918,Matnog,0,0,10,1,0,0,0,0,0,1,0,0,0,1,0,2019
919,Matuguinao,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2019
920,Matungao,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2019
921,Mauban,0,0,36,0,0,0,0,0,1,0,0,0,0,1,0,2019
922,Mawab,0,0,11,0,0,0,0,0,1,2,0,0,0,1,0,2019
923,Mayantoc,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,2019
924,Maydolong,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
925,Mayorga,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2019
926,Mayoyao,0,0,27,0,0,0,0,0,0,1,0,0,0,1,0,2019
927,Medellin,0,0,19,0,0,0,0,0,1,0,0,0,0,1,0,2019
928,Medina,0,0,12,1,0,0,0,0,0,1,0,0,0,1,0,2019
929,Mendez,0,0,14,3,0,0,1,0,0,1,0,0,0,1,0,2019
930,Mercedes,0,0,7,2,0,0,0,0,0,0,0,0,0,1,0,2019
931,Mercedes (ES),0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2019
932,Merida,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
933,Mexico,0,0,37,4,0,0,0,0,1,0,0,0,0,5,0,2019
934,Meycauayan,0,0,32,9,0,0,0,0,7,1,0,0,0,7,0,2019
935,Miag-ao,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,2019
936,Midsalip,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,2019
937,Midsayap,0,0,54,3,0,0,0,0,6,2,0,0,0,1,0,2019
938,Milagros,0,0,20,0,0,0,0,0,0,1,0,0,0,1,0,2019
939,Milaor,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
940,Mina,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2019
941,Minalabac,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0,2019
942,Minalin,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,2019
943,Minglanilla,0,0,18,0,0,0,0,0,0,2,0,0,0,2,0,2019
944,Mlang,0,0,37,1,0,0,0,0,5,4,0,0,0,1,0,2019
945,Moalboal,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,2019
946,Mobo,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,2019
947,Mogpog,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
948,Moises Padilla,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,2019
949,Molave,0,0,9,2,0,0,0,0,2,1,0,0,0,1,0,2019
950,Moncada,0,0,8,1,0,0,0,0,0,0,0,0,0,2,0,2019
951,Mondragon,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,2019
952,Monkayo,0,0,23,1,0,0,0,0,0,0,0,0,0,1,0,2019
953,Monreal,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2019
954,Montevista,0,0,20,0,0,0,0,0,1,0,0,0,0,1,0,2019
955,Morong (BN),0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
956,Morong (RL),0,0,9,1,0,0,0,0,2,0,0,0,0,1,0,2019
957,Motiong,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,2019
958,Mulanay,0,0,23,1,0,0,0,0,0,0,0,0,0,1,0,2019
959,Mulondo,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2019
960,Munai,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
961,Muntinlupa,0,0,2,1,0,0,0,0,9,2,0,0,0,15,1,2019
962,Murcia,0,0,25,1,0,0,0,0,0,0,0,0,0,1,0,2019
963,Mutia,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
964,Naawan,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
965,Nabas,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
966,Nabua,0,0,14,3,0,0,0,0,1,1,0,0,0,2,0,2019
967,Nabunturan,0,0,29,3,0,0,0,0,0,2,0,0,0,1,0,2019
968,Naga (CS),0,0,27,3,1,0,0,0,7,1,0,0,0,0,0,2019
969,Naga (CU),0,0,28,0,1,0,0,0,1,0,0,0,0,1,0,2019
970,Naga (ZS),0,0,8,1,0,0,0,0,0,1,0,0,0,1,0,2019
971,Nagbukel,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
972,Nagcarlan,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0,2019
973,Nagtipunan,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0,2019
974,Naguilian (IA),0,0,15,0,0,0,0,0,1,0,1,0,0,1,0,2019
975,Naguilian (LU),0,0,35,2,0,0,0,0,1,0,0,0,0,1,0,2019
976,Naic,0,0,25,6,0,0,0,0,2,1,0,0,0,1,0,2019
977,Nampicuan,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2019
978,Narra,0,0,23,0,0,0,0,0,0,1,0,0,0,1,0,2019
979,Narvacan,0,0,8,0,0,0,0,0,1,0,0,0,0,1,0,2019
980,Nasipit,0,0,19,0,0,0,0,0,0,1,0,0,0,1,0,2019
981,Nasugbu,0,0,30,4,0,0,0,0,4,1,0,0,0,1,0,2019
982,Natividad,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,2019
983,Natonin,0,0,13,0,0,0,0,0,0,1,0,0,0,1,0,2019
984,Naujan,0,0,68,0,0,0,0,0,0,1,0,0,0,3,0,2019
985,Naval,0,0,10,2,0,0,0,0,1,0,0,0,0,1,0,2019
986,Navotas,0,0,1,4,0,0,0,0,1,0,0,0,0,12,1,2019
987,New Bataan,0,0,16,1,0,0,0,0,0,0,0,0,0,1,0,2019
988,New Corella,0,0,20,2,0,0,1,0,0,0,0,0,0,1,0,2019
989,New Lucena,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,2019
990,New Washington,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2019
991,Norala,0,0,15,1,0,0,0,0,1,1,0,0,0,1,0,2019
992,Northern Kabuntalan,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
993,Norzagaray,0,0,10,0,0,0,0,0,2,0,0,0,0,3,0,2019
994,Noveleta,0,0,12,4,0,0,0,0,1,0,0,0,0,1,0,2019
995,Nueva Era,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
996,Nueva Valencia,0,0,22,0,0,0,0,0,0,1,0,0,0,1,0,2019
997,Numancia,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
998,Nunungan,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,2019
999,Oas,0,0,10,1,0,0,0,0,2,1,0,0,0,1,0,2019
1000,Obando,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2019
1001,Ocampo,0,0,10,2,0,0,0,0,0,1,0,0,0,1,0,2019
