,name,city,Electricity_count,Kerosene (Gaas)_count,Liquified Petroleum Gas (LPG)_count,Oil (vegetable animal and others)_count,Solar panel_count,Solar lamp_count,Others_count,None_count,Not Reported_count,year
560,Hadji Muhtamad,HADJI MUHTAMAD,127.0,1965.0,3.0,2.0,1070.0,780.0,9.0,,,2015.0
561,Hadji Panglima Tahil,HADJI PANGLIMA TAHIL (MARUNGGAS),7.0,614.0,,1.0,188.0,280.0,,1.0,,2015.0
562,Hagonoy (BU),HAGONOY,29632.0,267.0,52.0,1.0,25.0,52.0,83.0,96.0,,2015.0
563,Hagonoy (DS),HAGONOY,11753.0,1291.0,36.0,1.0,18.0,81.0,18.0,,,2015.0
564,Hamtic,HAMTIC,9887.0,630.0,,,3.0,5.0,7.0,3.0,,2015.0
565,Hermosa,HERMOSA,13713.0,628.0,16.0,3.0,6.0,16.0,24.0,33.0,,2015.0
566,Hernani,HERNANI,1819.0,85.0,1.0,,5.0,145.0,,5.0,,2015.0
567,Hilongos,HILONGOS,12740.0,1624.0,2.0,1.0,2.0,8.0,9.0,8.0,,2015.0
568,Himamaylan,CITY OF HIMAMAYLAN,21223.0,3914.0,17.0,2.0,295.0,179.0,24.0,23.0,,2015.0
569,Hinabangan,HINABANGAN,2566.0,218.0,2.0,,1.0,3.0,1.0,,,2015.0
570,Hinatuan,HINATUAN,6973.0,1666.0,142.0,,12.0,64.0,1.0,9.0,,2015.0
571,Hindang,HINDANG,4337.0,498.0,14.0,1.0,127.0,7.0,6.0,4.0,,2015.0
572,Hingyon,HINGYON,1870.0,171.0,,,,2.0,1.0,1.0,,2015.0
573,Hinigaran,HINIGARAN,19428.0,1075.0,4.0,2.0,8.0,36.0,19.0,5.0,,2015.0
574,Hinobaan,HINOBA-AN (ASIA),9427.0,2882.0,7.0,1.0,72.0,132.0,13.0,4.0,,2015.0
575,Hinunangan,HINUNANGAN,6239.0,535.0,,,152.0,9.0,5.0,,,2015.0
576,Hinundayan,HINUNDAYAN,2674.0,373.0,6.0,,1.0,,,,,2015.0
577,Hungduan,HUNGDUAN,1761.0,112.0,58.0,,1.0,5.0,1.0,3.0,,2015.0
578,Iba,IBA (Capital),11336.0,545.0,1.0,,3.0,2.0,16.0,6.0,,2015.0
579,Ibaan,IBAAN,12168.0,109.0,,1.0,,5.0,15.0,9.0,,2015.0
580,Ibajay,IBAJAY,10605.0,403.0,,,,11.0,,,,2015.0
581,Igbaras,IGBARAS,6564.0,394.0,38.0,,4.0,11.0,9.0,2.0,,2015.0
582,Iguig,IGUIG,5910.0,263.0,1.0,,,5.0,,,,2015.0
583,Ilagan,ILAGAN City (Capital),33427.0,1122.0,13.0,9.0,16.0,30.0,35.0,17.0,,2015.0
584,Iligan,ILIGAN CITY,67791.0,7068.0,33.0,12.0,245.0,1188.0,178.0,78.0,,2015.0
585,Ilog,ILOG,10813.0,2034.0,4.0,1.0,101.0,100.0,13.0,,,2015.0
586,Iloilo,ILOILO CITY (Capital),93650.0,1026.0,63.0,8.0,79.0,115.0,125.0,34.0,,2015.0
587,Imelda,IMELDA,4624.0,1704.0,121.0,3.0,40.0,38.0,2.0,7.0,1.0,2015.0
588,Impasug-Ong,IMPASUG-ONG,5829.0,3457.0,2.0,2.0,43.0,335.0,88.0,102.0,,2015.0
589,Imus,IMUS CITY,94868.0,763.0,1320.0,23.0,5.0,33.0,162.0,199.0,,2015.0
590,Inabanga,INABANGA,8575.0,1203.0,31.0,1.0,9.0,33.0,21.0,23.0,,2015.0
591,Indanan,INDANAN,4008.0,6760.0,13.0,22.0,671.0,2453.0,3.0,24.0,,2015.0
592,Indang,INDANG,14462.0,340.0,4.0,5.0,41.0,39.0,121.0,4.0,,2015.0
593,Infanta (PS),INFANTA,4994.0,317.0,6.0,,265.0,17.0,21.0,1.0,,2015.0
594,Infanta (QN),INFANTA,15341.0,854.0,16.0,1.0,37.0,89.0,96.0,15.0,,2015.0
595,Initao,INITAO,6747.0,769.0,2.0,1.0,9.0,14.0,13.0,,,2015.0
596,Inopacan,INOPACAN,4067.0,710.0,1.0,,50.0,26.0,55.0,3.0,,2015.0
597,Ipil,IPIL (CAPITAL),15629.0,2166.0,77.0,3.0,59.0,84.0,37.0,35.0,4.0,2015.0
598,Iriga,,,,,,,,,,,
599,Irosin,,,,,,,,,,,
600,Isabel,ISABEL,9473.0,1252.0,10.0,2.0,110.0,319.0,25.0,10.0,,2015.0
601,Isabela (BAS),CITY OF ISABELA,19961.0,2561.0,24.0,4.0,47.0,176.0,94.0,49.0,,2015.0
602,Isabela (NO),ISABELA,11072.0,2406.0,36.0,2.0,37.0,217.0,21.0,10.0,,2015.0
603,Igacos,ISLAND GARDEN CITY OF SAMAL,21692.0,3888.0,11.0,3.0,110.0,490.0,51.0,,,2015.0
604,Isulan,ISULAN (Capital),19147.0,681.0,28.0,20.0,107.0,265.0,55.0,29.0,,2015.0
605,Itbayat,ITBAYAT,812.0,5.0,,1.0,10.0,,1.0,2.0,,2015.0
606,Itogon,ITOGON,13574.0,156.0,17.0,1.0,100.0,41.0,337.0,,,2015.0
607,Ivana,IVANA,365.0,2.0,,,,,2.0,2.0,,2015.0
608,Ivisan,IVISAN,6277.0,431.0,2.0,,6.0,11.0,8.0,3.0,,2015.0
609,Jabonga,,,,,,,,,,,
610,Jaen,JAEN,17399.0,463.0,7.0,1.0,5.0,13.0,14.0,2.0,,2015.0
611,Jagna,JAGNA,7078.0,388.0,,,2.0,16.0,8.0,14.0,,2015.0
612,Jalajala,JALA-JALA,6732.0,129.0,1.0,,2.0,11.0,23.0,21.0,,2015.0
613,Jamindan,JAMINDAN,6233.0,2007.0,2.0,,105.0,219.0,7.0,3.0,,2015.0
614,Janiuay,JANIUAY,11162.0,2667.0,,,10.0,20.0,6.0,,,2015.0
615,Jaro,JARO,6953.0,2542.0,131.0,,3.0,102.0,6.0,10.0,,2015.0
616,Jasaan,JASAAN,10783.0,1347.0,1.0,3.0,6.0,19.0,15.0,10.0,,2015.0
617,Javier,JAVIER (BUGHO),4700.0,1280.0,1.0,,1.0,33.0,6.0,3.0,,2015.0
618,Jiabong,JIABONG,3454.0,436.0,3.0,,1.0,1.0,1.0,,,2015.0
619,Jimalalud,JIMALALUD,3253.0,3700.0,,,141.0,96.0,1.0,,,2015.0
620,Jimenez,JIMENEZ,5732.0,512.0,10.0,,2.0,16.0,14.0,76.0,,2015.0
621,Jipapad,JIPAPAD,1628.0,84.0,12.0,,1.0,3.0,,,,2015.0
622,Jolo,JOLO (Capital),17741.0,1300.0,60.0,7.0,167.0,90.0,20.0,58.0,,2015.0
623,Jomalig,JOMALIG,717.0,400.0,1.0,,202.0,199.0,13.0,,,2015.0
624,Jones,JONES,10065.0,511.0,4.0,3.0,16.0,15.0,30.0,6.0,,2015.0
625,Jordan,JORDAN (CAPITAL),7168.0,1049.0,2.0,,40.0,47.0,3.0,1.0,1.0,2015.0
626,Jose Abad Santos,JOSE ABAD SANTOS (TRINIDAD),3896.0,10879.0,303.0,21.0,674.0,2046.0,286.0,12.0,,2015.0
627,Jose Dalman,JOSE DALMAN (PONOT),4205.0,1846.0,3.0,1.0,6.0,40.0,2.0,1.0,,2015.0
628,Josefina,JOSEFINA,1245.0,1178.0,1.0,,29.0,101.0,1.0,1.0,,2015.0
629,Jose Panganiban,,,,,,,,,,,
630,Jovellar,,,,,,,,,,,
631,Juban,,,,,,,,,,,
632,Julita,JULITA,2671.0,439.0,76.0,,48.0,597.0,7.0,2.0,,2015.0
633,Kabacan,KABACAN,16412.0,1881.0,6.0,270.0,303.0,1159.0,54.0,9.0,,2015.0
634,Kabankalan,CITY OF KABANKALAN,30345.0,9389.0,14.0,3.0,229.0,299.0,59.0,13.0,,2015.0
635,Kabasalan,KABASALAN,7335.0,2049.0,7.0,1.0,57.0,39.0,13.0,16.0,,2015.0
636,Kabayan,KABAYAN,2725.0,166.0,8.0,130.0,139.0,181.0,140.0,,,2015.0
637,Kabugao,KABUGAO (Capital),1546.0,753.0,,,577.0,260.0,4.0,2.0,,2015.0
638,Kabuntalan,KABUNTALAN (TUMBAO),1949.0,478.0,3.0,1.0,5.0,137.0,,9.0,,2015.0
639,Kadingilan,KADINGILAN,4665.0,2190.0,1.0,2.0,332.0,240.0,17.0,7.0,,2015.0
640,Kalamansig,KALAMANSIG,5869.0,3673.0,46.0,34.0,361.0,707.0,211.0,56.0,,2015.0
641,Kalawit,KALAWIT,3197.0,1537.0,35.0,,8.0,48.0,1.0,4.0,,2015.0
642,Kalayaan (LA),KALAYAAN,4421.0,574.0,,,,36.0,111.0,5.0,,2015.0
643,Kalayaan (PN),KALAYAAN,31.0,,,,,,,,,2015.0
644,Kalibo,KALIBO (Capital),17681.0,226.0,,,1.0,8.0,14.0,,,2015.0
645,Kalilangan,KALILANGAN,7159.0,1509.0,2.0,1.0,30.0,144.0,9.0,15.0,,2015.0
646,Kalingalan Caluang,KALINGALAN CALUANG,111.0,1236.0,282.0,4.0,987.0,2912.0,,16.0,,2015.0
647,Kananga,KANANGA,10255.0,2295.0,6.0,1.0,52.0,268.0,36.0,8.0,,2015.0
648,Kapai,KAPAI,2644.0,41.0,,,,38.0,,,,2015.0
649,Kapalong,KAPALONG,12185.0,3483.0,46.0,3.0,694.0,818.0,36.0,,,2015.0
650,Kapangan,KAPANGAN,3439.0,481.0,6.0,,45.0,36.0,191.0,,,2015.0
651,Kapatagan (LN),KAPATAGAN,12511.0,2339.0,,3.0,13.0,76.0,38.0,18.0,,2015.0
652,Kapatagan (LS),KAPATAGAN,22.0,445.0,8.0,,1082.0,967.0,80.0,,,2015.0
653,Kasibu,KASIBU,5318.0,1233.0,15.0,1.0,1593.0,176.0,107.0,5.0,,2015.0
654,Katipunan,KATIPUNAN,6314.0,3336.0,9.0,,6.0,62.0,65.0,11.0,,2015.0
655,Kauswagan,KAUSWAGAN,5186.0,686.0,,2.0,12.0,28.0,2.0,,,2015.0
656,Kawayan,KAWAYAN,4172.0,425.0,8.0,,7.0,11.0,2.0,6.0,,2015.0
657,Kawit,KAWIT,20412.0,399.0,85.0,2.0,3.0,5.0,83.0,29.0,,2015.0
658,Kayapa,KAYAPA,3286.0,698.0,8.0,3.0,219.0,313.0,1011.0,6.0,,2015.0
659,Kiamba,KIAMBA,10904.0,2402.0,4.0,5.0,71.0,147.0,42.0,13.0,,2015.0
660,Kiangan,KIANGAN,3282.0,185.0,3.0,,,9.0,6.0,,,2015.0
661,Kibawe,KIBAWE,5717.0,2437.0,100.0,,77.0,503.0,25.0,13.0,,2015.0
662,Kiblawan,KIBLAWAN,8570.0,3712.0,682.0,,19.0,491.0,,,,2015.0
663,Kibungan,KIBUNGAN,2675.0,421.0,3.0,,112.0,69.0,307.0,,,2015.0
664,Kidapawan,CITY OF KIDAPAWAN (Capital),29024.0,3869.0,9.0,1.0,57.0,201.0,74.0,15.0,,2015.0
665,Kinoguitan,KINOGUITAN,2391.0,642.0,,,,4.0,,9.0,,2015.0
666,Kitaotao,KITAOTAO,5972.0,4000.0,2.0,4.0,134.0,670.0,104.0,11.0,,2015.0
667,Kitcharao,,,,,,,,,,,
668,Kolambugan,KOLAMBUGAN,5422.0,887.0,,10.0,15.0,92.0,20.0,,,2015.0
669,Koronadal,CITY OF KORONADAL (Capital),41081.0,1603.0,46.0,8.0,27.0,64.0,42.0,31.0,,2015.0
670,Kumalarang,KUMALARANG,3467.0,2241.0,37.0,,59.0,194.0,6.0,1.0,,2015.0
671,Laak,LAAK (SAN VICENTE),8926.0,5156.0,127.0,,281.0,2854.0,47.0,146.0,,2015.0
672,Labangan,LABANGAN,7124.0,1410.0,14.0,7.0,67.0,124.0,20.0,1.0,,2015.0
673,Labason,LABASON,7666.0,1423.0,35.0,4.0,3.0,37.0,10.0,8.0,,2015.0
674,Labo,,,,,,,,,,,
675,Labrador,LABRADOR,5283.0,172.0,,1.0,6.0,7.0,8.0,3.0,,2015.0
676,La Carlota,LA CARLOTA CITY,14815.0,1158.0,12.0,,74.0,169.0,30.0,29.0,,2015.0
677,La Castellana,LA CASTELLANA,12392.0,3813.0,11.0,2.0,366.0,300.0,324.0,,,2015.0
678,Lacub,LACUB,274.0,45.0,14.0,,79.0,61.0,174.0,,,2015.0
679,Lagangilang,LAGANGILANG,2779.0,332.0,,,7.0,10.0,19.0,,,2015.0
680,Lagawe,LAGAWE (Capital),3807.0,116.0,3.0,,4.0,11.0,9.0,2.0,,2015.0
681,Lagayan,LAGAYAN,837.0,90.0,,,1.0,2.0,2.0,,,2015.0
682,Lagonglong,LAGONGLONG,3945.0,535.0,1.0,4.0,3.0,56.0,40.0,,,2015.0
683,Lagonoy,,,,,,,,,,,
684,Laguindingan,LAGUINDINGAN,5052.0,491.0,2.0,,3.0,17.0,43.0,6.0,,2015.0
685,Lake Sebu,LAKE SEBU,9065.0,5764.0,38.0,3.0,1572.0,1879.0,60.0,197.0,,2015.0
686,Lakewood,LAKEWOOD,2648.0,1295.0,8.0,1.0,11.0,120.0,16.0,,,2015.0
687,Lala,LALA,13670.0,1676.0,,2.0,1.0,62.0,32.0,,,2015.0
688,La Libertad (NR),LA LIBERTAD,4229.0,4304.0,,1.0,241.0,359.0,26.0,4.0,,2015.0
689,La Libertad (ZN),LA LIBERTAD,1577.0,291.0,3.0,,,,,,,2015.0
690,Lallo,LAL-LO,9359.0,866.0,2.0,1.0,10.0,15.0,18.0,,,2015.0
691,Lambayong,LAMBAYONG (MARIANO MARCOS),15804.0,1341.0,7.0,1.0,43.0,551.0,10.0,58.0,,2015.0
692,Lambunao,LAMBUNAO,12985.0,2896.0,1.0,,24.0,24.0,4.0,,,2015.0
693,Lamitan,CITY OF LAMITAN,12330.0,2532.0,92.0,3.0,20.0,36.0,24.0,27.0,1.0,2015.0
694,Lamut,LAMUT,5209.0,312.0,1.0,1.0,27.0,37.0,12.0,1.0,,2015.0
695,Langiden,LANGIDEN,634.0,67.0,,1.0,,1.0,2.0,,,2015.0
696,Languyan,LANGUYAN,436.0,1838.0,509.0,12.0,958.0,2603.0,9.0,2.0,,2015.0
697,Lantapan,LANTAPAN,8490.0,4114.0,3.0,1.0,60.0,280.0,11.0,8.0,,2015.0
698,Lantawan,LANTAWAN,2693.0,1671.0,3.0,7.0,34.0,184.0,1.0,16.0,,2015.0
699,Lanuza,LANUZA,2335.0,284.0,1.0,,139.0,23.0,1.0,,,2015.0
700,Laoac,LAOAC,6973.0,411.0,11.0,4.0,,11.0,12.0,7.0,,2015.0
701,Laoag,LAOAG CITY (Capital),25203.0,55.0,2.0,2.0,3.0,1.0,16.0,3.0,,2015.0
702,Laoang,LAOANG,10272.0,1821.0,122.0,2.0,29.0,35.0,2.0,,,2015.0
703,La Paz (AA),LA PAZ,3056.0,362.0,,,1.0,9.0,11.0,3.0,,2015.0
704,La Paz (AS),LA PAZ,3041.0,1450.0,60.0,2.0,267.0,445.0,28.0,4.0,,2015.0
705,La Paz (LE),LA PAZ,3278.0,1643.0,,,9.0,39.0,7.0,4.0,,2015.0
706,La Paz (TC),LA PAZ,13714.0,296.0,2.0,2.0,2.0,1.0,38.0,7.0,,2015.0
707,Lapinig,LAPINIG,2260.0,103.0,95.0,1.0,,24.0,,,,2015.0
708,Lapu Lapu,LAPU-LAPU CITY (OPON),85427.0,9234.0,196.0,10.0,954.0,2340.0,1294.0,118.0,,2015.0
709,Lapuyan,LAPUYAN,2645.0,2595.0,1.0,,36.0,512.0,4.0,,,2015.0
710,Larena,LARENA,2849.0,246.0,,2.0,1.0,2.0,13.0,2.0,,2015.0
711,Lasam,LASAM,8362.0,591.0,5.0,18.0,6.0,40.0,4.0,,,2015.0
712,Las Navas,LAS NAVAS,4702.0,1786.0,229.0,28.0,123.0,46.0,218.0,,1.0,2015.0
713,Las Nieves,,,,,,,,,,,
714,Las Pinas,CITY OF LAS PIÑAS,140025.0,789.0,460.0,17.0,28.0,24.0,387.0,170.0,25.0,2015.0
715,La Trinidad,LA TRINIDAD (Capital),33607.0,134.0,16.0,5.0,35.0,133.0,227.0,,,2015.0
716,Laua-An,LAUA-AN,5582.0,486.0,1.0,4.0,,4.0,,2.0,1.0,2015.0
717,Laur,LAUR,8273.0,473.0,,,11.0,16.0,17.0,3.0,,2015.0
718,Laurel,LAUREL,8330.0,147.0,1.0,5.0,1.0,2.0,7.0,70.0,,2015.0
719,Lavezares,LAVEZARES,5285.0,757.0,59.0,4.0,5.0,16.0,2.0,5.0,,2015.0
720,Lawaan,LAWAAN,2747.0,219.0,,,4.0,47.0,4.0,,,2015.0
721,Lazi,LAZI,3620.0,1254.0,,,9.0,62.0,61.0,5.0,,2015.0
722,Lebak,LEBAK,12658.0,6370.0,21.0,7.0,388.0,771.0,148.0,25.0,,2015.0
723,Leganes,LEGANES,6689.0,310.0,,1.0,6.0,12.0,10.0,5.0,,2015.0
724,Legazpi,,,,,,,,,,,
725,Lemery (BS),LEMERY,19633.0,342.0,23.0,1.0,1.0,5.0,115.0,21.0,,2015.0
726,Lemery (IO),LEMERY,6271.0,1335.0,11.0,1.0,71.0,150.0,,,,2015.0
727,Leon,LEON,10051.0,673.0,,1.0,13.0,8.0,9.0,,,2015.0
728,Leyte,LEYTE,6429.0,1844.0,517.0,16.0,17.0,228.0,33.0,17.0,,2015.0
729,Lezo,LEZO,3456.0,134.0,,,,,,,,2015.0
730,Lian,LIAN,12525.0,338.0,2.0,2.0,3.0,5.0,46.0,35.0,,2015.0
731,Lianga,LIANGA,5493.0,764.0,,,9.0,26.0,3.0,7.0,,2015.0
732,Libacao,LIBACAO,4533.0,1530.0,,,264.0,248.0,,,,2015.0
733,Libagon,LIBAGON,2832.0,333.0,,1.0,1.0,9.0,2.0,,,2015.0
734,Libertad (AE),LIBERTAD,3463.0,168.0,3.0,2.0,,,2.0,1.0,,2015.0
735,Libertad (MO),LIBERTAD,2440.0,203.0,,1.0,1.0,57.0,11.0,5.0,,2015.0
736,Libjo,LIBJO (ALBOR),3558.0,512.0,17.0,,1.0,14.0,,1.0,,2015.0
737,Libmanan,,,,,,,,,,,
738,Libon,,,,,,,,,,,
739,Libona,LIBONA,6710.0,3048.0,1.0,1.0,22.0,121.0,52.0,2.0,,2015.0
740,Libungan,LIBUNGAN,8409.0,2314.0,8.0,1.0,170.0,532.0,35.0,7.0,,2015.0
741,Licab,LICAB,6192.0,184.0,3.0,2.0,,2.0,4.0,,,2015.0
742,Licuan-Baay,LICUAN-BAAY (LICUAN),677.0,219.0,1.0,,32.0,4.0,35.0,,,2015.0
743,Lidlidda,LIDLIDDA,985.0,8.0,,,3.0,6.0,,2.0,,2015.0
744,Ligao,,,,,,,,,,,
745,Lila,LILA,2029.0,56.0,,,,2.0,2.0,1.0,,2015.0
746,Liliw,LILIW,8749.0,468.0,1.0,,,5.0,83.0,3.0,,2015.0
747,Liloan (CU),LILOAN,26779.0,986.0,1.0,2.0,17.0,30.0,30.0,2.0,,2015.0
748,Liloan (SL),LILOAN,4752.0,312.0,20.0,1.0,,3.0,2.0,,,2015.0
749,Liloy,LILOY,8381.0,861.0,30.0,,2.0,24.0,17.0,54.0,,2015.0
750,Limasawa,LIMASAWA,1185.0,174.0,,,1.0,1.0,5.0,,,2015.0
751,Limay,LIMAY,14483.0,773.0,3.0,1.0,9.0,15.0,50.0,11.0,,2015.0
752,Linamon,LINAMON,4061.0,402.0,,,,6.0,3.0,1.0,,2015.0
753,Linapacan,LINAPACAN,864.0,858.0,,,1333.0,257.0,58.0,,,2015.0
754,Lingayen,LINGAYEN (Capital),21146.0,557.0,20.0,,2.0,20.0,14.0,21.0,,2015.0
755,Lingig,LINGIG,5524.0,1484.0,,,20.0,65.0,1.0,,,2015.0
756,Lipa,LIPA CITY,72985.0,312.0,69.0,3.0,6.0,20.0,174.0,38.0,,2015.0
757,Llanera,LLANERA,8842.0,590.0,10.0,2.0,6.0,43.0,94.0,3.0,,2015.0
758,Llorente,LLORENTE,4430.0,281.0,39.0,,,12.0,1.0,5.0,,2015.0
759,Loay,LOAY,3333.0,234.0,2.0,,1.0,1.0,5.0,2.0,,2015.0
760,Lobo,LOBO,8870.0,142.0,17.0,2.0,2.0,1.0,11.0,7.0,,2015.0
761,Loboc,LOBOC,3261.0,200.0,,,10.0,9.0,3.0,,,2015.0
762,Looc (OM),LOOC,2029.0,212.0,,,26.0,113.0,40.0,1.0,,2015.0
763,Looc (RN),LOOC,4471.0,889.0,,,3.0,8.0,8.0,1.0,,2015.0
764,Loon,LOON,9000.0,809.0,,,9.0,31.0,92.0,11.0,,2015.0
765,Lope De Vega,LOPE DE VEGA,1994.0,759.0,56.0,,2.0,16.0,19.0,1.0,,2015.0
766,Lopez,LOPEZ,15556.0,4407.0,22.0,7.0,203.0,525.0,130.0,13.0,,2015.0
767,Lopez Jaena,LOPEZ JAENA,4401.0,1339.0,9.0,3.0,4.0,57.0,11.0,6.0,,2015.0
768,Loreto (AS),LORETO,5599.0,2262.0,6.0,54.0,361.0,744.0,2.0,,,2015.0
769,Loreto (DI),LORETO,1886.0,358.0,1.0,1.0,3.0,8.0,1.0,1.0,,2015.0
770,Los Banos,LOS BAÑOS,28357.0,397.0,15.0,5.0,129.0,32.0,67.0,18.0,,2015.0
771,Luba,LUBA,1284.0,66.0,,,4.0,10.0,6.0,,,2015.0
772,Lubang,LUBANG,4673.0,85.0,,,2.0,6.0,7.0,4.0,,2015.0
773,Lubao,LUBAO,33622.0,690.0,17.0,1.0,9.0,21.0,60.0,72.0,,2015.0
774,Lubuagan,LUBUAGAN,1638.0,88.0,,,2.0,,,3.0,,2015.0
775,Lucban,LUCBAN,11453.0,325.0,4.0,7.0,34.0,73.0,53.0,20.0,,2015.0
776,Lucena,LUCENA CITY (Capital),57359.0,1839.0,21.0,7.0,79.0,293.0,180.0,58.0,,2015.0
777,Lugait,LUGAIT,4072.0,519.0,,1.0,3.0,19.0,25.0,11.0,,2015.0
778,Lugus,LUGUS,66.0,1779.0,1.0,4.0,1100.0,980.0,,5.0,,2015.0
779,Luisiana,LUISIANA,4730.0,82.0,,,5.0,14.0,12.0,4.0,,2015.0
780,Lumba-Bayabao,LUMBA-BAYABAO (MAGUING),5528.0,116.0,4.0,7.0,32.0,81.0,,,,2015.0
781,Lumbaca-Unayan,LUMBACA UNAYAN,7.0,7.0,2.0,,525.0,558.0,,,,2015.0
782,Lumban,LUMBAN,6951.0,265.0,2.0,1.0,4.0,5.0,93.0,29.0,,2015.0
783,Lumbatan,LUMBATAN,882.0,98.0,3.0,1.0,684.0,1242.0,2.0,1.0,,2015.0
784,Lumbayanague,LUMBAYANAGUE,2462.0,8.0,,,5.0,24.0,,,,2015.0
785,Luna (AO),LUNA,3436.0,473.0,,,200.0,37.0,26.0,2.0,,2015.0
786,Luna (IA),LUNA,4542.0,84.0,3.0,,1.0,,10.0,6.0,,2015.0
787,Luna (LU),LUNA,8178.0,266.0,4.0,,,10.0,21.0,11.0,,2015.0
788,Lupao,LUPAO,9423.0,574.0,,1.0,9.0,44.0,27.0,2.0,,2015.0
789,Lupi,,,,,,,,,,,
790,Lupon,LUPON,12448.0,2308.0,3.0,11.0,224.0,193.0,51.0,12.0,,2015.0
791,Lutayan,LUTAYAN,11464.0,1309.0,41.0,1.0,84.0,190.0,1.0,2.0,,2015.0
792,Luuk,LUUK,347.0,1638.0,9.0,4.0,1806.0,1932.0,,37.0,,2015.0
793,Maasim,MAASIM,10262.0,1617.0,11.0,35.0,516.0,785.0,28.0,6.0,,2015.0
794,Maasin (IO),MAASIN,6750.0,608.0,10.0,,5.0,10.0,1.0,,,2015.0
795,Maasin (SL),CITY OF MAASIN (Capital),17675.0,891.0,26.0,2.0,,16.0,9.0,,,2015.0
796,Ma-Ayon,MA-AYON,7731.0,1265.0,2.0,2.0,76.0,191.0,8.0,5.0,,2015.0
797,Mabalacat,MABALACAT CITY,55222.0,701.0,377.0,7.0,92.0,22.0,176.0,53.0,,2015.0
798,Mabinay,MABINAY,9521.0,7502.0,,3.0,360.0,297.0,26.0,,,2015.0
799,Mabini (BS),MABINI,9843.0,76.0,1.0,2.0,2.0,,12.0,18.0,,2015.0
800,Mabini (BL),MABINI,4973.0,1242.0,,1.0,2.0,14.0,19.0,3.0,,2015.0
801,Mabini (CV),MABINI (DOÑA ALICIA),7924.0,1630.0,3.0,,22.0,63.0,11.0,1.0,,2015.0
802,Mabini (PS),MABINI,5106.0,688.0,2.0,1.0,85.0,24.0,6.0,5.0,,2015.0
803,Mabitac,MABITAC,4300.0,214.0,1.0,1.0,1.0,5.0,43.0,10.0,,2015.0
804,Mabuhay,MABUHAY,4396.0,2290.0,6.0,,125.0,152.0,16.0,1.0,,2015.0
805,Macabebe,MACABEBE,15881.0,296.0,2.0,4.0,19.0,44.0,39.0,36.0,,2015.0
806,Macalelon,MACALELON,4811.0,934.0,5.0,,30.0,120.0,19.0,12.0,,2015.0
807,Macarthur,MACARTHUR,3957.0,1073.0,2.0,,4.0,57.0,11.0,5.0,,2015.0
808,Maco,MACO,16078.0,2569.0,50.0,,48.0,290.0,77.0,38.0,,2015.0
809,Maconacon,MACONACON,571.0,158.0,1.0,,91.0,62.0,92.0,2.0,,2015.0
810,Macrohon,MACROHON,5547.0,466.0,28.0,,,15.0,2.0,,,2015.0
811,Madalag,MADALAG,3150.0,1011.0,,,25.0,74.0,,,,2015.0
812,Madalum,MADALUM,2616.0,240.0,,2.0,514.0,326.0,,3.0,,2015.0
813,Madamba,MADAMBA,37.0,510.0,2.0,,880.0,1196.0,1.0,4.0,,2015.0
814,Maddela,MADDELA,7961.0,855.0,3.0,1.0,18.0,45.0,25.0,6.0,,2015.0
815,Madrid,MADRID,3339.0,155.0,,,5.0,4.0,,1.0,,2015.0
816,Madridejos,MADRIDEJOS,7017.0,645.0,,,17.0,395.0,31.0,8.0,,2015.0
817,Magalang,MAGALANG,24002.0,359.0,13.0,3.0,26.0,11.0,45.0,25.0,,2015.0
818,Magallanes (AN),,,,,,,,,,,
819,Magallanes (CE),MAGALLANES,4376.0,335.0,,1.0,31.0,6.0,21.0,7.0,,2015.0
820,Magallanes (SO),,,,,,,,,,,
821,Magarao,,,,,,,,,,,
822,Magdalena,MAGDALENA,5309.0,450.0,,,1.0,25.0,44.0,21.0,,2015.0
823,Magdiwang,MAGDIWANG,2715.0,302.0,,,1.0,39.0,22.0,,,2015.0
824,Magpet,MAGPET,7336.0,3584.0,,,37.0,206.0,12.0,6.0,,2015.0
825,Magsaysay (DS),MAGSAYSAY,11115.0,2162.0,95.0,2.0,116.0,78.0,3.0,,,2015.0
826,Magsaysay (LN),MAGSAYSAY,2114.0,1143.0,,2.0,358.0,220.0,,2.0,,2015.0
827,Magsaysay (MO),MAGSAYSAY (LINUGOS),5389.0,1471.0,78.0,2.0,5.0,37.0,2.0,1.0,,2015.0
828,Magsaysay (OM),MAGSAYSAY,5055.0,2090.0,16.0,,261.0,304.0,90.0,3.0,,2015.0
829,Magsaysay (PN),MAGSAYSAY,1953.0,397.0,,,297.0,82.0,4.0,,,2015.0
830,Magsingal,MAGSINGAL,7690.0,227.0,6.0,,1.0,7.0,10.0,2.0,,2015.0
831,Maguing,MAGUING,3613.0,22.0,,3.0,66.0,31.0,,3.0,,2015.0
832,Mahaplag,MAHAPLAG,4903.0,1287.0,3.0,,3.0,39.0,2.0,1.0,,2015.0
833,Mahatao,MAHATAO,442.0,,,,,,,1.0,,2015.0
834,Mahayag,MAHAYAG,6296.0,3022.0,27.0,,125.0,272.0,24.0,3.0,,2015.0
835,Mahinog,MAHINOG,2995.0,137.0,,,,3.0,,,,2015.0
836,Maigo,MAIGO,4011.0,923.0,,5.0,2.0,54.0,13.0,,,2015.0
837,Maimbung,MAIMBUNG,2595.0,1861.0,24.0,4.0,320.0,1652.0,11.0,13.0,,2015.0
